am_sid,sciname,reviewed,iucn_sid,popn_trend,popn_category,category_score,spp_group,id_no,spatial_source,name_verified,area_total,area_am,area_iucn,area_overlap,sm_perc,sm_range,area_ratio,lg_area_pct,spp_group_text,occurcells,n_spp,quad
URM-Cn-5482,Euphyllia paradivisa,NA,133057,Unknown,VU,0.4,CORALS_Part1,133057,iucn,TRUE,6715916.4,2775251.3,6301427.3,2360762.12130056,85.065,AM,44.042,1.701,Corals,4,396,q2
URM-Cn-5930,Echinophyllia echinata,NA,133058,Unknown,LC,0,CORALS_Part3,133058,iucn,TRUE,24555630.5,6137516.6,23245080.5,4826966.55317824,78.647,AM,26.404,6.275,Corals,13,396,q2
URM-Cn-5617,Platygyra verweyi,NA,133059,Decreasing,NT,0.2,CORALS_Part1,133059,iucn,TRUE,14474668.8,7265440.7,13254309.8,6045081.73331178,83.203,AM,54.816,3.578,Corals,29,396,q1
URM-Cn-4899,Montipora florida,NA,133064,Decreasing,VU,0.4,CORALS_Part1,133064,iucn,TRUE,7218020.6,3227050.9,6668378.1,2677408.36288697,82.968,AM,48.393,1.8,Corals,9,396,q2
URM-Cn-4913,Montipora informis,NA,133066,Decreasing,LC,0,CORALS_Part1,133066,iucn,TRUE,29055103.1,14039476.5,27155548.3,12139921.7050265,86.47,AM,51.7,7.33,Corals,72,396,q2
URM-Cn-5601,Montastrea colemani,NA,133070,Decreasing,NT,0.2,CORALS_Part1,133070,iucn,TRUE,16762875.1,9467492.7,13626373.8,6330991.3914519,66.871,AM,69.479,3.678,Corals,28,396,q1
URM-Cn-4901,Montipora foliosa,NA,133071,Decreasing,NT,0.2,CORALS_Part3,133071,iucn,TRUE,28047499.6,12788824,25883118.7,10624443.1639845,83.076,AM,49.41,6.987,Corals,120,396,q2
URM-Cn-5873,Lobophyllia robusta,NA,133076,Unknown,LC,0,CORALS_Part1,133076,iucn,TRUE,20086121.9,10391042.7,16561354.8,6866275.67767289,66.079,AM,62.743,4.47,Corals,36,396,q1
URM-Cn-4770,Acropora kirstyae,NA,133081,Decreasing,VU,0.4,CORALS_Part1,133081,iucn,TRUE,15152489.4,5187806.8,13798254,3833571.40853641,73.896,AM,37.598,3.725,Corals,13,396,q2
URM-Cn-6064,Porites lutea,NA,133082,Unknown,LC,0,CORALS_Part3,133082,iucn,TRUE,29845449.8,6450764.7,29507998.7,6113313.62260213,94.769,AM,21.861,7.965,Corals,5,396,q2
SLB-62376,Barabattoia amicorum,NA,133084,Decreasing,LC,0,CORALS_Part1,133084,iucn,TRUE,23848154,6565188,23313404,6030437.9770571,91.855,AM,28.161,6.293,Corals,17,396,q2
URM-Cn-4836,Acropora subglabra,NA,133087,Decreasing,LC,0,CORALS_Part3,133087,iucn,TRUE,19677521.9,9375094.3,18712562.4,8410134.75035345,89.707,AM,50.101,5.051,Corals,73,396,q2
URM-Cn-5528,Echinopora lamellosa,NA,133088,Decreasing,LC,0,CORALS_Part3,133088,iucn,TRUE,28612859.7,9499566.5,27548594.3,8435301.09826842,88.797,AM,34.483,7.436,Corals,75,396,q2
URM-Cn-5935,Echinophyllia patula,NA,133089,Unknown,LC,0,CORALS_Part3,133089,iucn,TRUE,12030720.4,1891394.3,11891181.3,1751855.23498597,92.622,AM,15.906,3.21,Corals,3,396,q2
URM-Cn-5587,Leptastrea purpurea,NA,133090,Decreasing,LC,0,CORALS_Part3,133090,iucn,TRUE,30240991.1,10233777.7,29217640.7,9210427.2171153,90,AM,35.026,7.887,Corals,119,396,q2
URM-Cn-4866,Astreopora incrustans,NA,133092,Decreasing,VU,0.4,CORALS_Part1,133092,iucn,TRUE,11603253,7295308.9,8373770.7,4065826.62373292,55.732,AM,87.121,2.26,Corals,10,396,q3
URM-Cn-6138,Psammocora nierstraszi,NA,133094,Stable,LC,0,CORALS_Part3,133094,iucn,TRUE,26049785.2,11110862.3,23674314,8735391.0610961,78.62,AM,46.932,6.39,Corals,61,396,q2
SLB-158798,Porites columnaris,NA,133096,Unknown,LC,0,CORALS_Part3,133096,iucn,TRUE,2050067.5,1375484.3,1306199.7,631616.619395183,48.355,IUCN,94.963,0.371,Corals,6,396,q3
SLB-117490,Pocillopora danae,NA,133097,Unknown,VU,0.4,CORALS_Part1,133097,iucn,TRUE,13272337,7533084.8,10681124.5,4941872.23604323,65.602,AM,70.527,2.883,Corals,10,396,q1
URM-Cn-5977,Pocillopora elegans,NA,133099,Unknown,VU,0.4,CORALS_Part3,133099,iucn,TRUE,18406723.5,9261402.2,14110059.1,4964737.77415584,53.607,AM,65.637,3.809,Corals,27,396,q3
URM-Cn-4956,Agaricia undata,NA,133100,Unknown,DD,NA,CORALS_Part1,133100,iucn,TRUE,3326810.8,1831410.7,2744023.5,1248623.44299648,68.178,AM,66.742,0.741,Corals,21,396,q1
URM-Cn-5849,Acanthastrea hillae,NA,133106,Unknown,NT,0.2,CORALS_Part1,133106,iucn,TRUE,23172496.1,9418372.6,21960086.2,8205962.80298524,87.127,AM,42.889,5.928,Corals,44,396,q2
URM-Cn-5901,Galaxea acrhelia,NA,133109,Unknown,VU,0.4,CORALS_Part3,133109,iucn,TRUE,9411136,3750825.2,8024262.9,2363952.05646671,63.025,AM,46.744,2.166,Corals,4,396,q2
URM-Cn-5750,Ctenactis crassa,NA,133110,Unknown,LC,0,CORALS_Part1,133110,iucn,TRUE,20129257.7,6126103.2,19471233.5,5468079.09905391,89.259,AM,31.462,5.256,Corals,15,396,q2
SLB-61810,Montipora saudii,NA,133111,Decreasing,NT,0.2,CORALS_Part3,133111,iucn,TRUE,636752.9,286318.5,625245,274810.680508586,95.981,AM,45.793,0.169,Corals,4,396,q2
URM-Cn-4724,Acropora caroliniana,NA,133112,Decreasing,VU,0.4,CORALS_Part1,133112,iucn,TRUE,12841863.6,7030440.4,9844518.3,4033095.06912737,57.366,AM,71.415,2.657,Corals,14,396,q3
URM-Cn-4880,Montipora cactus,NA,133113,Decreasing,VU,0.4,CORALS_Part1,133113,iucn,TRUE,8741508.5,4123881,7649012.1,3031384.51743039,73.508,AM,53.914,2.065,Corals,10,396,q2
SLB-93474,Acropora retusa,NA,133115,Decreasing,VU,0.4,CORALS_Part1,133115,iucn,TRUE,18766535.3,10010561.6,13603677.4,4847703.69418169,48.426,AM,73.587,3.672,Corals,28,396,q3
SLB-61654,Acropora latistella,NA,133120,Decreasing,LC,0,CORALS_Part1,133120,iucn,TRUE,28322317.6,12495180.5,25435654.4,9608517.23568188,76.898,AM,49.125,6.866,Corals,51,396,q2
URM-Cn-6145,Siderastrea glynni,NA,133121,Stable,CR,0.8,CORALS_Part1,133121,iucn,TRUE,114414,83966.4,30447.5,0,0,IUCN,36.262,0.023,Corals,3,396,q4
SLB-93687,Acropora plantaginea,NA,133122,Decreasing,DD,NA,CORALS_Part3,133122,iucn,TRUE,3948345.6,2139229.2,2910885.6,1101769.22517424,51.503,AM,73.491,0.786,Corals,11,396,q3
SLB-158750,Dendrogyra cylindrus,NA,133124,Stable,VU,0.4,CORALS_Part1,133124,iucn,TRUE,3694722.3,2359887.1,3211066.1,1876230.87446345,79.505,AM,73.492,0.867,Corals,4,396,q1
URM-Cn-4748,Acropora fenneri,NA,133125,Decreasing,DD,NA,CORALS_Part1,133125,iucn,TRUE,6774515.1,3115592.8,6285504.6,2626582.326744,84.304,AM,49.568,1.697,Corals,6,396,q2
URM-Cn-5896,Symphyllia valenciennesii,NA,133127,Unknown,LC,0,CORALS_Part1,133127,iucn,TRUE,27311463.2,13677552,24959400.9,11325489.7092195,82.803,AM,54.799,6.737,Corals,53,396,q1
URM-Cn-4812,Acropora pruinosa,NA,133128,Decreasing,DD,NA,CORALS_Part1,133128,iucn,TRUE,1387541.9,243067.6,1346025.6,201551.334376985,82.92,AM,18.058,0.363,Corals,3,396,q2
URM-Cn-4872,Astreopora ocellata,NA,133129,Decreasing,LC,0,CORALS_Part1,133129,iucn,TRUE,22330583.9,10476922.3,20106843.7,8253182.07692296,78.775,AM,52.106,5.427,Corals,34,396,q2
URM-Cn-4903,Montipora friabilis,NA,133131,Decreasing,VU,0.4,CORALS_Part1,133131,iucn,TRUE,16056572.4,9091460.4,12242975.4,5277863.39828797,58.053,AM,74.259,3.305,Corals,26,396,q3
URM-Cn-4714,Acropora aspera,NA,133132,Decreasing,VU,0.4,CORALS_Part3,133132,iucn,TRUE,22346442.1,11995499.3,20046255.3,9695312.53997067,80.825,AM,59.839,5.411,Corals,116,396,q1
URM-Cn-4708,Acropora abrolhosensis,NA,133133,Decreasing,VU,0.4,CORALS_Part1,133133,iucn,TRUE,13382799.3,7498361.8,9650161.9,3765724.36898717,50.221,AM,77.702,2.605,Corals,16,396,q3
URM-Cn-5592,Montastraea annularis,NA,133134,Decreasing,EN,0.6,CORALS_Part3,133134,iucn,TRUE,4500257.4,3344431.7,3492335.2,2336509.57481222,69.863,AM,95.765,0.943,Corals,18,396,q1
SLB-184813,Isopora palifera,NA,133139,Decreasing,NT,0.2,CORALS_Part3,133139,iucn,TRUE,25235893.6,11222369.6,23525889.9,9512365.84815596,84.763,AM,47.702,6.35,Corals,61,396,q2
URM-Cn-5096,Cladocora caespitosa,NA,133142,Unknown,EN,0.6,CORALS_Part3,133142,iucn,TRUE,1613687.2,1333772.6,1148304.7,868390.097820743,75.624,IUCN,86.094,0.36,Corals,52,396,q1
W-Hyd-210726,Millepora alcicornis,NA,133144,Stable,LC,0,CORALS_Part1,133144,iucn,TRUE,5444211.4,3143987.4,3297740.4,997516.39017027,31.728,AM,95.338,0.89,Corals,10,396,q3
URM-Cn-5008,Stylocoeniella cocosensis,NA,133145,Unknown,VU,0.4,CORALS_Part1,133145,iucn,TRUE,8855338.5,5428185,7087641,3660487.44915471,67.435,AM,76.587,1.913,Corals,7,396,q1
URM-Cn-5751,Ctenactis echinata,NA,133148,Unknown,LC,0,CORALS_Part3,133148,iucn,TRUE,23098560.9,10077614.7,22117827.2,9096880.95227143,90.268,AM,45.563,5.97,Corals,63,396,q2
URM-Cn-5542,Favia lacuna,NA,133151,Decreasing,NT,0.2,CORALS_Part1,133151,iucn,TRUE,963355.2,286202.2,954823.9,277670.821515498,97.019,AM,29.974,0.258,Corals,4,396,q2
URM-Cn-5872,Lobophyllia pachysepta,NA,133152,Unknown,NT,0.2,CORALS_Part1,133152,iucn,TRUE,19662166.5,9900375.7,17803623.4,8041832.66303889,81.228,AM,55.609,4.806,Corals,51,396,q1
URM-Cn-5889,Scolymia vitiensis,NA,133157,Unknown,NT,0.2,CORALS_Part3,133157,iucn,TRUE,24903941.3,12775297.6,20705941.6,8577297.98668202,67.14,AM,61.699,5.589,Corals,68,396,q1
URM-Cn-5787,Podabacia crustacea,NA,133158,Unknown,LC,0,CORALS_Part3,133158,iucn,TRUE,23853086.9,10377509.3,22075359.1,8599781.54040139,82.869,AM,47.009,5.959,Corals,43,396,q2
URM-Cn-4715,Acropora austera,NA,133160,Decreasing,NT,0.2,CORALS_Part1,133160,iucn,TRUE,27273874.3,11944364.2,24610911.5,9281401.32953837,77.705,AM,48.533,6.643,Corals,203,396,q2
URM-Cn-5610,Platygyra contorta,NA,133161,Decreasing,LC,0,CORALS_Part1,133161,iucn,TRUE,16207728.8,3972423.8,15340360.4,3105055.34560484,78.165,AM,25.895,4.141,Corals,12,396,q2
URM-Cn-5921,Oculina varicosa,NA,133165,Unknown,VU,0.4,CORALS_Part1,133165,iucn,TRUE,4034975.8,1657570.2,3898108,1520702.38958154,91.743,AM,42.522,1.052,Corals,18,396,q2
URM-Cn-5993,Stylophora mamillata,NA,133169,Unknown,LC,0,CORALS_Part1,133169,iucn,TRUE,1522311.7,833725.5,1306199.7,617613.613975394,74.079,AM,63.828,0.353,Corals,7,396,q1
SLB-62815,Echinophyllia aspera,NA,133172,Unknown,LC,0,CORALS_Part1,133172,iucn,TRUE,28388556,9456404.7,27548720.5,8616569.10259944,91.119,AM,34.326,7.436,Corals,52,396,q2
URM-Cn-4896,Montipora efflorescens,NA,133175,Decreasing,NT,0.2,CORALS_Part1,133175,iucn,TRUE,27895430.1,12778718.8,25603731.1,10487019.7563341,82.066,AM,49.91,6.911,Corals,72,396,q2
SLB-117467,Coscinaraea exesa,NA,133176,Stable,LC,0,CORALS_Part1,133176,iucn,TRUE,20925797.3,7189433.2,19894106.9,6157742.7470062,85.65,AM,36.139,5.37,Corals,12,396,q2
URM-Cn-5472,Turbinaria patula,1,133177,Unknown,VU,0.4,CORALS_Part3,133177,iucn,TRUE,17529605.6,6419322,16962542,5852258.3237427,91.166,AM,37.844,4.579,Corals,49,396,q2
SLB-184808,Isopora brueggemanni,NA,133182,Decreasing,VU,0.4,CORALS_Part3,133182,iucn,TRUE,18681306.7,10294916.3,14914068.6,6527678.15738781,63.407,AM,69.028,4.026,Corals,135,396,q1
URM-Cn-5761,Fungia granulosa,NA,133183,Unknown,LC,0,CORALS_Part3,133183,iucn,TRUE,25316992.9,5994876.8,24750091.5,5427975.42334193,90.544,AM,24.222,6.681,Corals,23,396,q2
SLB-62757,Mussismilia hispida,NA,133184,Unknown,DD,NA,CORALS_Part1,133184,iucn,TRUE,712559.6,365727.8,688544.6,341712.752876836,93.434,AM,53.116,0.186,Corals,13,396,q2
URM-Cn-4900,Montipora floweri,NA,133186,Decreasing,LC,0,CORALS_Part3,133186,iucn,TRUE,25760892.4,12323396.1,22901342.5,9463846.19586616,76.796,AM,53.811,6.182,Corals,51,396,q2
URM-Cn-5947,Oxypora glabra,1,133192,Unknown,LC,0,CORALS_Part3,133192,iucn,TRUE,15556507.6,2999712.1,15235692.5,2678897.06303809,89.305,AM,19.689,4.113,Corals,11,396,q2
W-Oct-210725,Heliopora coerulea,NA,133193,Decreasing,VU,0.4,CORALS_Part3,133193,iucn,TRUE,28107308.3,8485223.6,26364351.4,6742266.67546585,79.459,AM,32.184,7.117,Corals,79,396,q2
URM-Cn-4893,Montipora digitata,NA,133194,Decreasing,LC,0,CORALS_Part1,133194,iucn,TRUE,23535670.1,11638431.6,21444512.7,9547274.18215302,82.032,AM,54.272,5.789,Corals,50,396,q2
SLB-93690,Acropora appressa,NA,133195,Decreasing,NT,0.2,CORALS_Part1,133195,iucn,TRUE,3357554.9,1264631.7,3180519.5,1087596.30971593,86.001,AM,39.762,0.859,Corals,10,396,q2
URM-Cn-5984,Pocillopora verrucosa,NA,133197,Unknown,LC,0,CORALS_Part3,133197,iucn,TRUE,32569842.7,15350510.3,30742917.8,13523585.4990986,88.099,AM,49.932,8.298,Corals,161,396,q2
URM-Cn-5606,Oulophyllia crispa,NA,133200,Decreasing,NT,0.2,CORALS_Part1,133200,iucn,TRUE,25791569.9,6344008.3,25202921.4,5755359.78698085,90.721,AM,25.172,6.803,Corals,41,396,q2
URM-Cn-4840,Acropora tenella,NA,133203,Decreasing,VU,0.4,CORALS_Part1,133203,iucn,TRUE,14372431.1,9913989.4,8547060.9,4088619.22386723,47.837,IUCN,86.212,2.676,Corals,25,396,q3
URM-Cn-4819,Acropora roseni,NA,133206,Decreasing,EN,0.6,CORALS_Part3,133206,iucn,TRUE,1376739.1,417487.8,1189093.1,229841.771009881,55.054,AM,35.11,0.321,Corals,3,396,q4
URM-Cn-5567,Favites pentagona,NA,133209,Decreasing,LC,0,CORALS_Part1,133209,iucn,TRUE,26363066.1,8618118.4,25448833.6,7703885.86337453,89.392,AM,33.864,6.869,Corals,51,396,q2
URM-Cn-5554,Favia speciosa,NA,133210,Decreasing,LC,0,CORALS_Part3,133210,iucn,TRUE,29187111.3,13384619.6,27511141.6,11708649.9544228,87.478,AM,48.652,7.426,Corals,173,396,q2
URM-Cn-5915,Oculina diffusa,NA,133212,Stable,LC,0,CORALS_Part1,133212,iucn,TRUE,3869659.9,2057589.7,3332229.8,1520159.64793059,73.881,AM,61.748,0.899,Corals,40,396,q1
URM-Cn-5786,Lithophyllon undulatum,NA,133213,Unknown,NT,0.2,CORALS_Part3,133213,iucn,TRUE,11037608.7,2547098.7,10823100.3,2332590.31399814,91.578,AM,23.534,2.922,Corals,3,396,q2
SLB-117470,Cycloseris erosa,NA,133215,Unknown,LC,0,CORALS_Part3,133215,iucn,TRUE,28527660.4,11404826,24787392.3,7664557.91069795,67.205,AM,46.011,6.691,Corals,3,396,q2
SLB-118752,Cycloseris tenuis,NA,133215,Unknown,LC,0,CORALS_Part3,133215,iucn,TRUE,28527660.4,11404826,24787392.3,7664557.91069795,67.205,AM,46.011,6.691,Corals,4,396,q2
URM-Cn-5777,Fungia tenuis,NA,133215,Unknown,LC,0,CORALS_Part3,133215,iucn,TRUE,28527660.4,11404826,24787392.3,7664557.91069795,67.205,AM,46.011,6.691,Corals,33,396,q2
URM-Cn-6063,Porites lobata,NA,133216,Unknown,NT,0.2,CORALS_Part3,133216,iucn,TRUE,30294915.5,5724547.2,29466112.9,4895744.54588573,85.522,AM,19.428,7.954,Corals,34,396,q2
SLB-158789,Meandrina danae,NA,133217,Stable,LC,0,CORALS_Part1,133217,iucn,TRUE,4025867.9,2354492.7,3283343.1,1611967.9056128,68.463,AM,71.71,0.886,Corals,27,396,q1
URM-Cn-4975,Pachyseris foliosa,NA,133218,Unknown,LC,0,CORALS_Part1,133218,iucn,TRUE,7666198.3,4248130.4,6025657.6,2607589.7136938,61.382,AM,70.501,1.627,Corals,5,396,q3
URM-Cn-5486,Nemenzophyllia turbida,NA,133219,Unknown,VU,0.4,CORALS_Part3,133219,iucn,TRUE,9303566.8,4128052,8522115.4,3346600.58240023,81.07,AM,48.439,2.3,Corals,6,396,q2
URM-Cn-4882,Montipora caliculata,NA,133220,Decreasing,VU,0.4,CORALS_Part1,133220,iucn,TRUE,23297832.3,11449308.4,21484707.8,9636183.87416642,84.164,AM,53.291,5.799,Corals,40,396,q2
URM-Cn-5975,Pocillopora damicornis,1,133222,Unknown,LC,0,CORALS_Part3,133222,iucn,TRUE,33318582.1,11399100,29937359.9,8017877.77982688,70.338,AM,38.077,8.081,Corals,198,396,q2
URM-Cn-4740,Acropora donei,NA,133223,Decreasing,VU,0.4,CORALS_Part1,133223,iucn,TRUE,19388105.6,8128143.1,18587640.7,7327678.12704802,90.152,AM,43.729,5.017,Corals,27,396,q2
SLB-93757,Astreopora expansa,NA,133227,Decreasing,NT,0.2,CORALS_Part3,133227,iucn,TRUE,23200953.4,10753997.9,20881268.9,8434313.49566629,78.43,AM,51.501,5.637,Corals,39,396,q2
SLB-117474,Cycloseris vaughani,NA,133230,Unknown,LC,0,CORALS_Part3,133230,iucn,TRUE,24460293.9,6011735,23470066.2,5021507.28461312,83.528,AM,25.614,6.335,Corals,20,396,q2
URM-Cn-5517,Diploastrea heliopora,1,133231,Decreasing,NT,0.2,CORALS_Part3,133231,iucn,TRUE,25494386,10725560.1,23920824.4,9151998.47019645,85.329,AM,44.838,6.457,Corals,72,396,q2
URM-Cn-4769,Acropora kimbeensis,NA,133233,Decreasing,VU,0.4,CORALS_Part1,133233,iucn,TRUE,11820199.3,6679606.3,9622131.9,4481538.880121,67.093,AM,69.419,2.597,Corals,11,396,q1
URM-Cn-5907,Galaxea paucisepta,NA,133236,Unknown,NT,0.2,CORALS_Part3,133236,iucn,TRUE,10817222.9,2302536.2,10653420.4,2138733.77279857,92.886,AM,21.613,2.876,Corals,4,396,q2
SLB-62474,Montastraea cavernosa,NA,133237,Stable,LC,0,CORALS_Part3,133237,iucn,TRUE,8136639.9,6839159.7,5660885,4363404.76958966,77.08,IUCN,82.772,1.846,Corals,172,396,q1
URM-Cn-4909,Montipora hispida,NA,133238,Decreasing,LC,0,CORALS_Part3,133238,iucn,TRUE,26661469.7,13000469.4,24106002.5,10445002.3041705,80.343,AM,53.93,6.507,Corals,93,396,q2
URM-Cn-4792,Acropora nasuta,NA,133239,Decreasing,NT,0.2,CORALS_Part1,133239,iucn,TRUE,29492270.9,12720633.4,27456911.1,10685273.6835027,84,AM,46.329,7.412,Corals,270,396,q2
URM-Cn-4982,Pavona clavus,NA,133240,Unknown,LC,0,CORALS_Part1,133240,iucn,TRUE,30263951.4,14958757.8,27628662.3,12323468.689572,82.383,AM,54.142,7.458,Corals,106,396,q2
URM-Cn-4989,Pavona frondifera,NA,133242,Unknown,LC,0,CORALS_Part1,133242,iucn,TRUE,26352425.4,13487624.3,20792047.9,7927246.82725027,58.774,AM,64.869,5.612,Corals,30,396,q3
URM-Cn-5563,Favites flexuosa,NA,133244,Decreasing,NT,0.2,CORALS_Part1,133244,iucn,TRUE,27432569.4,5169894.3,27164834.8,4902159.79721302,94.821,AM,19.032,7.333,Corals,39,396,q2
URM-Cn-5846,Acanthastrea echinata,NA,133246,Unknown,LC,0,CORALS_Part3,133246,iucn,TRUE,29859564.3,14758379.5,27477535.7,12376350.9441667,83.86,AM,53.711,7.417,Corals,138,396,q2
URM-Cn-4816,Acropora robusta,NA,133248,Decreasing,LC,0,CORALS_Part3,133248,iucn,TRUE,28245468.1,12001813.4,26229850.5,9986195.76646486,83.206,AM,45.756,7.08,Corals,188,396,q2
URM-Cn-4738,Acropora digitifera,NA,133250,Decreasing,NT,0.2,CORALS_Part1,133250,iucn,TRUE,28719042.7,12217911,26603682.4,10102550.6520473,82.686,AM,45.926,7.181,Corals,196,396,q2
URM-Cn-5996,Stylophora wellsi,NA,133251,Unknown,NT,0.2,CORALS_Part1,133251,iucn,TRUE,2276979.1,1438893.3,1573544.8,735458.984716821,51.113,AM,91.443,0.425,Corals,8,396,q3
URM-Cn-4846,Acropora tortuosa,NA,133252,Decreasing,LC,0,CORALS_Part3,133252,iucn,TRUE,12051013.3,3014985.2,11451033.8,2415005.6306549,80.1,AM,26.329,3.091,Corals,7,396,q2
URM-Cn-5860,Blastomussa wellsi,NA,133253,Unknown,NT,0.2,CORALS_Part1,133253,iucn,TRUE,21803050.1,12462962.5,18143755.5,8803667.90022107,70.639,AM,68.69,4.898,Corals,39,396,q1
URM-Cn-4953,Agaricia humilis,NA,133255,Stable,LC,0,CORALS_Part3,133255,iucn,TRUE,3447155.5,1848017.4,3332980.2,1733842.10802671,93.822,AM,55.446,0.9,Corals,30,396,q1
URM-Cn-5481,Euphyllia glabrescens,NA,133256,Unknown,NT,0.2,CORALS_Part1,133256,iucn,TRUE,26113516,13249830.4,24378384.2,11514698.6151826,86.904,AM,54.351,6.581,Corals,102,396,q2
URM-Cn-5495,Plerogyra sinuosa,1,133258,Unknown,NT,0.2,CORALS_Part1,133258,iucn,TRUE,26955002.2,8887308.7,25784256.3,7716562.74981987,86.827,AM,34.468,6.96,Corals,84,396,q2
URM-Cn-6149,Trachyphyllia geoffroyi,NA,133260,Decreasing,NT,0.2,CORALS_Part1,133260,iucn,TRUE,25195269.9,18838082.7,19431093.6,13073906.4303364,69.401,AM,96.948,5.245,Corals,46,396,q1
URM-Cn-4983,Pavona danai,NA,133261,Unknown,VU,0.4,CORALS_Part3,133261,iucn,TRUE,10894912,6538641.1,8600641,4244370.04638722,64.912,AM,76.025,2.322,Corals,7,396,q1
URM-Cn-4868,Astreopora listeri,NA,133267,Decreasing,LC,0,CORALS_Part1,133267,iucn,TRUE,24493341.7,11063606,21979102.4,8549366.74005489,77.275,AM,50.337,5.933,Corals,50,396,q2
URM-Cn-5875,Micromussa diminuta,NA,133268,Unknown,DD,NA,CORALS_Part3,133268,iucn,TRUE,8254643.3,4396965.4,7189635.5,3331957.61396748,75.779,AM,61.157,1.941,Corals,7,396,q1
URM-Cn-5782,Heliofungia actiniformis,NA,133269,Unknown,VU,0.4,CORALS_Part1,133269,iucn,TRUE,15146524.2,7694004.6,12661771,5209251.29346054,67.705,AM,60.766,3.418,Corals,30,396,q1
URM-Cn-4824,Acropora sarmentosa,NA,133271,Decreasing,LC,0,CORALS_Part1,133271,iucn,TRUE,21164922.4,9185327.1,19788039.9,7808444.6210771,85.01,AM,46.419,5.341,Corals,89,396,q2
URM-Cn-5954,Pectinia paeonia,NA,133272,Unknown,NT,0.2,CORALS_Part1,133272,iucn,TRUE,20400824.5,6425246.6,19851005,5875427.10681549,91.443,AM,32.367,5.358,Corals,35,396,q2
URM-Cn-6040,Porites australiensis,NA,133277,Unknown,LC,0,CORALS_Part1,133277,iucn,TRUE,24443232.4,4707547.5,23547412.2,3811727.28382116,80.971,AM,19.992,6.356,Corals,3,396,q2
URM-Cn-5963,Madracis formosa,NA,133281,Stable,LC,0,CORALS_Part3,133281,iucn,TRUE,3637928.5,1907664.3,3489689.9,1759425.6938787,92.229,AM,54.666,0.942,Corals,37,396,q1
URM-Cn-4718,Acropora batunai,NA,133283,Decreasing,VU,0.4,CORALS_Part1,133283,iucn,TRUE,9468665.7,4996026.4,8403044.1,3930404.84766958,78.671,AM,59.455,2.268,Corals,7,396,q1
URM-Cn-5620,Plesiastrea versipora,NA,133284,Decreasing,LC,0,CORALS_Part3,133284,iucn,TRUE,31741445.4,14814190.3,29257005.8,12329750.6982335,83.229,AM,50.635,7.897,Corals,100,396,q2
SLB-117478,Euphyllia paraancora,NA,133289,Unknown,VU,0.4,CORALS_Part3,133289,iucn,TRUE,12150427,5521310,10660728.6,4031611.62285629,73.019,AM,51.791,2.878,Corals,7,396,q2
URM-Cn-5560,Favites abdita,NA,133290,Decreasing,NT,0.2,CORALS_Part1,133290,iucn,TRUE,27915829.5,6200353,27536013.5,5820536.96178603,93.874,AM,22.517,7.433,Corals,51,396,q2
URM-Cn-4835,Acropora striata,NA,133291,Decreasing,VU,0.4,CORALS_Part1,133291,iucn,TRUE,14409065.8,7946522.1,9899054.6,3436510.94558639,43.245,AM,80.276,2.672,Corals,14,396,q3
URM-Cn-4871,Astreopora myriophthalma,NA,133292,Decreasing,LC,0,CORALS_Part1,133292,iucn,TRUE,29645940.8,12575550.9,27772579.9,10702190.0488986,85.103,AM,45.28,7.497,Corals,68,396,q2
URM-Cn-4942,Montipora turgescens,NA,133298,Decreasing,LC,0,CORALS_Part3,133298,iucn,TRUE,28974545.7,14284557.1,26780266.5,12090277.9543566,84.639,AM,53.34,7.229,Corals,131,396,q2
SLB-117472,Cycloseris sinensis,NA,133299,Unknown,LC,0,CORALS_Part3,133299,iucn,TRUE,19909893.2,4792488.2,19387158.9,4269753.88466688,89.093,AM,24.72,5.233,Corals,6,396,q2
URM-Cn-4865,Astreopora gracilis,NA,133302,Decreasing,LC,0,CORALS_Part1,133302,iucn,TRUE,22628342.3,11436157.5,19320183.7,8127998.98538393,71.073,AM,59.193,5.215,Corals,56,396,q1
URM-Cn-5870,Lobophyllia hataii,NA,133304,Unknown,LC,0,CORALS_Part3,133304,iucn,TRUE,24426769.6,12936495.3,21708919,10218644.6553104,78.991,AM,59.591,5.86,Corals,71,396,q1
URM-Cn-4946,Montipora verrilli,NA,133305,Decreasing,DD,NA,CORALS_Part3,133305,iucn,TRUE,2546032.9,178720.6,2526518.5,159206.096767221,89.081,AM,7.074,0.682,Corals,9,396,q2
URM-Cn-5553,Favia rotundata,NA,133307,Decreasing,NT,0.2,CORALS_Part1,133307,iucn,TRUE,21590882.4,9417050.4,19725502.5,7551670.48856754,80.191,AM,47.74,5.325,Corals,33,396,q2
URM-Cn-5981,Pocillopora inflata,NA,133309,Unknown,VU,0.4,CORALS_Part1,133309,iucn,TRUE,1029598.4,623494,616363.5,210259.073671369,34.113,IUCN,98.856,0.168,Corals,17,396,q3
URM-Cn-4757,Acropora halmaherae,NA,133311,Decreasing,DD,NA,CORALS_Part3,133311,iucn,TRUE,5708247.8,4555577,1885379.8,732708.943314253,38.863,IUCN,41.386,1.23,Corals,4,396,q4
URM-Cn-4733,Acropora cytherea,NA,133313,Decreasing,LC,0,CORALS_Part1,133313,iucn,TRUE,28533338.3,12791540.1,26241597.4,10499799.2068225,82.084,AM,48.745,7.083,Corals,187,396,q2
