"am_sid","sciname","reviewed","iucn_sid","popn_trend","popn_category","spp_group","id_no","spatial_source","total_area","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range","log_total_area","area_ratio","lg_area_pct","spp_group_text","occurcells"
"URM-Cn-4927","Montipora peltiformis",NA,133563,"Decreasing","NT","CORALS_Part1",133563,"iucn",24642393.4,13404608.1,21870535.7,42.977,11.5,45.523,0,"AM",17.02,61.291,5.904,NA,56
"URM-Cn-5886","Scolymia australis",1,133566,"Unknown","LC","CORALS_Part3",133566,"iucn",13753859.5,5910677.2,11288944.1,25.703,18.059,56.238,0,"AM",16.437,52.358,3.047,NA,27
"URM-Cn-5538","Favia favus",NA,133569,"Decreasing","LC","CORALS_Part1",133569,"iucn",30206613.5,15081507.3,28461691.4,44.03,6.054,49.916,0,"AM",17.224,52.989,7.683,NA,76
"URM-Cn-6140","Psammocora profundacella",NA,133570,"Unknown","LC","CORALS_Part3",133570,"iucn",29910927.5,14380207.9,27393335.2,39.497,8.828,51.675,0,"AM",17.214,52.495,7.394,NA,55
"URM-Cn-5609","Platygyra carnosus",NA,133571,"Decreasing","NT","CORALS_Part3",133571,"iucn",11237503,3813101.5,10310004.5,25.57,8.389,66.041,0,"AM",16.235,36.984,2.783,NA,5
"SLB-158797","Porites pukoensis",NA,133574,"Unknown","CR","CORALS_Part1",133574,"iucn",5894580.7,5877327.5,28740,0.202,99.495,0.303,0,"IUCN",15.59,0.489,1.586,NA,8
"SLB-61985","Cladocora arbuscula",1,133575,"Unknown","LC","CORALS_Part3",133575,"iucn",4389502.8,2675740.9,3596682.1,43.103,17.971,38.926,0,"AM",15.295,74.395,0.971,NA,31
"URM-Cn-4985","Pavona diffluens",NA,133581,"Unknown","VU","CORALS_Part3",133581,"iucn",2723494.7,1321229.8,2630322,45.571,3.415,51.014,0,"AM",14.817,50.231,0.71,NA,14
"SLB-62826","Oxypora crassispinosa",NA,133582,"Unknown","LC","CORALS_Part1",133582,"iucn",12691036.8,1891394.3,12551617.5,13.679,1.098,85.223,0,"AM",16.356,15.069,3.388,NA,3
"SLB-158799","Porites divaricata",NA,133584,"Stable","LC","CORALS_Part3",133584,"iucn",3815575.8,1666799.3,3306939.8,30.498,13.18,56.322,0,"AM",15.155,50.403,0.893,NA,15
"URM-Cn-5794","Sandalolitha dentata",NA,133587,"Unknown","LC","CORALS_Part1",133587,"iucn",20194686.3,5743950.1,19021026.8,22.446,5.809,71.744,0,"AM",16.821,30.198,5.134,NA,5
"URM-Cn-6136","Psammocora explanulata",NA,133589,"Unknown","LC","CORALS_Part3",133589,"iucn",25348751.9,11368502.2,22388109.7,32.986,11.969,55.044,0,"AM",17.048,50.779,6.043,NA,27
"URM-Cn-6147","Siderastrea savignyana",NA,133590,"Unknown","LC","CORALS_Part1",133590,"iucn",20082400.8,10971471.1,15178244,30.148,24.683,45.169,0,"AM",16.815,72.284,4.097,NA,46
"URM-Cn-5864","Isophyllia sinuosa",NA,133591,"Stable","LC","CORALS_Part3",133591,"iucn",3488036.4,1220564.9,3321113.1,30.167,5,64.833,0,"AM",15.065,36.752,0.896,NA,28
"URM-Cn-4747","Acropora exquisita",NA,133592,"Decreasing","DD","CORALS_Part3",133592,"iucn",7398198.7,7398198.7,0,0,100,0,NA,"IUCN",15.817,0,1.997,NA,20
"W-Hyd-210730","Millepora platyphylla",NA,133595,"Unknown","LC","CORALS_Part3",133595,"iucn",30232545.8,12507879.7,27126890.9,30.787,10.797,58.415,0,"AM",17.224,46.109,7.322,NA,34
"URM-Cn-5746","Cantharellus doederleini",NA,133597,"Unknown","LC","CORALS_Part3",133597,"iucn",2669427.2,1929694.9,1316408.5,21.405,50.604,27.991,0,"IUCN",14.797,68.218,0.521,NA,11
"URM-Cn-4944","Montipora undata",NA,133599,"Decreasing","NT","CORALS_Part1",133599,"iucn",24129577.3,11763470.1,21734569.6,38.584,10.133,51.284,0,"AM",16.999,54.123,5.867,NA,77
"URM-Cn-4713","Acropora arabensis",NA,133604,"Decreasing","NT","CORALS_Part3",133604,"iucn",2474823.9,2179691.5,683424.5,15.802,72.288,11.91,0,"IUCN",14.722,31.354,0.588,NA,18
"URM-Cn-5895","Symphyllia recta",NA,133606,"Unknown","LC","CORALS_Part3",133606,"iucn",25403683.9,12407498.3,23665248.7,41.821,7.017,51.162,0,"AM",17.05,52.429,6.388,NA,107
"URM-Cn-6020","Goniopora minor",NA,133607,"Unknown","NT","CORALS_Part3",133607,"iucn",25945867.8,1920980.3,25939757.7,7.254,0.023,92.723,0,"AM",17.072,7.406,7.002,NA,3
"URM-Cn-5972","Madracis senaria",NA,133611,"Unknown","LC","CORALS_Part3",133611,"iucn",3212807.5,1178075.4,3067778.8,32.182,4.545,63.273,0,"AM",14.983,38.402,0.828,NA,20
"URM-Cn-6077","Porites solida",NA,133613,"Unknown","LC","CORALS_Part3",133613,"iucn",31276274.7,17259171,27451990.3,42.671,12.641,44.688,0,"AM",17.258,62.87,7.41,NA,55
"SLB-62852","Seriatopora guttatus",NA,133614,"Unknown","LC","CORALS_Part3",133614,"iucn",16232611.7,9929483.2,12065677.8,35.258,25.889,38.853,0,"AM",16.603,82.295,3.257,NA,14
"URM-Cn-5868","Lobophyllia diminuta",NA,133619,"Unknown","VU","CORALS_Part1",133619,"iucn",17221432.7,9224287.9,13039349.8,29.252,24.19,46.558,0,"AM",16.662,70.742,3.52,NA,26
"URM-Cn-4849","Acropora valenciennesi",NA,133621,"Decreasing","LC","CORALS_Part3",133621,"iucn",25951568.1,11754977.1,24537007.7,39.764,5.6,54.636,0,"AM",17.072,47.907,6.623,NA,55
"URM-Cn-4883","Montipora capitata",NA,133622,"Decreasing","NT","CORALS_Part1",133622,"iucn",19790546.6,11513320.7,14454266.2,30.949,27.244,41.807,0,"AM",16.801,79.653,3.902,NA,25
"URM-Cn-5534","Erythrastrea flabellata",NA,133631,"Decreasing","NT","CORALS_Part3",133631,"iucn",1329740.3,1038768,740993.7,33.405,44.54,22.056,0,"IUCN",14.1,71.334,0.28,NA,5
"URM-Cn-5471","Turbinaria mesenterina",NA,133633,"Unknown","VU","CORALS_Part1",133633,"iucn",28945975.3,10098760.1,28235179.9,32.095,2.48,65.425,0,"AM",17.181,35.767,7.622,NA,47
"URM-Cn-5580","Goniastrea retiformis",NA,133634,"Decreasing","LC","CORALS_Part3",133634,"iucn",26326776.8,7835919.5,25557997,26.601,2.997,70.402,0,"AM",17.086,30.659,6.899,NA,63
"URM-Cn-4964","Leptoseris gardineri",NA,133636,"Unknown","LC","CORALS_Part3",133636,"iucn",20916055.2,10990461.6,17725636.8,37.084,15.502,47.414,0,"AM",16.856,62.003,4.785,NA,23
"URM-Cn-5980","Pocillopora indiania",NA,133637,"Unknown","VU","CORALS_Part3",133637,"iucn",2466327.6,926648.4,2247633.8,28.846,8.774,62.38,0,"AM",14.718,41.228,0.607,NA,5
"URM-Cn-5546","Favia maritima",NA,133638,"Decreasing","NT","CORALS_Part1",133638,"iucn",20703160.6,5915638,19897071.2,24.627,3.93,71.443,0,"AM",16.846,29.731,5.371,NA,23
"URM-Cn-4806","Acropora pichoni",NA,133639,"Decreasing","NT","CORALS_Part1",133639,"iucn",13421177.6,8485938.4,9568008.4,34.211,29.012,36.777,0,"AM",16.412,88.691,2.583,NA,15
"URM-Cn-5848","Acanthastrea hemprichii",NA,133642,"Unknown","VU","CORALS_Part1",133642,"iucn",19657401.6,10963518.4,16340548,38.685,17.087,44.228,0,"AM",16.794,67.094,4.411,NA,41
"SLB-184819","Porites somaliensis",NA,133645,"Unknown","NT","CORALS_Part3",133645,"iucn",9826174.9,8847786.2,1495018,5.193,84.968,9.839,0,"IUCN",16.101,16.897,2.388,NA,16
"URM-Cn-4947","Montipora verrucosa",NA,133646,"Decreasing","LC","CORALS_Part3",133646,"iucn",31682726.1,19189071.3,27670054.3,47.585,13.13,39.285,0,"AM",17.271,69.35,7.469,NA,133
"URM-Cn-4809","Acropora polystoma",NA,133647,"Decreasing","VU","CORALS_Part3",133647,"iucn",22504106.8,9515981.6,20518851.2,33.28,8.837,57.883,0,"AM",16.929,46.377,5.539,NA,29
"URM-Cn-5514","Cyphastrea microphthalma",NA,133648,"Decreasing","LC","CORALS_Part3",133648,"iucn",28852415.6,9626080.1,28017443.8,30.359,2.953,66.687,0,"AM",17.178,34.357,7.563,NA,60
"SLB-93391","Acropora abrotanoides",NA,133649,"Decreasing","LC","CORALS_Part3",133649,"iucn",28744728.3,14571960.4,25901857.7,40.498,10.275,49.227,0,"AM",17.174,56.258,6.992,NA,66
"URM-Cn-5613","Platygyra lamellina",NA,133651,"Decreasing","NT","CORALS_Part1",133651,"iucn",25434889.5,5481043.2,24930363.6,19.463,2.038,78.499,0,"AM",17.052,21.985,6.73,NA,43
"URM-Cn-5561","Favites chinensis",NA,133654,"Decreasing","NT","CORALS_Part1",133654,"iucn",23837118.5,7205978.2,23021421.7,26.683,3.472,69.846,0,"AM",16.987,31.301,6.214,NA,33
"SLB-93454","Acropora bifurcata",NA,133658,"Decreasing","DD","CORALS_Part3",133658,"iucn",8479241,8479241,0,0,100,0,NA,"IUCN",15.953,0,2.289,NA,17
"URM-Cn-5991","Stylophora kuehlmanni",NA,133659,"Unknown","LC","CORALS_Part3",133659,"iucn",1522311.7,833725.5,1306199.7,40.192,14.615,45.192,0,"AM",14.236,63.828,0.353,NA,7
"SLB-184810","Isopora cuneata",NA,133660,"Decreasing","VU","CORALS_Part1",133660,"iucn",23109868.9,10646700.1,20417657,34.172,11.832,53.996,0,"AM",16.956,52.145,5.511,NA,52
"URM-Cn-5905","Galaxea fascicularis",1,133662,"Unknown","NT","CORALS_Part3",133662,"iucn",28255599.6,9580460.1,27208084,30.142,3.805,66.054,0,"AM",17.157,35.212,7.344,NA,142
"URM-Cn-5581","Goniastrea thecata",NA,133665,"Decreasing","NT","CORALS_Part1",133665,"iucn",1035484.2,286202.2,1026952.9,27.042,0.845,72.113,0,"AM",13.85,27.869,0.277,NA,4
"URM-Cn-4785","Acropora millepora",NA,133666,"Decreasing","NT","CORALS_Part3",133666,"iucn",22356421.9,8398109.3,21530253.5,33.637,3.77,62.592,0,"AM",16.923,39.006,5.812,NA,31
"URM-Cn-6030","Goniopora stokesi",NA,133668,"Unknown","NT","CORALS_Part3",133668,"iucn",24104767.3,5013228.4,23710596.7,19.078,1.69,79.232,0,"AM",16.998,21.143,6.4,NA,8
"SLB-158629","Acropora efflorescens",NA,133672,"Decreasing","DD","CORALS_Part1",133672,"iucn",4574516.8,4574516.8,0,0,100,0,NA,"IUCN",15.336,0,1.235,NA,4
"URM-Cn-5766","Fungia paumotensis",NA,133673,"Unknown","LC","CORALS_Part3",133673,"iucn",25067296.6,10685983.4,23763664.8,37.179,5.308,57.513,0,"AM",17.037,44.968,6.415,NA,79
"URM-Cn-4919","Montipora mollis",NA,133674,"Decreasing","LC","CORALS_Part3",133674,"iucn",26404235.3,14260712.7,23564630.3,43.078,11.051,45.871,0,"AM",17.089,60.517,6.361,NA,67
"URM-Cn-6143","Psammocora vaughani",NA,133676,"Unknown","NT","CORALS_Part3",133676,"iucn",7864211.1,3467875.1,5181505.1,9.92,33.624,56.456,0,"AM",15.878,66.928,1.399,NA,4
"URM-Cn-5428","Heteropsammia cochlea",NA,133679,"Unknown","LC","CORALS_Part1",133679,"iucn",24560612.8,10826368.9,22983980.6,37.613,6.596,55.791,0,"AM",17.017,47.104,6.204,NA,65
"URM-Cn-6038","Porites astreoides",NA,133680,"Increasing","LC","CORALS_Part3",133680,"iucn",7485386.7,3486224.3,5682820,21.405,28.614,49.982,0,"AM",15.828,61.347,1.534,NA,12
"SLB-93593","Acropora subulata",NA,133682,"Decreasing","LC","CORALS_Part1",133682,"iucn",22767709.9,9943811.7,20768843.3,34.621,9.04,56.34,0,"AM",16.941,47.879,5.606,NA,36
"URM-Cn-5995","Stylophora pistillata",NA,133685,"Unknown","NT","CORALS_Part1",133685,"iucn",29084228.2,13954228.3,26714431.2,39.685,8.494,51.822,0,"AM",17.186,52.235,7.211,NA,155
"URM-Cn-4961","Leptoseris cailleti",NA,133686,"Unknown","LC","CORALS_Part3",133686,"iucn",3339193,1271905.8,3280265.6,36.276,1.748,61.976,0,"AM",15.021,38.774,0.885,NA,15
"URM-Cn-5513","Cyphastrea japonica",NA,133690,"Decreasing","LC","CORALS_Part1",133690,"iucn",10227420.3,1678089.5,10187830.5,15.827,0.383,83.79,0,"AM",16.141,16.472,2.75,NA,3
"URM-Cn-5795","Sandalolitha robusta",NA,133693,"Unknown","LC","CORALS_Part1",133693,"iucn",16560786.2,7309842.9,15251688.5,36.152,8.056,55.792,0,"AM",16.623,47.928,4.117,NA,43
"URM-Cn-5475","Turbinaria reniformis",NA,133697,"Unknown","VU","CORALS_Part2",133697,"iucn",27279958.5,6201364.1,26653036.7,20.258,2.361,77.381,0,"AM",17.122,23.267,7.195,NA,40
"URM-Cn-4987","Pavona duerdeni",NA,133702,"Unknown","LC","CORALS_Part1",133702,"iucn",31829140.6,13998903.6,29290834.1,35.684,8.34,55.975,0,"AM",17.276,47.793,7.907,NA,93
"ITS-Mam-771132","Orcaella heinsohni",NA,136315,"Unknown","NT","MARINE_MAMMALS",136315,"iucn",2862433.4,1979522.4,2214437.6,46.395,22.675,30.93,0,"AM",14.867,89.392,0.598,NA,37
"Fis-31462","Cheilinus trilobatus",NA,154623,"Stable","LC","WRASSE",154623,"iucn",29174172.9,13431634,25703652,33.955,12.166,53.879,0,"AM",17.189,52.256,6.938,NA,224
"Fis-133923","Canthigaster inframacula",NA,154630,"Unknown","LC","PUFFERFISH",154630,"iucn",1754744.2,1595887.1,337153.3,10.575,80.093,9.331,0,"IUCN",14.378,21.126,0.431,"Pufferfish",6
"Fis-25990","Parenchelyurus hepburni",NA,154643,"Stable","LC","COMBTOOTHBLENNIES",154643,"iucn",18863360.3,7889039.3,16091842.2,27.058,14.895,58.047,0,"AM",16.753,49.025,4.344,"Blenniidae",46
"Fis-21841","Scarus prasiognathos",NA,154676,"Stable","LC","WRASSE",154676,"iucn",16503309.4,9664018.9,12667230.5,35.08,23.466,41.454,0,"AM",16.619,76.291,3.419,NA,40
"Fis-31417","Scarus festivus",NA,154677,"Stable","LC","WRASSE",154677,"iucn",18475686.1,11118101.5,11333896.3,21.434,38.731,39.834,0,"AM",16.732,98.096,3.059,NA,39
"Fis-32647","Dentex barnardi",NA,154680,"Unknown","LC","SEABREAMS_PORGIES",154680,"iucn",438086.1,145624.9,435123.6,32.414,0.69,66.897,0,"AM",12.99,33.467,0.117,"Sparidae",13
"Fis-30092","Xyrichtys martinicensis",NA,154697,"Unknown","LC","WRASSE",154697,"iucn",4666801.2,2392797.2,4209832.7,41.334,10.162,48.504,0,"AM",15.356,56.838,1.136,NA,33
"Fis-28631","Pseudolabrus luculentus",1,154701,"Unknown","LC","WRASSE",154701,"iucn",517488.6,104456.8,496237.5,16.08,4.02,79.899,0,"AM",13.157,21.05,0.134,NA,22
"Fis-21839","Scarus dubius",NA,154706,"Unknown","LC","WRASSE",154706,"iucn",853216.3,276575.5,682219.1,12.375,19.398,68.227,0,"AM",13.657,40.541,0.184,NA,8
"Fis-51713","Diplodus cervinus",NA,154708,"Decreasing","LC","SEABREAMS_PORGIES",154708,"iucn",4643925.5,3129087,3731117.6,49.451,17.912,32.637,0,"AM",15.351,83.865,1.007,"Sparidae",93
"Fis-145572","Suezichthys bifurcatus",NA,154720,"Unknown","DD","WRASSE",154720,"iucn",279315.7,279315.7,0,0,100,0,NA,"IUCN",12.54,0,0.075,NA,10
"Fis-26110","Pagrus auratus",NA,154734,"Decreasing","LC","SEABREAMS_PORGIES",154734,"iucn",15218554,14511745.8,4044636.7,23.217,71.439,5.343,0,"IUCN",16.538,27.871,3.917,"Sparidae",417
"Fis-49046","Hypleurochilus bananensis",NA,154753,"Unknown","LC","COMBTOOTHBLENNIES",154753,"iucn",2470752.5,2328379.1,266681.8,4.481,90.02,5.499,0,"IUCN",14.72,11.454,0.629,"Blenniidae",9
"Fis-31484","Chromis alpha",NA,154760,"Stable","LC","DAMSELFISH",154760,"iucn",32262046.2,7367489.6,31237412.2,19.439,3.137,77.424,0,"AM",17.289,23.585,8.432,"Damselfish",52
"Fis-28645","Siphonognathus beddomei",NA,154780,"Unknown","LC","WRASSE",154780,"iucn",1043286.5,578445.4,998167.8,51.319,4.556,44.125,0,"AM",13.858,57.951,0.269,NA,26
"Fis-31453","Hemitaurichthys thompsoni",1,154788,"Stable","LC","BUTTERFLYFISH",154788,"iucn",6694958.4,3830549,3562906.9,10.526,46.528,42.946,0,"IUCN",15.717,93.013,1.034,"Butterflyfish",37
"Fis-58059","Apolemichthys kingi",NA,154809,"Unknown","LC","ANGELFISH",154809,"iucn",605645.3,420420.8,282074.7,16.355,51.402,32.243,0,"IUCN",13.314,67.093,0.113,"Angelfish",7
"Fis-31865","Amphiprion sandaracinos",NA,154812,"Stable","LC","DAMSELFISH",154812,"iucn",11376141.9,6897417.6,8039188.5,31.184,29.565,39.252,0,"AM",16.247,85.797,2.17,"Damselfish",39
"Fis-51787","Acanthurus gahhm",1,154818,"Unknown","LC","SURGEONFISH_TANGS_UNICORNFISH",154818,"iucn",1164557.7,224894.6,1159196.8,19.095,0.503,80.402,0,"AM",13.968,19.401,0.313,"Acanthuridae",11
"Fis-128246","Parablennius yatabei",NA,154829,"Stable","LC","COMBTOOTHBLENNIES",154829,"iucn",4308960.9,3222741.6,1684288.2,14.915,58.213,26.873,0,"IUCN",15.276,52.263,0.87,"Blenniidae",24
"Fis-24501","Chromis punctipinnis",NA,154831,"Stable","LC","DAMSELFISH",154831,"iucn",231500.9,125940.7,218389.4,48.864,5.682,45.455,0,"AM",12.352,57.668,0.059,"Damselfish",22
"Fis-35167","Chromis pembae",NA,154856,"Unknown","LC","DAMSELFISH",154856,"iucn",3863487.4,2513695.5,2524078.2,30.13,35.469,34.401,0,"IUCN",15.167,99.589,0.681,"Damselfish",18
"Fis-35454","Cirrhilabrus lineatus",NA,154891,"Unknown","LC","WRASSE",154891,"iucn",2258535.8,1671039.5,1072794.3,21.859,51.702,26.44,0,"IUCN",14.63,64.199,0.451,NA,13
"Fis-26248","Halichoeres ornatissimus",NA,154904,"Unknown","LC","WRASSE",154904,"iucn",8860295,8339107.3,629167.3,1.272,92.534,6.194,0,"IUCN",15.997,7.545,2.251,NA,106
"Fis-27908","Teixeirichthys jordani",NA,154915,"Stable","LC","DAMSELFISH",154915,"iucn",12267826.2,11185075.7,2103077.7,8.606,82.163,9.231,0,"IUCN",16.322,18.803,3.019,"Damselfish",36
"Fis-28282","Chrysiptera flavipinnis",NA,154920,"Stable","LC","DAMSELFISH",154920,"iucn",7573133.8,7219122.5,1314470.6,12.948,82.251,4.801,0,"IUCN",15.84,18.208,1.949,"Damselfish",35
"Fis-146748","Entomacrodus macrospilus",NA,154927,"Stable","LC","COMBTOOTHBLENNIES",154927,"iucn",669243.2,535593.4,173154.2,5.882,74.208,19.91,0,"IUCN",13.414,32.329,0.145,"Blenniidae",7
"Fis-29512","Scomberomorus queenslandicus",NA,154946,"Unknown","LC","TUNAS_BILLFISHES",154946,"iucn",4998263.4,3426495.7,3934971.3,46.866,21.383,31.752,0,"AM",15.425,87.078,1.062,"Tunas/Billfishes",187
"Fis-28998","Thalassoma lucasanum",1,154954,"Stable","LC","WRASSE",154954,"iucn",1933640.6,1003247.4,1719622.4,40.916,11.145,47.939,0,"AM",14.475,58.341,0.464,NA,121
"Fis-31423","Scarus oviceps",NA,154960,"Unknown","LC","WRASSE",154960,"iucn",21724442.5,10702585.7,16590927.3,25.561,23.688,50.751,0,"AM",16.894,64.509,4.478,NA,113
"Fis-26763","Scarus viridifucatus",NA,154971,"Stable","LC","WRASSE",154971,"iucn",12477639.9,9083161.9,5714307.6,18.469,54.297,27.233,0,"IUCN",16.339,62.911,2.452,NA,19
"Fis-59731","Parablennius zvonimiri",NA,154972,"Stable","LC","COMBTOOTHBLENNIES",154972,"iucn",2041152.9,1241085.7,1612952.6,40.21,20.746,39.044,0,"AM",14.529,76.945,0.435,"Blenniidae",30
"Fis-26809","Coris caudimacula",NA,155006,"Unknown","LC","WRASSE",155006,"iucn",13442541,10043812,5604825,16.448,58.498,25.055,0,"IUCN",16.414,55.804,2.711,NA,67
"Fis-49130","Parablennius parvicornis",NA,155013,"Unknown","LC","COMBTOOTHBLENNIES",155013,"iucn",2100781.8,301916.9,1970452.1,8.208,6.566,85.226,0,"AM",14.558,15.322,0.532,"Blenniidae",16
"Fis-32519","Labroides phthirophagus",NA,155017,"Unknown","LC","WRASSE",155017,"iucn",701768.7,167586.5,682219.1,20.968,2.823,76.21,0,"AM",13.461,24.565,0.184,NA,13
"Fis-32512","Salarias ceramensis",NA,155029,"Unknown","LC","COMBTOOTHBLENNIES",155029,"iucn",9932843.4,5642218.2,7704818.8,34.252,22.672,43.076,0,"AM",16.111,73.23,2.08,"Blenniidae",24
"Fis-35462","Cirrhilabrus rubripinnis",NA,155032,"Unknown","LC","WRASSE",155032,"iucn",3457997,2172472,2028167.7,21.498,41.145,37.357,0,"IUCN",15.056,93.358,0.586,NA,5
"Fis-32415","Crossosalarias macrospilus",NA,155034,"Unknown","LC","COMBTOOTHBLENNIES",155034,"iucn",13545079.8,7680905.9,9940269.5,29.857,27.056,43.087,0,"AM",16.422,77.271,2.683,"Blenniidae",53
"Fis-26972","Halichoeres notospilus",NA,155076,"Stable","LC","WRASSE",155076,"iucn",1954768.1,1099950.5,1512991.9,33.988,22.659,43.353,0,"AM",14.486,72.7,0.408,NA,98
"Fis-28707","Torquigener tuberculiferus",NA,155079,"Unknown","LC","PUFFERFISH",155079,"iucn",10573995.8,8379166.6,5715908.2,32.995,46.622,20.383,0,"IUCN",16.174,68.216,2.262,"Pufferfish",24
"Fis-27342","Centropyge acanthops",NA,155083,"Stable","LC","ANGELFISH",155083,"iucn",4567333.6,2030645.6,3920941.8,30.22,14.591,55.188,0,"AM",15.334,51.79,1.058,"Angelfish",36
"Fis-22818","Sarda sarda",NA,155096,"Stable","LC","TUNAS_BILLFISHES",155096,"iucn",20647887.7,9677603.4,16133776.4,25.736,23.421,50.843,0,"AM",16.843,59.983,4.355,"Tunas/Billfishes",633
"Fis-28234","Chromis flavicauda",NA,155098,"Unknown","DD","DAMSELFISH",155098,"iucn",2467677,2467677,0,0,100,0,NA,"IUCN",14.719,0,0.666,"Damselfish",12
"Fis-28969","Omobranchus anolius",NA,155099,"Stable","LC","COMBTOOTHBLENNIES",155099,"iucn",2246744,1475911,1291742.9,23.495,43.684,32.822,0,"IUCN",14.625,87.522,0.398,"Blenniidae",39
"Fis-138844","Omobranchus rotundiceps",NA,155108,"Stable","LC","COMBTOOTHBLENNIES",155108,"iucn",9801158.1,8696928.5,2437411.5,13.837,74.773,11.39,0,"IUCN",16.098,28.026,2.348,"Blenniidae",75
"Fis-25960","Naso vlamingii",1,155120,"Decreasing","LC","SURGEONFISH_TANGS_UNICORNFISH",155120,"iucn",26775400,10313766.7,24263930.4,28.958,9.545,61.497,0,"AM",17.103,42.507,6.55,"Acanthuridae",116
"Fis-31471","Anampses melanurus",NA,155146,"Unknown","LC","WRASSE",155146,"iucn",15660124.9,9096845.9,10631538.1,25.811,32.207,41.982,0,"AM",16.567,85.565,2.87,NA,41
"Fis-29746","Calamus cervigoni",NA,155180,"Unknown","LC","SEABREAMS_PORGIES",155180,"iucn",1777719.6,1672123.3,166011,3.295,90.939,5.766,0,"IUCN",14.391,9.928,0.451,"Sparidae",9
"Fis-25099","Cirripectes filamentosus",1,155186,"Unknown","LC","COMBTOOTHBLENNIES",155186,"iucn",19602478.8,9845319.9,17079184.1,37.016,13.037,49.946,0,"AM",16.791,57.645,4.61,"Blenniidae",117
"Fis-27747","Coradion melanopus",NA,155193,"Stable","LC","BUTTERFLYFISH",155193,"iucn",8223417.9,5304953.7,5191209.9,27.501,37.172,35.327,0,"IUCN",15.922,97.856,1.432,"Butterflyfish",11
"Fis-144753","Cirripectes alleni",NA,155194,"Unknown","LC","COMBTOOTHBLENNIES",155194,"iucn",686181.8,549086.4,291270.9,21.577,59.336,19.087,0,"IUCN",13.439,53.046,0.148,"Blenniidae",7
"Fis-22163","Chaetodon sedentarius",1,155220,"Stable","LC","BUTTERFLYFISH",155220,"iucn",5681113.4,3165839.6,5549171.6,53.323,2.403,44.274,0,"AM",15.553,57.051,1.498,"Butterflyfish",202
"Fis-138816","Halichoeres papilionaceus",NA,155221,"Unknown","LC","WRASSE",155221,"iucn",7844705.9,3869335.5,6725125.6,35.004,14.336,50.66,0,"AM",15.875,57.536,1.815,NA,28
"Fis-28627","Halichoeres binotopsis",NA,155238,"Unknown","LC","WRASSE",155238,"iucn",8344437.4,4823512.8,6357072.8,33.942,23.858,42.199,0,"AM",15.937,75.876,1.716,NA,25
"Fis-140522","Pseudojuloides kaleidos",NA,155252,"Unknown","LC","WRASSE",155252,"iucn",2600378.6,1242206.9,1920836.8,21.571,26.377,52.052,0,"AM",14.771,64.67,0.518,NA,3
"Fis-22834","Thunnus atlanticus",NA,155276,"Stable","LC","TUNAS_BILLFISHES",155276,"iucn",23321367,22383346,12428656.6,47.852,48.129,4.019,0,"IUCN",16.965,55.526,6.042,"Tunas/Billfishes",733
"Fis-25406","Scarus schlegeli",NA,155290,"Unknown","LC","WRASSE",155290,"iucn",20749581.8,9819281.1,17053892.8,29.369,17.762,52.869,0,"AM",16.848,57.578,4.603,NA,94
"Fis-26704","Centropyge loricula",NA,155308,"Stable","LC","ANGELFISH",155308,"iucn",0,0,0,NA,NA,NA,NA,"IUCN",-Inf,NA,0,"Angelfish",50
"Fis-31872","Canthigaster leoparda",NA,155313,"Unknown","LC","PUFFERFISH",155313,"iucn",4987818,4763973.9,527390,6.105,89.377,4.518,0,"IUCN",15.423,11.07,1.286,"Pufferfish",6
"Fis-134684","Pseudocheilinus ocellatus",NA,155314,"Unknown","LC","WRASSE",155314,"iucn",12208875.3,5647496.8,8119456.9,12.773,33.592,53.635,0,"AM",16.318,69.555,2.192,NA,27
"Fis-35632","Salarias sinuosus",NA,158632,"Stable","LC","COMBTOOTHBLENNIES",158632,"iucn",16295447.3,9756374,10694216.8,25.316,34.856,39.828,0,"AM",16.606,91.23,2.887,"Blenniidae",53
"Fis-32633","Chaetodon falcula",NA,165607,"Stable","LC","BUTTERFLYFISH",165607,"iucn",6664054.9,3676470.6,4652173,24.843,30.493,44.664,0,"AM",15.712,79.027,1.256,"Butterflyfish",36
"Fis-35229","Heniochus pleurotaenia",NA,165608,"Stable","LC","BUTTERFLYFISH",165608,"iucn",3924921.5,2553037.9,2364671.6,25.173,40.061,34.766,0,"IUCN",15.183,92.622,0.689,"Butterflyfish",15
"Fis-35091","Chaetodon larvatus",NA,165609,"Stable","LC","BUTTERFLYFISH",165609,"iucn",1735431,1278018.3,1031901,32.833,41,26.167,0,"IUCN",14.367,80.742,0.345,"Butterflyfish",18
"Fis-32653","Chaetodon leucopleura",NA,165610,"Stable","LC","BUTTERFLYFISH",165610,"iucn",3082721.5,2135994.1,1653897.5,22.662,46.77,30.569,0,"IUCN",14.941,77.43,0.577,"Butterflyfish",20
"Fis-22162","Chaetodon ocellatus",NA,165611,"Stable","LC","BUTTERFLYFISH",165611,"iucn",6061204.8,2195329.9,5983232,34.791,1.269,63.94,0,"AM",15.617,36.691,1.615,"Butterflyfish",222
"Fis-59414","Chaetodon zanzibarensis",NA,165612,"Stable","LC","BUTTERFLYFISH",165612,"iucn",3474287.1,1525494,2963438.8,29.231,14.615,56.154,0,"AM",15.061,51.477,0.8,"Butterflyfish",32
