am_sid,am_category,reviewed,sciname,name_verified
Fis-26966,NA,null,Pennahia macrocephalus,TRUE
Fis-48669,NA,null,Pennahia ovata,TRUE
Fis-27864,NA,null,Pennahia pawak,TRUE
Fis-27242,NA,null,Penopus microphthalmus,TRUE
Fis-28476,NA,null,Pentaceropsis recurvirostris,TRUE
Fis-32573,NA,null,Pentaceros capensis,TRUE
Fis-35124,LC,null,Pentaceros japonicus,TRUE
Fis-30465,NA,1,Pentaceros richardsoni,TRUE
Fis-22929,NA,1,Pentanemus quinquarius,TRUE
Fis-149098,NA,null,Pentapodus aureofasciatus,TRUE
Fis-25866,NA,null,Pentapodus bifasciatus,TRUE
Fis-25867,NA,null,Pentapodus caninus,TRUE
Fis-25868,LC,null,Pentapodus emeryii,TRUE
Fis-25869,NA,null,Pentapodus nagasakiensis,TRUE
Fis-25870,NA,null,Pentapodus paradiseus,TRUE
Fis-25871,NA,null,Pentapodus porosus,TRUE
Fis-25872,NA,null,Pentapodus setosus,TRUE
Fis-25873,NA,1,Pentapodus trivittatus,TRUE
Fis-25120,NA,null,Pentaprion longimanus,TRUE
Fis-168166,NA,null,Pentherichthys atratus,TRUE
Fis-25416,NA,null,Pentheroscion mbizi,TRUE
Fis-30466,NA,null,Peprilus burti,TRUE
Fis-29074,LC,null,Peprilus medius,TRUE
Fis-64153,LC,null,Peprilus paru,TRUE
Fis-23215,LC,null,Peprilus simillimus,TRUE
Fis-147792,NA,null,Percis japonica,TRUE
Fis-21466,NA,1,Percophis brasiliensis,TRUE
Fis-59608,NA,null,Pereulixia kosiensis,TRUE
Fis-159653,NA,null,Periophthalmodon freycineti,TRUE
Fis-27005,NA,null,Periophthalmodon schlosseri,TRUE
Fis-32380,NA,null,Periophthalmus argentilineatus,TRUE
Fis-28634,LC,null,Periophthalmus barbarus,TRUE
Fis-57016,NA,null,Periophthalmus chrysospilos,TRUE
Fis-32381,NA,null,Periophthalmus gracilis,TRUE
Fis-32382,NA,null,Periophthalmus kalolo,TRUE
Fis-32385,NA,null,Periophthalmus minutus,TRUE
Fis-132676,NA,null,Periophthalmus modestus,TRUE
Fis-28919,LC,null,Perissias taeniopterus,TRUE
Fis-155323,NA,null,Peristedion altipinne,TRUE
Fis-144562,DD,null,Peristedion amblygenys,TRUE
Fis-149817,NA,null,Peristedion antillarum,TRUE
Fis-30859,NA,null,Peristedion brevirostre,TRUE
Fis-23720,NA,null,Peristedion cataphractum,TRUE
Fis-124211,NA,null,Peristedion crustosum,TRUE
Fis-112590,NA,null,Peristedion ecuadorense,TRUE
Fis-30860,NA,null,Peristedion gracile,TRUE
Fis-149818,NA,null,Peristedion greyae,TRUE
Fis-117370,NA,null,Peristedion imberbe,TRUE
Fis-33939,NA,null,Peristedion liorhynchus,TRUE
Fis-117375,NA,null,Peristedion longispatha,TRUE
Fis-30861,NA,null,Peristedion miniatum,TRUE
Fis-54724,NA,null,Peristedion nierstraszi,TRUE
Fis-54723,NA,null,Peristedion orientale,TRUE
Fis-30862,NA,null,Peristedion thompsoni,TRUE
Fis-112582,NA,null,Peristedion truncatum,TRUE
Fis-34133,NA,null,Peristedion weberi,TRUE
Fis-126925,NA,null,Peristrominous dolosus,TRUE
Fis-29255,NA,null,Perryena leucometopon,TRUE
Fis-50033,NA,null,Persparsia kopua,TRUE
Fis-25385,NA,null,Perulibatrachus elminensis,TRUE
Fis-25086,NA,null,Pervagor aspricaudus,TRUE
Fis-25087,NA,null,Pervagor janthinosoma,TRUE
Fis-25088,NA,null,Pervagor melanocephalus,TRUE
Fis-25089,NA,null,Pervagor nigrolineatus,TRUE
Fis-30938,NA,null,Pervagor randalli,TRUE
Fis-25090,NA,null,Pervagor spilosoma,TRUE
Fis-50291,NA,null,Petalichthys capensis,TRUE
Fis-30477,LC,1,Petromyzon marinus,TRUE
Fis-113043,NA,null,Petroscirtes ancylodon,TRUE
Fis-25997,NA,null,Petroscirtes breviceps,TRUE
Fis-35625,NA,null,Petroscirtes fallax,TRUE
Fis-28967,NA,null,Petroscirtes lupus,TRUE
Fis-31636,NA,null,Petroscirtes mitratus,TRUE
Fis-25998,NA,null,Petroscirtes thepassii,TRUE
Fis-31637,NA,null,Petroscirtes variabilis,TRUE
Fis-31638,NA,null,Petroscirtes xestus,TRUE
Fis-24886,LC,null,Petrotyx sanguineus,TRUE
Fis-23217,NA,null,Petrus rupestris,TRUE
Fis-24887,NA,null,Phaeoptyx conklini,TRUE
Fis-24888,NA,null,Phaeoptyx pigmentaria,TRUE
Fis-24889,NA,null,Phaeoptyx xenus,TRUE
Fis-30480,NA,null,Phanerodon furcatus,TRUE
Fis-58959,NA,null,Phenacoscorpius adenensis,TRUE
Fis-114177,NA,null,Phenacoscorpius megalops,TRUE
Fis-54976,NA,null,Pherallodus indicus,TRUE
Fis-123718,NA,null,Pholidapus dybowskii,TRUE
Fis-30975,NA,1,Pholidichthys leucotaenia,TRUE
Fis-30485,NA,null,Pholis clemensi,TRUE
Fis-24892,NA,null,Pholis fasciata,TRUE
Fis-24893,NA,null,Pholis gunnellus,TRUE
Fis-24894,NA,null,Pholis laeta,TRUE
Fis-24895,LC,null,Pholis ornata,TRUE
Fis-54392,NA,null,Pholis picta,TRUE
Fis-30487,NA,null,Pholis schultzi,TRUE
Fis-27696,NA,null,Phosichthys argenteus,TRUE
Fis-147799,NA,null,Photoblepharon palpebratum,TRUE
Fis-142436,NA,null,Photonectes achirus,TRUE
Fis-27769,NA,null,Photonectes albipennis,TRUE
Fis-27695,NA,null,Photonectes braueri,TRUE
Fis-34834,NA,null,Photonectes caerulescens,TRUE
Fis-34836,NA,null,Photonectes dinema,TRUE
Fis-55717,NA,null,Photonectes gracilis,TRUE
Fis-34837,NA,null,Photonectes leucospilus,TRUE
Fis-28203,NA,null,Photonectes margarita,TRUE
Fis-34838,NA,null,Photonectes mirabilis,TRUE
Fis-34840,NA,null,Photonectes parvimanus,TRUE
Fis-34841,NA,null,Photonectes phyllopogon,TRUE
Fis-169080,NA,null,Photopectoralis aureus,TRUE
Fis-160824,NA,null,Photopectoralis bindus,TRUE
Fis-161040,NA,null,Photostomias atrox,TRUE
Fis-161020,NA,null,Photostomias goodyeari,TRUE
Fis-31234,NA,null,Photostomias guernei,TRUE
Fis-34206,NA,null,Photostylus pycnopterus,TRUE
Fis-26676,NA,null,Phoxocampus belcheri,TRUE
Fis-25925,NA,null,Phoxocampus diacanthus,TRUE
Fis-26677,NA,null,Phoxocampus tetrophthalmus,TRUE
Fis-24267,NA,null,Phrynorhombus norvegicus,TRUE
Fis-24896,NA,null,Phtheirichthys lineatus,TRUE
Fis-23722,NA,null,Phycis blennoides,TRUE
Fis-30490,NA,1,Phycis chesteri,TRUE
Fis-23723,NA,null,Phycis phycis,TRUE
Fis-48290,NT,null,Phycodurus eques,TRUE
Fis-34258,NA,null,Phyllichthys punctatus,TRUE
Fis-150611,NA,null,Phyllogobius platycephalops,TRUE
Fis-32374,NA,null,Phyllophichthus xenodontus,TRUE
Fis-29053,NA,null,Phyllophryne scortea,TRUE
Fis-29097,NT,null,Phyllopteryx taeniolatus,TRUE
Fis-139713,NA,null,Phyllorhinichthys micractis,TRUE
Fis-33834,NA,null,Physiculus capensis,TRUE
Fis-30491,NA,null,Physiculus dalwigki,TRUE
Fis-64506,NA,null,Physiculus fulvus,TRUE
Fis-134210,NA,null,Physiculus hexacytus,TRUE
Fis-33085,NA,null,Physiculus huloti,TRUE
Fis-58698,NA,null,Physiculus japonicus,TRUE
Fis-149275,NA,null,Physiculus karrerae,TRUE
Fis-132563,NA,null,Physiculus longifilis,TRUE
Fis-35714,NA,null,Physiculus luminosa,TRUE
Fis-33835,NA,null,Physiculus natalensis,TRUE
Fis-35643,LC,null,Physiculus nematopus,TRUE
Fis-34101,NA,null,Physiculus nigrescens,TRUE
Fis-34725,NA,null,Physiculus rastrelliger,TRUE
Fis-34769,LC,null,Physiculus roseus,TRUE
Fis-114147,NA,null,Physiculus therosideros,TRUE
Fis-24897,NA,null,Phytichthys chirus,TRUE
Fis-160866,NA,null,Pictichromis coralensis,TRUE
Fis-160842,NA,null,Pictichromis diadema,TRUE
Fis-160844,NA,null,Pictichromis paccagnellae,TRUE
Fis-160846,NA,null,Pictichromis porphyrea,TRUE
Fis-114156,LC,null,Pictilabrus laticlavius,TRUE
Fis-114176,LC,null,Pictilabrus viridis,TRUE
Fis-35419,NA,null,Pinguipes brasilianus,TRUE
Fis-32817,NA,1,Pinjalo lewisi,TRUE
Fis-21658,NA,null,Pinjalo pinjalo,TRUE
Fis-26830,LC,null,Pisodonophis boro,TRUE
Fis-26829,NA,null,Pisodonophis cancrivorus,TRUE
Fis-27298,NA,null,Pisodonophis semicinctus,TRUE
Fis-35824,DD,null,Plagiogeneion macrolepis,TRUE
Fis-59430,NA,null,Plagiogeneion rubiginosum,TRUE
Fis-35975,NA,null,Plagiopsetta glossa,TRUE
Fis-118500,LC,null,Plagiotremus azaleus,TRUE
Fis-25994,NA,null,Plagiotremus laudandus,TRUE
Fis-35355,NA,null,Plagiotremus phenax,TRUE
Fis-25995,NA,null,Plagiotremus rhinorhynchos,TRUE
Fis-25996,NA,null,Plagiotremus tapeinosoma,TRUE
Fis-28625,NA,null,Plagiotremus townsendi,TRUE
Fis-34014,NA,null,Platax batavianus,TRUE
Fis-35806,NA,null,Platax boersii,TRUE
Fis-25791,NA,null,Platax orbicularis,TRUE
Fis-25792,NA,1,Platax pinnatus,TRUE
Fis-25793,NA,1,Platax teira,TRUE
Fis-23725,LC,1,Platichthys flesus,TRUE
Fis-24899,LC,null,Platichthys stellatus,TRUE
Fis-23218,LC,null,Platybelone argalus argalus,TRUE
Fis-23726,NA,null,Platybelone argalus platyura,TRUE
Fis-28920,LC,null,Platybelone argalus pterura,TRUE
Fis-170174,NA,null,Platyberyx andriashevi,FALSE
Fis-51526,NA,null,Platyberyx opalescens,TRUE
Fis-127189,NA,null,Platycephalus aurimaculatus,TRUE
Fis-31130,NA,null,Platycephalus bassensis,TRUE
Fis-22407,NA,null,Platycephalus caeruleopunctatus,TRUE
Fis-35815,NA,null,Platycephalus conatus,TRUE
Fis-34156,NA,null,Platycephalus endrachtensis,TRUE
Fis-122288,NA,null,Platycephalus fuscus,TRUE
Fis-169149,NA,null,Platycephalus grandispinis,TRUE
Fis-21594,DD,1,Platycephalus indicus,TRUE
Fis-127042,NA,null,Platycephalus laevigatus,TRUE
Fis-127040,NA,null,Platycephalus marmoratus,TRUE
Fis-31066,NA,null,Platycephalus richardsoni,TRUE
Fis-30653,NA,null,Platycephalus speculator,TRUE
Fis-125633,VU,null,Platygillellus rubellulus,TRUE
Fis-24632,NA,null,Platygillellus rubrocinctus,TRUE
Fis-27336,VU,1,Platyrhina sinensis,TRUE
Fis-24278,LC,null,Platyrhinoidis triseriata,TRUE
Fis-34615,NA,1,Platytroctes apus,TRUE
Fis-149814,NA,null,Platytroctes mirus,TRUE
Fis-60263,DD,null,Plecoglossus altivelis altivelis,TRUE
Fis-30496,NA,null,Plectobranchus evides,TRUE
Fis-26071,NA,null,Plectorhinchus albovittatus,TRUE
Fis-21520,NA,1,Plectorhinchus chaetodonoides,TRUE
Fis-138812,NA,null,Plectorhinchus chrysotaenia,TRUE
Fis-26648,NA,null,Plectorhinchus chubbi,TRUE
Fis-28740,NA,null,Plectorhinchus cinctus,TRUE
Fis-26227,NA,null,Plectorhinchus diagrammus,TRUE
Fis-26615,NA,null,Plectorhinchus flavomaculatus,TRUE
Fis-26649,NA,1,Plectorhinchus gaterinus,TRUE
Fis-150563,LC,null,Plectorhinchus gibbosus,TRUE
Fis-123048,NA,null,Plectorhinchus lessonii,TRUE
Fis-26343,NA,null,Plectorhinchus lineatus,TRUE
Fis-27540,NA,null,Plectorhinchus macrolepis,TRUE
Fis-22931,NA,1,Plectorhinchus mediterraneus,TRUE
Fis-55982,NA,null,Plectorhinchus obscurus,TRUE
Fis-26963,NA,1,Plectorhinchus pictus,TRUE
Fis-26077,NA,null,Plectorhinchus picus,TRUE
Fis-26964,NA,1,Plectorhinchus polytaenia,TRUE
Fis-26651,NA,1,Plectorhinchus schotaf,TRUE
Fis-26616,NA,1,Plectorhinchus sordidus,TRUE
Fis-58578,NA,1,Plectorhinchus vittatus,TRUE
Fis-35956,NA,null,Plectranthias alleni,TRUE
Fis-35357,NA,null,Plectranthias fourmanoiri,TRUE
Fis-30497,NA,null,Plectranthias garrupellus,TRUE
Fis-60722,NA,null,Plectranthias inermis,TRUE
Fis-27846,NA,null,Plectranthias japonicus,TRUE
Fis-21671,NA,null,Plectranthias kamii,TRUE
Fis-26486,NA,null,Plectranthias longimanus,TRUE
Fis-35958,NA,null,Plectranthias nanus,TRUE
Fis-28633,NA,null,Plectranthias winniensis,TRUE
Fis-56601,NA,null,Plectranthias yamakawai,TRUE
Fis-54508,LC,null,Plectrogenium nanum,TRUE
Fis-25784,NA,null,Plectroglyphidodon dickii,TRUE
Fis-25785,NA,null,Plectroglyphidodon imparipennis,TRUE
Fis-31492,NA,null,Plectroglyphidodon johnstonianus,TRUE
Fis-25786,NA,1,Plectroglyphidodon lacrymatus,TRUE
Fis-57933,NA,null,Plectroglyphidodon leucozonus,TRUE
Fis-25787,NA,null,Plectroglyphidodon phoenixensis,TRUE
Fis-31641,VU,1,Plectropomus areolatus,TRUE
Fis-26517,VU,1,Plectropomus laevis,TRUE
Fis-25341,NT,null,Plectropomus leopardus,TRUE
Fis-25365,LC,null,Plectropomus maculatus,TRUE
Fis-26483,NT,1,Plectropomus oligacanthus,TRUE
Fis-32352,NT,null,Plectropomus pessuliferus,TRUE
Fis-32321,DD,null,Plectropomus punctatus,TRUE
Fis-28673,NA,null,Plectrypops lima,TRUE
Fis-24900,NA,null,Plectrypops retrospinis,TRUE
Fis-26519,LC,1,Plesiobatis daviesi,TRUE
Fis-124191,NA,null,Plesiops auritus,TRUE
Fis-35926,NA,null,Plesiops cephalotaenia,TRUE
Fis-32626,NA,null,Plesiops coeruleolineatus,TRUE
Fis-35927,NA,null,Plesiops corallicola,TRUE
Fis-124298,NA,null,Plesiops gracilis,TRUE
Fis-62610,NA,null,Plesiops insularis,TRUE
Fis-61116,NA,null,Plesiops mystaxus,TRUE
Fis-53834,NA,null,Plesiops oxycephalus,TRUE
Fis-124322,NA,null,Plesiops polydactylus,TRUE
Fis-124324,NA,null,Plesiops verecundus,TRUE
Fis-164093,LC,null,Pleuragramma antarctica,TRUE
Fis-29480,NA,null,Pleurogrammus azonus,TRUE
Fis-24901,NA,null,Pleurogrammus monopterygius,TRUE
Fis-30498,LC,1,Pleuronectes platessa,TRUE
Fis-24742,NA,null,Pleuronectes putnami,TRUE
Fis-30864,NA,null,Pleuronectes quadrituberculatus,TRUE
Fis-30865,NA,null,Pleuronichthys coenosus,TRUE
Fis-27050,NA,null,Pleuronichthys cornutus,TRUE
Fis-30866,NA,null,Pleuronichthys decurrens,TRUE
Fis-35692,LC,null,Pleuronichthys ocellatus,TRUE
Fis-30867,LC,null,Pleuronichthys ritteri,TRUE
Fis-30868,LC,null,Pleuronichthys verticalis,TRUE
Fis-50477,NA,null,Pleuroscopus pseudodorsalis,TRUE
Fis-52905,NA,null,Pleurosicya annandalei,TRUE
Fis-57020,NA,null,Pleurosicya bilobata,TRUE
Fis-59822,NA,null,Pleurosicya boldinghi,TRUE
Fis-138849,NA,null,Pleurosicya coerulea,TRUE
Fis-34721,NA,null,Pleurosicya elongata,TRUE
Fis-59821,NA,null,Pleurosicya fringilla,TRUE
Fis-145025,NA,null,Pleurosicya labiata,TRUE
Fis-53012,NA,null,Pleurosicya mossambica,TRUE
Fis-51908,NA,null,Pleurosicya muscarum,TRUE
Fis-62771,NA,null,Pleurosicya plicata,TRUE
Fis-159798,NA,null,Plicofollis argyropleuron,TRUE
Fis-159802,LC,null,Plicofollis dussumieri,TRUE
Fis-159805,NA,null,Plicofollis nella,TRUE
Fis-159808,NA,null,Plicofollis polystaphylodon,TRUE
Fis-159809,NA,null,Plicofollis tenuispinis,TRUE
Fis-159813,NA,null,Plicofollis tonggol,TRUE
Fis-23727,LC,null,Pliosteostoma lutipinnis,TRUE
Fis-29481,NT,null,Pliotrema warreni,TRUE
Fis-32700,NA,null,Plotosus canius,TRUE
Fis-132793,NA,1,Plotosus lineatus,TRUE
Fis-32575,NA,null,Plotosus nkunga,TRUE
Fis-147788,NA,null,Podothecus accipenserinus,TRUE
Fis-54701,NA,null,Podothecus sachi,TRUE
Fis-123665,NA,null,Podothecus sturioides,TRUE
Fis-123667,NA,null,Podothecus veternus,TRUE
Fis-143352,NA,null,Poeciloconger kapala,TRUE
Fis-144015,NA,1,Poecilopsetta beanii,TRUE
Fis-34039,NA,null,Poecilopsetta colorata,TRUE
Fis-144018,NA,null,Poecilopsetta hawaiiensis,TRUE
Fis-144010,NA,1,Poecilopsetta inermis,TRUE
Fis-33065,NA,null,Poecilopsetta natalensis,TRUE
Fis-29257,NA,null,Poecilopsetta plinthus,TRUE
Fis-34040,NA,null,Poecilopsetta praelonga,TRUE
Fis-23219,NA,null,Pogonias cromis,TRUE
Fis-117150,NA,null,Pogonolycus elegans,TRUE
Fis-129156,NA,null,Pogonoperca ocellata,TRUE
Fis-28605,NA,null,Pogonoperca punctata,TRUE
Fis-32162,LC,null,Pogonophryne barsukovi,TRUE
Fis-32167,NA,null,Pogonophryne lanceobarbata,TRUE
Fis-32169,NA,null,Pogonophryne marmorata,TRUE
Fis-32171,NA,null,Pogonophryne permitini,TRUE
Fis-32174,NA,null,Pogonophryne scotti,TRUE
Fis-22732,NA,1,Pollachius pollachius,TRUE
Fis-23728,NA,1,Pollachius virens,TRUE
Fis-27737,NA,null,Pollichthys mauli,TRUE
Fis-27260,NA,null,Polyacanthonotus africanus,TRUE
Fis-26349,NA,null,Polyacanthonotus challengeri,TRUE
Fis-127579,NA,null,Polyacanthonotus merretti,TRUE
Fis-48118,NA,null,Polyacanthonotus rissoanus,TRUE
Fis-26774,NA,null,Polyamblyodon germanum,TRUE
Fis-24906,LC,1,Polydactylus approximans,TRUE
Fis-26111,NA,null,Polydactylus macrochir,TRUE
Fis-143387,NA,1,Polydactylus malagasyensis,TRUE
Fis-60987,LC,1,Polydactylus microstomus,TRUE
Fis-25152,LC,1,Polydactylus multiradiatus,TRUE
Fis-34180,NA,1,Polydactylus nigripinnis,TRUE
Fis-23729,NA,null,Polydactylus octonemus,TRUE
Fis-23730,NA,null,Polydactylus oligodon,TRUE
Fis-24907,LC,1,Polydactylus opercularis,TRUE
Fis-26755,NA,1,Polydactylus plebeius,TRUE
Fis-115175,NA,1,Polydactylus quadrifilis,TRUE
Fis-26105,NA,1,Polydactylus sexfilis,TRUE
Fis-25138,NA,1,Polydactylus sextarius,TRUE
Fis-23731,NA,1,Polydactylus virginicus,TRUE
Fis-55607,NA,null,Polyipnus aquavitus,TRUE
Fis-115986,NA,null,Polyipnus asteroides,TRUE
Fis-115989,LC,null,Polyipnus clarus,TRUE
Fis-127444,NA,null,Polyipnus inermis,TRUE
Fis-55613,NA,null,Polyipnus kiwiensis,TRUE
Fis-115821,NA,null,Polyipnus laternatus,TRUE
Fis-52521,NA,null,Polyipnus matsubarai,TRUE
Fis-127433,NA,null,Polyipnus meteori,TRUE
Fis-50050,NA,null,Polyipnus omphus,TRUE
Fis-33795,NA,1,Polyipnus polli,TRUE
Fis-55615,NA,null,Polyipnus ruggeri,TRUE
Fis-127447,NA,null,Polyipnus soelae,TRUE
Fis-52518,NA,null,Polyipnus spinifer,TRUE
Fis-52519,NA,null,Polyipnus stereope,TRUE
Fis-34025,NA,null,Polyipnus tridentifer,TRUE
Fis-33901,NA,null,Polyipnus triphanos,TRUE
Fis-62836,NA,null,Polyipnus unispinus,TRUE
Fis-35657,DD,null,Polylepion cruentum,TRUE
Fis-28744,LC,null,Polylepion russelli,TRUE
Fis-25434,NA,null,Polymetme corythaeola,TRUE
Fis-54121,NA,null,Polymetme elongata,TRUE
Fis-54122,NA,null,Polymetme surugaensis,TRUE
Fis-139714,NA,null,Polymetme thaeocoryla,TRUE
Fis-33850,NA,null,Polymixia berndti,TRUE
Fis-127990,NA,null,Polymixia busakhini,TRUE
Fis-35442,NA,null,Polymixia japonica,TRUE
Fis-127984,NA,null,Polymixia longispina,TRUE
Fis-30505,NA,null,Polymixia lowei,TRUE
Fis-32414,NA,null,Polymixia nobilis,TRUE
Fis-32763,NA,null,Polynemus paradiseus,TRUE
Fis-8227,NA,null,Polypera greeni,TRUE
Fis-22932,DD,null,Polyprion americanus,TRUE
Fis-22933,NA,1,Polyprion oxygeneios,TRUE
Fis-32586,NA,null,Polysteganus coeruleopunctatus,TRUE
Fis-26756,LC,null,Pomacanthus annularis,TRUE
Fis-23732,LC,null,Pomacanthus arcuatus,TRUE
Fis-28087,LC,null,Pomacanthus asfur,TRUE
Fis-28090,LC,null,Pomacanthus chrysurus,TRUE
Fis-26162,LC,null,Pomacanthus imperator,TRUE
Fis-26757,LC,null,Pomacanthus maculosus,TRUE
Fis-25749,LC,1,Pomacanthus navarchus,TRUE
Fis-23733,LC,null,Pomacanthus paru,TRUE
Fis-58074,LC,null,Pomacanthus rhomboides,TRUE
Fis-25751,LC,null,Pomacanthus semicirculatus,TRUE
Fis-26189,LC,1,Pomacanthus sexstriatus,TRUE
Fis-25750,LC,1,Pomacanthus xanthometopon,TRUE
Fis-26971,LC,null,Pomacanthus zonipectus,TRUE
Fis-35192,NA,1,Pomacentrus adelus,TRUE
Fis-32084,NA,null,Pomacentrus alexanderae,TRUE
Fis-31493,NA,null,Pomacentrus amboinensis,TRUE
Fis-35196,NA,null,Pomacentrus aquilus,TRUE
Fis-35199,NA,null,Pomacentrus auriventris,TRUE
Fis-33841,NA,null,Pomacentrus australis,TRUE
Fis-35200,NA,null,Pomacentrus azuremaculatus,TRUE
Fis-35201,NA,null,Pomacentrus baenschi,TRUE
Fis-31495,NA,1,Pomacentrus bankanensis,TRUE
Fis-25788,NA,1,Pomacentrus brachialis,TRUE
Fis-31496,NA,null,Pomacentrus burroughi,TRUE
Fis-35202,NA,null,Pomacentrus caeruleus,TRUE
Fis-31498,NA,null,Pomacentrus chrysurus,TRUE
Fis-31497,NA,1,Pomacentrus coelestis,TRUE
Fis-35204,NA,null,Pomacentrus cuneatus,TRUE
Fis-31499,NA,1,Pomacentrus emarginatus,TRUE
Fis-31500,NA,null,Pomacentrus grammorhynchus,TRUE
Fis-28525,NA,null,Pomacentrus imitator,TRUE
Fis-35205,NA,null,Pomacentrus indicus,TRUE
Fis-31899,NA,1,Pomacentrus lepidogenys,TRUE
Fis-35208,NA,null,Pomacentrus leptus,TRUE
Fis-35207,NA,null,Pomacentrus littoralis,TRUE
Fis-35209,NA,null,Pomacentrus melanochir,TRUE
Fis-35210,LC,null,Pomacentrus milleri,TRUE
Fis-31501,NA,1,Pomacentrus moluccensis,TRUE
Fis-31494,NA,null,Pomacentrus nagasakiensis,TRUE
Fis-31502,NA,1,Pomacentrus nigromanus,TRUE
Fis-31900,NA,null,Pomacentrus nigromarginatus,TRUE
Fis-25789,NA,null,Pomacentrus pavo,TRUE
Fis-31503,NA,null,Pomacentrus philippinus,TRUE
Fis-35211,NA,null,Pomacentrus pikei,TRUE
Fis-31504,NA,1,Pomacentrus reidi,TRUE
Fis-35214,NA,null,Pomacentrus similis,TRUE
Fis-31505,NA,null,Pomacentrus simsiang,TRUE
Fis-33852,LC,null,Pomacentrus smithi,TRUE
Fis-35215,NA,null,Pomacentrus stigma,TRUE
Fis-35217,NA,1,Pomacentrus sulfureus,TRUE
Fis-33853,NA,null,Pomacentrus taeniometopon,TRUE
Fis-137736,NA,null,Pomacentrus trichrourus,TRUE
Fis-35219,NA,null,Pomacentrus trilineatus,TRUE
Fis-32746,NA,null,Pomacentrus tripunctatus,TRUE
Fis-31506,NA,1,Pomacentrus vaiuli,TRUE
Fis-33854,LC,null,Pomacentrus wardi,TRUE
Fis-26334,NA,null,Pomachromis richardsoni,TRUE
Fis-22934,LC,1,Pomadasys argenteus,TRUE
Fis-25338,NA,null,Pomadasys argyreus,TRUE
Fis-148379,NA,null,Pomadasys auritus,TRUE
Fis-28963,LC,null,Pomadasys branickii,TRUE
Fis-25474,NA,null,Pomadasys commersonnii,TRUE
Fis-23734,NA,null,Pomadasys corvinaeformis,TRUE
Fis-23735,NA,null,Pomadasys crocro,TRUE
Fis-26652,NA,null,Pomadasys furcatus,TRUE
Fis-27541,NA,null,Pomadasys guoraca,TRUE
Fis-25418,LC,1,Pomadasys incisus,TRUE
Fis-25269,NA,1,Pomadasys jubelini,TRUE
Fis-25948,NA,1,Pomadasys kaakan,TRUE
Fis-28964,LC,null,Pomadasys macracanthus,TRUE
Fis-25119,LC,null,Pomadasys maculatus,TRUE
Fis-7508,NA,null,Pomadasys multimaculatus,TRUE
Fis-25674,NA,null,Pomadasys olivaceus,TRUE
Fis-28965,LC,null,Pomadasys panamensis,TRUE
Fis-62927,NA,null,Pomadasys perotaei,TRUE
Fis-25419,NA,null,Pomadasys rogerii,TRUE
Fis-26472,NA,null,Pomadasys striatus,TRUE
Fis-26653,NA,1,Pomadasys stridens,TRUE
Fis-62600,NA,null,Pomadasys trifasciatus,TRUE
Fis-22935,NA,null,Pomatomus saltatrix,TRUE
Fis-27323,NA,null,Pomatoschistus lozanoi,TRUE
Fis-27324,NA,null,Pomatoschistus marmoratus,TRUE
Fis-23736,LC,null,Pomatoschistus microps,TRUE
Fis-23737,NA,null,Pomatoschistus minutus,TRUE
Fis-23738,NA,null,Pomatoschistus norvegicus,TRUE
Fis-23739,NA,1,Pomatoschistus pictus,TRUE
Fis-31183,NA,null,Pontinus accraensis,TRUE
Fis-30510,NA,null,Pontinus castor,TRUE
Fis-35764,LC,null,Pontinus furcirhinus,TRUE
Fis-25420,NA,null,Pontinus kuhlii,TRUE
Fis-51146,NA,1,Pontinus leda,TRUE
Fis-30511,NA,null,Pontinus longispinis,TRUE
Fis-26943,LC,null,Pontinus macrocephalus,TRUE
Fis-24917,NA,null,Pontinus nematophthalmus,TRUE
Fis-30512,NA,null,Pontinus rathbuni,TRUE
Fis-138739,NA,null,Pontinus rhodochrous,TRUE
Fis-145374,LC,null,Pontinus strigatus,TRUE
Fis-134998,NA,null,Pontinus tentacularis,TRUE
Fis-35575,LC,null,Porichthys analis,TRUE
Fis-64566,NA,null,Porichthys bathoiketes,TRUE
Fis-35576,LC,null,Porichthys ephippiatus,TRUE
Fis-26911,LC,null,Porichthys margaritatus,TRUE
Fis-30513,LC,null,Porichthys myriaster,TRUE
Fis-30514,LC,1,Porichthys notatus,TRUE
Fis-123132,NA,null,Porichthys pauciradiatus,TRUE
Fis-30515,NA,null,Porichthys plectrodon,TRUE
Fis-28689,NA,null,Porichthys porosissimus,TRUE
Fis-30516,NA,null,Poroclinus rothrocki,TRUE
Fis-138760,NA,1,Porocottus camtschaticus,TRUE
Fis-150557,NA,null,Porocottus mednius,TRUE
Fis-23220,NT,null,Poroderma africanum,TRUE
Fis-23221,DD,null,Poroderma pantherinum,TRUE
Fis-50204,NA,null,Porogadus miles,TRUE
Fis-27590,NA,null,Porogobius schlegelii,TRUE
Fis-51007,NA,null,Poromitra capito,TRUE
Fis-25469,NA,null,Poromitra crassiceps,TRUE
Fis-163753,NA,null,Poromitra curilensis,TRUE
Fis-164216,NA,null,Poromitra macrophthalma,TRUE
Fis-50305,NA,null,Poromitra megalops,TRUE
Fis-47814,NA,null,Poromitra oscitans,TRUE
Fis-145453,NA,null,Praealticus bilineatus,TRUE
Fis-145465,NA,null,Praealticus striatus,TRUE
Fis-54335,NA,null,Praealticus tanegasimae,TRUE
Fis-26229,NA,1,Premnas biaculeatus,TRUE
Fis-33714,LC,null,Priacanthus alalaua,TRUE
