spp_group,iucn_sid,iucn_subpop,spatial_source,sciname,name_verified,class
CORALS_Part1,133392,NA,iucn,Favia laxa,TRUE,Anthozoa
CORALS_Part3,133393,NA,iucn,Acropora teres,TRUE,Anthozoa
CORALS_Part1,133395,NA,iucn,Porites porites,TRUE,Anthozoa
CORALS_Part3,133396,NA,iucn,Acropora desalwii,TRUE,Anthozoa
CORALS_Part1,133398,NA,iucn,Pavona varians,TRUE,Anthozoa
CORALS_Part1,133399,NA,iucn,Porites okinawensis,TRUE,Anthozoa
CORALS_Part1,133400,NA,iucn,Eusmilia fastigiata,TRUE,Anthozoa
CORALS_Part3,133401,NA,iucn,Acropora hoeksemai,TRUE,Anthozoa
CORALS_Part1,133402,NA,iucn,Acropora squarrosa,TRUE,Anthozoa
CORALS_Part3,133403,NA,iucn,Turbinaria stellulata,TRUE,Anthozoa
CORALS_Part1,133405,NA,iucn,Caulastrea tumida,TRUE,Anthozoa
CORALS_Part1,133406,NA,iucn,Psammocora haimeana,TRUE,Anthozoa
CORALS_Part3,133407,NA,iucn,Pocillopora eydouxi,TRUE,Anthozoa
CORALS_Part1,133408,NA,iucn,Coscinaraea wellsi,TRUE,Anthozoa
CORALS_Part3,133409,NA,iucn,Montipora verruculosus,TRUE,Anthozoa
CORALS_Part1,133410,NA,iucn,Pachyseris speciosa,TRUE,Anthozoa
CORALS_Part3,133412,NA,iucn,Gyrosmilia interrupta,TRUE,Anthozoa
CORALS_Part3,133414,NA,iucn,Goniastrea pectinata,TRUE,Anthozoa
CORALS_Part1,133415,NA,iucn,Anacropora puertogalerae,TRUE,Anthozoa
CORALS_Part1,133416,NA,iucn,Montipora circumvallata,TRUE,Anthozoa
CORALS_Part3,133417,NA,iucn,Caulastrea furcata,TRUE,Anthozoa
CORALS_Part3,133419,NA,iucn,Lobophyllia hemprichii,TRUE,Anthozoa
CORALS_Part3,133420,NA,iucn,Montipora grisea,TRUE,Anthozoa
CORALS_Part1,133421,NA,iucn,Porites baueri,TRUE,Anthozoa
CORALS_Part3,133422,NA,iucn,Montipora capricornis,TRUE,Anthozoa
CORALS_Part1,133423,NA,iucn,Fungia danai,TRUE,Anthozoa
CORALS_Part3,133425,NA,iucn,Solenastrea hyades,TRUE,Anthozoa
CORALS_Part3,133428,NA,iucn,Coscinaraea columna,TRUE,Anthozoa
CORALS_Part3,133429,NA,iucn,Echinopora horrida,TRUE,Anthozoa
CORALS_Part1,133430,NA,iucn,Porites heronensis,TRUE,Anthozoa
CORALS_Part1,133432,NA,iucn,Acropora spicifera,TRUE,Anthozoa
CORALS_Part1,133433,NA,iucn,Montipora crassituberculata,TRUE,Anthozoa
CORALS_Part1,133434,NA,iucn,Montipora mactanensis,TRUE,Anthozoa
CORALS_Part1,133435,NA,iucn,Seriatopora dendritica,TRUE,Anthozoa
CORALS_Part1,133437,NA,iucn,Fungia moluccensis,TRUE,Anthozoa
CORALS_Part3,133439,NA,iucn,Agaricia tenuifolia,TRUE,Anthozoa
CORALS_Part1,133440,NA,iucn,Platygyra pini,TRUE,Anthozoa
CORALS_Part1,133441,NA,iucn,Acropora walindii,TRUE,Anthozoa
CORALS_Part3,133442,NA,iucn,Oxypora lacera,TRUE,Anthozoa
CORALS_Part1,133443,NA,iucn,Montipora australiensis,TRUE,Anthozoa
CORALS_Part1,133444,NA,iucn,Oculina valenciennesi,TRUE,Anthozoa
CORALS_Part1,133445,NA,iucn,Porites harrisoni,TRUE,Anthozoa
CORALS_Part1,133447,NA,iucn,Echinophyllia taylorae,TRUE,Anthozoa
CORALS_Part3,133450,NA,iucn,Montipora turtlensis,TRUE,Anthozoa
CORALS_Part3,133451,NA,iucn,Montipora danae,TRUE,Anthozoa
CORALS_Part3,133454,NA,iucn,Montipora pachytuberculata,TRUE,Anthozoa
CORALS_Part1,133455,NA,iucn,Pavona xarifae,TRUE,Anthozoa
CORALS_Part1,133457,NA,iucn,Mussa angulosa,TRUE,Anthozoa
CORALS_Part1,133458,NA,iucn,Hydnophora microconos,TRUE,Anthozoa
CORALS_Part3,133459,NA,iucn,Goniopora lobata,TRUE,Anthozoa
CORALS_Part3,133460,NA,iucn,Montipora cocosensis,TRUE,Anthozoa
CORALS_Part3,133462,NA,iucn,Acropora rongelapensis,TRUE,Anthozoa
CORALS_Part3,133464,NA,iucn,Alveopora excelsa,TRUE,Anthozoa
CORALS_Part3,133466,NA,iucn,Millepora striata,TRUE,Hydrozoa
CORALS_Part3,133468,NA,iucn,Platygyra daedalea,TRUE,Anthozoa
CORALS_Part3,133469,NA,iucn,Acropora downingi,TRUE,Anthozoa
CORALS_Part1,133470,NA,iucn,Micromussa amakusensis,TRUE,Anthozoa
CORALS_Part1,133472,NA,iucn,Isopora crateriformis,TRUE,Anthozoa
CORALS_Part3,133474,NA,iucn,Symphyllia agaricia,TRUE,Anthozoa
CORALS_Part1,133475,NA,iucn,Acropora pagoensis,TRUE,Anthozoa
CORALS_Part1,133476,NA,iucn,Madracis asperula,TRUE,Anthozoa
CORALS_Part1,133478,NA,iucn,Hydnophora exesa,TRUE,Anthozoa
CORALS_Part1,133479,NA,iucn,Acropora hyacinthus,TRUE,Anthozoa
CORALS_Part3,133481,NA,iucn,Acropora chesterfieldensis,TRUE,Anthozoa
CORALS_Part3,133482,NA,iucn,Alveopora spongiosa,TRUE,Anthozoa
CORALS_Part1,133483,NA,iucn,Acropora mirabilis,TRUE,Anthozoa
CORALS_Part1,133484,NA,iucn,Anomastraea irregularis,TRUE,Anthozoa
CORALS_Part1,133485,NA,iucn,Astreopora randalli,TRUE,Anthozoa
CORALS_Part1,133487,NA,iucn,Echinopora grandicula,TRUE,Anthozoa
CORALS_Part3,133488,NA,iucn,Pectinia africanus,TRUE,Anthozoa
CORALS_Part1,133489,NA,iucn,Montipora delicatula,TRUE,Anthozoa
CORALS_Part3,133492,NA,iucn,Porites rus,TRUE,Anthozoa
CORALS_Part3,133493,NA,iucn,Platygyra ryukyuensis,TRUE,Anthozoa
CORALS_Part1,133494,NA,iucn,Acropora papillare,TRUE,Anthozoa
CORALS_Part1,133495,NA,iucn,Galaxea horrescens,TRUE,Anthozoa
CORALS_Part3,133496,NA,iucn,Porites cylindrica,TRUE,Anthozoa
CORALS_Part1,133497,NA,iucn,Caulastrea echinulata,TRUE,Anthozoa
CORALS_Part3,133498,NA,iucn,Turbinaria peltata,TRUE,Anthozoa
CORALS_Part1,133500,NA,iucn,Acropora kosurini,TRUE,Anthozoa
CORALS_Part3,133502,NA,iucn,Psammocora superficialis,TRUE,Anthozoa
CORALS_Part3,133504,NA,iucn,Porites furcata,TRUE,Anthozoa
CORALS_Part3,133506,NA,iucn,Cyphastrea hexasepta,TRUE,Anthozoa
CORALS_Part1,133509,NA,iucn,Podabacia motuporensis,TRUE,Anthozoa
CORALS_Part3,133511,NA,iucn,Oculina patagonica,TRUE,Anthozoa
CORALS_Part1,133512,NA,iucn,Porites sverdrupi,TRUE,Anthozoa
CORALS_Part1,133513,NA,iucn,Acropora anthocercis,TRUE,Anthozoa
CORALS_Part1,133516,NA,iucn,Favia truncatus,TRUE,Anthozoa
CORALS_Part1,133517,NA,iucn,Lithophyllon ranjithi,TRUE,Anthozoa
CORALS_Part3,133518,NA,iucn,Acropora wallaceae,TRUE,Anthozoa
CORALS_Part1,133521,NA,iucn,Stephanocoenia intersepta,TRUE,Anthozoa
CORALS_Part3,133522,NA,iucn,Helioseris cucullata,TRUE,Anthozoa
CORALS_Part1,133523,NA,iucn,Alveopora fenestrata,TRUE,Anthozoa
CORALS_Part1,133525,NA,iucn,Montipora monasteriata,TRUE,Anthozoa
CORALS_Part3,133526,NA,iucn,Seriatopora aculeata,TRUE,Anthozoa
CORALS_Part1,133527,NA,iucn,Mussismilia harttii,TRUE,Anthozoa
CORALS_Part3,133528,NA,iucn,Blastomussa merleti,TRUE,Anthozoa
CORALS_Part3,133530,NA,iucn,Stylophora subseriata,TRUE,Anthozoa
CORALS_Part3,133532,NA,iucn,Acropora verweyi,TRUE,Anthozoa
CORALS_Part3,133534,NA,iucn,Pocillopora zelli,TRUE,Anthozoa
CORALS_Part3,133535,NA,iucn,Agaricia agaricites,TRUE,Anthozoa
CORALS_Part3,133537,NA,iucn,Heterocyathus alternatus,TRUE,Anthozoa
CORALS_Part3,133538,NA,iucn,Herpolitha limax,TRUE,Anthozoa
CORALS_Part3,133540,NA,iucn,Poritipora paliformis,TRUE,Anthozoa
CORALS_Part3,133542,NA,iucn,Leptastrea aequalis,TRUE,Anthozoa
CORALS_Part3,133543,NA,iucn,Porites brighami,TRUE,Anthozoa
CORALS_Part1,133544,NA,iucn,Madracis carmabi,TRUE,Anthozoa
CORALS_Part1,133545,NA,iucn,Paraclavarina triangularis,TRUE,Anthozoa
CORALS_Part1,133547,NA,iucn,Acropora yongei,TRUE,Anthozoa
CORALS_Part1,133548,NA,iucn,Stylocoeniella armata,TRUE,Anthozoa
CORALS_Part1,133551,NA,iucn,Lobophyllia corymbosa,TRUE,Anthozoa
CORALS_Part3,133556,NA,iucn,Montipora spumosa,TRUE,Anthozoa
CORALS_Part3,133557,NA,iucn,Acanthastrea brevis,TRUE,Anthozoa
CORALS_Part1,133560,NA,iucn,Goniastrea palauensis,TRUE,Anthozoa
CORALS_Part1,133561,NA,iucn,Porites flavus,TRUE,Anthozoa
CORALS_Part1,133562,NA,iucn,Oxypora convoluta,TRUE,Anthozoa
CORALS_Part1,133563,NA,iucn,Montipora peltiformis,TRUE,Anthozoa
CORALS_Part3,133564,NA,iucn,Isophyllastrea rigida,TRUE,Anthozoa
CORALS_Part3,133566,NA,iucn,Scolymia australis,TRUE,Anthozoa
CORALS_Part1,133568,NA,iucn,Porites rugosa,TRUE,Anthozoa
CORALS_Part1,133569,NA,iucn,Favia favus,TRUE,Anthozoa
CORALS_Part3,133570,NA,iucn,Psammocora profundacella,TRUE,Anthozoa
CORALS_Part3,133571,NA,iucn,Platygyra carnosus,TRUE,Anthozoa
CORALS_Part1,133572,NA,iucn,Porites echinulata,TRUE,Anthozoa
CORALS_Part1,133574,NA,iucn,Porites pukoensis,TRUE,Anthozoa
CORALS_Part3,133575,NA,iucn,Cladocora arbuscula,TRUE,Anthozoa
CORALS_Part3,133577,NA,iucn,Favites spinosa,TRUE,Anthozoa
CORALS_Part3,133581,NA,iucn,Pavona diffluens,TRUE,Anthozoa
CORALS_Part1,133582,NA,iucn,Oxypora crassispinosa,TRUE,Anthozoa
CORALS_Part3,133584,NA,iucn,Porites divaricata,TRUE,Anthozoa
CORALS_Part1,133586,NA,iucn,Mussismilia braziliensis,TRUE,Anthozoa
CORALS_Part1,133587,NA,iucn,Sandalolitha dentata,TRUE,Anthozoa
CORALS_Part3,133589,NA,iucn,Psammocora explanulata,TRUE,Anthozoa
CORALS_Part1,133590,NA,iucn,Siderastrea savignyana,TRUE,Anthozoa
CORALS_Part3,133591,NA,iucn,Isophyllia sinuosa,TRUE,Anthozoa
CORALS_Part3,133592,NA,iucn,Acropora exquisita,TRUE,Anthozoa
CORALS_Part3,133595,NA,iucn,Millepora platyphylla,TRUE,Hydrozoa
CORALS_Part3,133597,NA,iucn,Cantharellus doederleini,TRUE,Anthozoa
CORALS_Part1,133598,NA,iucn,Acropora proximalis,TRUE,Anthozoa
CORALS_Part1,133599,NA,iucn,Montipora undata,TRUE,Anthozoa
CORALS_Part3,133600,NA,iucn,Acropora indonesia,TRUE,Anthozoa
CORALS_Part3,133602,NA,iucn,Isopora togianensis,TRUE,Anthozoa
CORALS_Part3,133604,NA,iucn,Acropora arabensis,TRUE,Anthozoa
CORALS_Part3,133606,NA,iucn,Symphyllia recta,TRUE,Anthozoa
CORALS_Part3,133607,NA,iucn,Goniopora minor,TRUE,Anthozoa
CORALS_Part1,133608,NA,iucn,Oxypora egyptensis,TRUE,Anthozoa
CORALS_Part3,133610,NA,iucn,Porites decasepta,TRUE,Anthozoa
CORALS_Part3,133611,NA,iucn,Madracis senaria,TRUE,Anthozoa
CORALS_Part3,133613,NA,iucn,Porites solida,TRUE,Anthozoa
CORALS_Part3,133614,NA,iucn,Seriatopora guttatus,TRUE,Anthozoa
CORALS_Part3,133618,NA,iucn,Madracis auretenra,TRUE,Anthozoa
CORALS_Part1,133619,NA,iucn,Lobophyllia diminuta,TRUE,Anthozoa
CORALS_Part3,133620,NA,iucn,Australogyra zelli,TRUE,Anthozoa
CORALS_Part3,133621,NA,iucn,Acropora valenciennesi,TRUE,Anthozoa
CORALS_Part1,133622,NA,iucn,Montipora capitata,TRUE,Anthozoa
CORALS_Part3,133625,NA,iucn,Porites studeri,TRUE,Anthozoa
CORALS_Part1,133628,NA,iucn,Cyphastrea agassizi,TRUE,Anthozoa
CORALS_Part3,133629,NA,iucn,Favites stylifera,TRUE,Anthozoa
CORALS_Part3,133630,NA,iucn,Favites micropentagona,TRUE,Anthozoa
CORALS_Part3,133631,NA,iucn,Erythrastrea flabellata,TRUE,Anthozoa
CORALS_Part1,133633,NA,iucn,Turbinaria mesenterina,TRUE,Anthozoa
CORALS_Part3,133634,NA,iucn,Goniastrea retiformis,TRUE,Anthozoa
CORALS_Part3,133636,NA,iucn,Leptoseris gardineri,TRUE,Anthozoa
CORALS_Part3,133637,NA,iucn,Pocillopora indiania,TRUE,Anthozoa
CORALS_Part1,133638,NA,iucn,Favia maritima,TRUE,Anthozoa
CORALS_Part1,133639,NA,iucn,Acropora pichoni,TRUE,Anthozoa
CORALS_Part1,133640,NA,iucn,Porites monticulosa,TRUE,Anthozoa
CORALS_Part1,133642,NA,iucn,Acanthastrea hemprichii,TRUE,Anthozoa
CORALS_Part1,133643,NA,iucn,Goniopora sultani,TRUE,Anthozoa
CORALS_Part3,133645,NA,iucn,Porites somaliensis,TRUE,Anthozoa
CORALS_Part3,133646,NA,iucn,Montipora verrucosa,TRUE,Anthozoa
CORALS_Part3,133647,NA,iucn,Acropora polystoma,TRUE,Anthozoa
CORALS_Part3,133648,NA,iucn,Cyphastrea microphthalma,TRUE,Anthozoa
CORALS_Part3,133649,NA,iucn,Acropora abrotanoides,TRUE,Anthozoa
CORALS_Part1,133651,NA,iucn,Platygyra lamellina,TRUE,Anthozoa
CORALS_Part1,133653,NA,iucn,Isopora cylindrica,TRUE,Anthozoa
CORALS_Part1,133654,NA,iucn,Favites chinensis,TRUE,Anthozoa
CORALS_Part1,133656,NA,iucn,Echinophyllia costata,TRUE,Anthozoa
CORALS_Part3,133658,NA,iucn,Acropora bifurcata,TRUE,Anthozoa
CORALS_Part3,133659,NA,iucn,Stylophora kuehlmanni,TRUE,Anthozoa
CORALS_Part1,133660,NA,iucn,Isopora cuneata,TRUE,Anthozoa
CORALS_Part3,133662,NA,iucn,Galaxea fascicularis,TRUE,Anthozoa
CORALS_Part1,133665,NA,iucn,Goniastrea thecata,TRUE,Anthozoa
CORALS_Part3,133666,NA,iucn,Acropora millepora,TRUE,Anthozoa
CORALS_Part3,133668,NA,iucn,Goniopora stokesi,TRUE,Anthozoa
CORALS_Part3,133671,NA,iucn,Heteropsammia eupsammides,TRUE,Anthozoa
CORALS_Part1,133672,NA,iucn,Acropora efflorescens,TRUE,Anthozoa
CORALS_Part3,133673,NA,iucn,Fungia paumotensis,TRUE,Anthozoa
CORALS_Part3,133674,NA,iucn,Montipora mollis,TRUE,Anthozoa
CORALS_Part3,133676,NA,iucn,Psammocora vaughani,TRUE,Anthozoa
CORALS_Part1,133677,NA,iucn,Acropora massawensis,TRUE,Anthozoa
CORALS_Part1,133679,NA,iucn,Heteropsammia cochlea,TRUE,Anthozoa
CORALS_Part3,133680,NA,iucn,Porites astreoides,TRUE,Anthozoa
CORALS_Part3,133681,NA,iucn,Acropora torresiana,TRUE,Anthozoa
CORALS_Part1,133682,NA,iucn,Acropora subulata,TRUE,Anthozoa
CORALS_Part1,133684,NA,iucn,Coscinaraea hahazimaensis,TRUE,Anthozoa
CORALS_Part1,133685,NA,iucn,Stylophora pistillata,TRUE,Anthozoa
CORALS_Part3,133686,NA,iucn,Leptoseris cailleti,TRUE,Anthozoa
CORALS_Part3,133687,NA,iucn,Echinopora forskaliana,TRUE,Anthozoa
CORALS_Part3,133689,NA,iucn,Anacropora reticulata,TRUE,Anthozoa
CORALS_Part1,133690,NA,iucn,Cyphastrea japonica,TRUE,Anthozoa
CORALS_Part1,133691,NA,iucn,Pocillopora effusus,TRUE,Anthozoa
CORALS_Part3,133692,NA,iucn,Parasimplastrea sheppardi,TRUE,Anthozoa
CORALS_Part1,133693,NA,iucn,Sandalolitha robusta,TRUE,Anthozoa
CORALS_Part1,133694,NA,iucn,Pectinia ayleni,TRUE,Anthozoa
CORALS_Part2,133697,NA,iucn,Turbinaria reniformis,TRUE,Anthozoa
CORALS_Part1,133699,NA,iucn,Acropora filiformis,TRUE,Anthozoa
CORALS_Part3,133701,NA,iucn,Ctenella chagius,TRUE,Anthozoa
CORALS_Part1,133702,NA,iucn,Pavona duerdeni,TRUE,Anthozoa
CORALS_Part3,133703,NA,iucn,Porites ericacea,TRUE,Anthozoa
MARINE_MAMMALS,136315,NA,iucn,Orcaella heinsohni,TRUE,Mammalia
MARINE_MAMMALS,136623,NA,iucn,Balaenoptera omurai,TRUE,Mammalia
SEAGRASSES,153534,NA,iucn,Alga oceanica,TRUE,Liliopsida
SEAGRASSES,153535,NA,iucn,Cymodocea nodosa,TRUE,Liliopsida
SEAGRASSES,153538,NA,iucn,Zostera marina,TRUE,Liliopsida
WRASSE,154623,NA,iucn,Cheilinus trilobatus,TRUE,Actinopterygii
PUFFERFISH,154630,NA,iucn,Canthigaster inframacula,TRUE,Actinopterygii
COMBTOOTHBLENNIES,154643,NA,iucn,Parenchelyurus hepburni,TRUE,Actinopterygii
WRASSE,154676,NA,iucn,Scarus prasiognathos,TRUE,Actinopterygii
WRASSE,154677,NA,iucn,Scarus festivus,TRUE,Actinopterygii
SEABREAMS_PORGIES,154680,NA,iucn,Dentex barnardi,TRUE,Actinopterygii
WRASSE,154697,NA,iucn,Xyrichtys martinicensis,TRUE,Actinopterygii
WRASSE,154701,NA,iucn,Pseudolabrus luculentus,TRUE,Actinopterygii
WRASSE,154706,NA,iucn,Scarus dubius,TRUE,Actinopterygii
SEABREAMS_PORGIES,154708,NA,iucn,Diplodus cervinus,TRUE,Actinopterygii
WRASSE,154719,NA,iucn,Paracheilinus togeanensis,TRUE,Actinopterygii
WRASSE,154720,NA,iucn,Suezichthys bifurcatus,TRUE,Actinopterygii
SEABREAMS_PORGIES,154734,NA,iucn,Pagrus auratus,TRUE,Actinopterygii
COMBTOOTHBLENNIES,154753,NA,iucn,Hypleurochilus bananensis,TRUE,Actinopterygii
DAMSELFISH,154760,NA,iucn,Chromis alpha,TRUE,Actinopterygii
WRASSE,154780,NA,iucn,Siphonognathus beddomei,TRUE,Actinopterygii
BUTTERFLYFISH,154788,NA,iucn,Hemitaurichthys thompsoni,TRUE,Actinopterygii
ANGELFISH,154809,NA,iucn,Apolemichthys kingi,TRUE,Actinopterygii
DAMSELFISH,154812,NA,iucn,Amphiprion sandaracinos,TRUE,Actinopterygii
SURGEONFISH_TANGS_UNICORNFISH,154818,NA,iucn,Acanthurus gahhm,TRUE,Actinopterygii
COMBTOOTHBLENNIES,154829,NA,iucn,Parablennius yatabei,TRUE,Actinopterygii
DAMSELFISH,154831,NA,iucn,Chromis punctipinnis,TRUE,Actinopterygii
WRASSE,154841,NA,iucn,Dotalabrus alleni,TRUE,Actinopterygii
DAMSELFISH,154856,NA,iucn,Chromis pembae,TRUE,Actinopterygii
WRASSE,154868,NA,iucn,Cirrhilabrus rhomboidalis,TRUE,Actinopterygii
WRASSE,154891,NA,iucn,Cirrhilabrus lineatus,TRUE,Actinopterygii
WRASSE,154904,NA,iucn,Halichoeres ornatissimus,TRUE,Actinopterygii
DAMSELFISH,154915,NA,iucn,Teixeirichthys jordani,TRUE,Actinopterygii
DAMSELFISH,154920,NA,iucn,Chrysiptera flavipinnis,TRUE,Actinopterygii
COMBTOOTHBLENNIES,154927,NA,iucn,Entomacrodus macrospilus,TRUE,Actinopterygii
TUNAS_BILLFISHES,154946,NA,iucn,Scomberomorus queenslandicus,TRUE,Actinopterygii
COMBTOOTHBLENNIES,154947,NA,iucn,Ecsenius trilineatus,TRUE,Actinopterygii
WRASSE,154954,NA,iucn,Thalassoma lucasanum,TRUE,Actinopterygii
COMBTOOTHBLENNIES,154957,NA,iucn,Blennius striatus,TRUE,Actinopterygii
WRASSE,154960,NA,iucn,Scarus oviceps,TRUE,Actinopterygii
WRASSE,154971,NA,iucn,Scarus viridifucatus,TRUE,Actinopterygii
COMBTOOTHBLENNIES,154972,NA,iucn,Parablennius zvonimiri,TRUE,Actinopterygii
WRASSE,155006,NA,iucn,Coris caudimacula,TRUE,Actinopterygii
COMBTOOTHBLENNIES,155013,NA,iucn,Parablennius parvicornis,TRUE,Actinopterygii
WRASSE,155017,NA,iucn,Labroides phthirophagus,TRUE,Actinopterygii
COMBTOOTHBLENNIES,155029,NA,iucn,Salarias ceramensis,TRUE,Actinopterygii
WRASSE,155032,NA,iucn,Cirrhilabrus rubripinnis,TRUE,Actinopterygii
WRASSE,155033,NA,iucn,Halichoeres melas,TRUE,Actinopterygii
COMBTOOTHBLENNIES,155034,NA,iucn,Crossosalarias macrospilus,TRUE,Actinopterygii
WRASSE,155076,NA,iucn,Halichoeres notospilus,TRUE,Actinopterygii
PUFFERFISH,155079,NA,iucn,Torquigener tuberculiferus,TRUE,Actinopterygii
ANGELFISH,155083,NA,iucn,Centropyge acanthops,TRUE,Actinopterygii
COMBTOOTHBLENNIES,155086,NA,iucn,Blennechis fasciolatus,TRUE,Actinopterygii
TUNAS_BILLFISHES,155096,NA,iucn,Sarda sarda,TRUE,Actinopterygii
DAMSELFISH,155098,NA,iucn,Chromis flavicauda,TRUE,Actinopterygii
COMBTOOTHBLENNIES,155099,NA,iucn,Omobranchus anolius,TRUE,Actinopterygii
COMBTOOTHBLENNIES,155108,NA,iucn,Omobranchus rotundiceps,TRUE,Actinopterygii
COMBTOOTHBLENNIES,155109,NA,iucn,Praealticus dayi,TRUE,Actinopterygii
SURGEONFISH_TANGS_UNICORNFISH,155120,NA,iucn,Naso vlamingii,TRUE,Actinopterygii
WRASSE,155146,NA,iucn,Anampses melanurus,TRUE,Actinopterygii
SEABREAMS_PORGIES,155180,NA,iucn,Calamus cervigoni,TRUE,Actinopterygii
COMBTOOTHBLENNIES,155186,NA,iucn,Cirripectes filamentosus,TRUE,Actinopterygii
BUTTERFLYFISH,155193,NA,iucn,Coradion melanopus,TRUE,Actinopterygii
COMBTOOTHBLENNIES,155194,NA,iucn,Cirripectes alleni,TRUE,Actinopterygii
BUTTERFLYFISH,155220,NA,iucn,Chaetodon sedentarius,TRUE,Actinopterygii
WRASSE,155221,NA,iucn,Halichoeres papilionaceus,TRUE,Actinopterygii
WRASSE,155238,NA,iucn,Halichoeres binotopsis,TRUE,Actinopterygii
SEABREAMS_PORGIES,155250,NA,iucn,Dentex congoensis,TRUE,Actinopterygii
WRASSE,155252,NA,iucn,Pseudojuloides kaleidos,TRUE,Actinopterygii
COMBTOOTHBLENNIES,155270,NA,iucn,Entomacrodus stellifer,TRUE,Actinopterygii
TUNAS_BILLFISHES,155276,NA,iucn,Thunnus atlanticus,TRUE,Actinopterygii
WRASSE,155290,NA,iucn,Scarus schlegeli,TRUE,Actinopterygii
WRASSE,155292,NA,iucn,Scarus strigatus,TRUE,Actinopterygii
ANGELFISH,155308,NA,iucn,Centropyge flammeus,TRUE,Actinopterygii
PUFFERFISH,155313,NA,iucn,Canthigaster leoparda,TRUE,Actinopterygii
WRASSE,155314,NA,iucn,Pseudocheilinus ocellatus,TRUE,Actinopterygii
COMBTOOTHBLENNIES,158632,NA,iucn,Salarias sinuosus,TRUE,Actinopterygii
BUTTERFLYFISH,165607,NA,iucn,Chaetodon falcula,TRUE,Actinopterygii
BUTTERFLYFISH,165608,NA,iucn,Heniochus pleurotaenia,TRUE,Actinopterygii
BUTTERFLYFISH,165609,NA,iucn,Chaetodon larvatus,TRUE,Actinopterygii
BUTTERFLYFISH,165610,NA,iucn,Chaetodon leucopleura,TRUE,Actinopterygii
BUTTERFLYFISH,165611,NA,iucn,Chaetodon ocellatus,TRUE,Actinopterygii
BUTTERFLYFISH,165612,NA,iucn,Chaetodon zanzibarensis,TRUE,Actinopterygii
BUTTERFLYFISH,165613,NA,iucn,Prognathodes brasiliensis,TRUE,Actinopterygii
BUTTERFLYFISH,165614,NA,iucn,Roa jayakari,TRUE,Actinopterygii
BUTTERFLYFISH,165615,NA,iucn,Chaetodon mertensii,TRUE,Actinopterygii
BUTTERFLYFISH,165616,NA,iucn,Chelmon marginalis,TRUE,Actinopterygii
BUTTERFLYFISH,165617,NA,iucn,Hemitaurichthys multispinosus,TRUE,Actinopterygii
BUTTERFLYFISH,165618,NA,iucn,Chaetodon mesoleucos,TRUE,Actinopterygii
BUTTERFLYFISH,165619,NA,iucn,Chaetodon guttatissimus,TRUE,Actinopterygii
BUTTERFLYFISH,165620,NA,iucn,Chaetodon burgessi,TRUE,Actinopterygii
BUTTERFLYFISH,165621,NA,iucn,Prognathodes aya,TRUE,Actinopterygii
BUTTERFLYFISH,165622,NA,iucn,Heniochus singularius,TRUE,Actinopterygii
BUTTERFLYFISH,165623,NA,iucn,Chaetodon octofasciatus,TRUE,Actinopterygii
BUTTERFLYFISH,165624,NA,iucn,Chaetodon triangulum,TRUE,Actinopterygii
BUTTERFLYFISH,165625,NA,iucn,Chaetodon paucifasciatus,TRUE,Actinopterygii
BUTTERFLYFISH,165626,NA,iucn,Heniochus acuminatus,TRUE,Actinopterygii
BUTTERFLYFISH,165627,NA,iucn,Prognathodes aculeatus,TRUE,Actinopterygii
BUTTERFLYFISH,165628,NA,iucn,Chaetodon kleinii,TRUE,Actinopterygii
BUTTERFLYFISH,165630,NA,iucn,Chaetodon vagabundus,TRUE,Actinopterygii
BUTTERFLYFISH,165631,NA,iucn,Chaetodon auriga,TRUE,Actinopterygii
BUTTERFLYFISH,165632,NA,iucn,Chaetodon punctatofasciatus,TRUE,Actinopterygii
BUTTERFLYFISH,165633,NA,iucn,Johnrandallia nigrirostris,TRUE,Actinopterygii
BUTTERFLYFISH,165634,NA,iucn,Chaetodon austriacus,TRUE,Actinopterygii
BUTTERFLYFISH,165635,NA,iucn,Chaetodon humeralis,TRUE,Actinopterygii
BUTTERFLYFISH,165636,NA,iucn,Chaetodon nippon,TRUE,Actinopterygii
BUTTERFLYFISH,165637,NA,iucn,Chaetodon striatus,TRUE,Actinopterygii
BUTTERFLYFISH,165638,NA,iucn,Chaetodon meyeri,TRUE,Actinopterygii
BUTTERFLYFISH,165639,NA,iucn,Roa excelsa,TRUE,Actinopterygii
BUTTERFLYFISH,165640,NA,iucn,Heniochus chrysostomus,TRUE,Actinopterygii
BUTTERFLYFISH,165641,NA,iucn,Chaetodon ornatissimus,TRUE,Actinopterygii
BUTTERFLYFISH,165642,NA,iucn,Chaetodon madagaskariensis,TRUE,Actinopterygii
BUTTERFLYFISH,165643,NA,iucn,Chaetodon selene,TRUE,Actinopterygii
BUTTERFLYFISH,165644,NA,iucn,Chaetodon guezei,TRUE,Actinopterygii
BUTTERFLYFISH,165645,NA,iucn,Chaetodon guyotensis,TRUE,Actinopterygii
BUTTERFLYFISH,165646,NA,iucn,Prognathodes guyanensis,TRUE,Actinopterygii
BUTTERFLYFISH,165647,NA,iucn,Chaetodon pictus,TRUE,Actinopterygii
BUTTERFLYFISH,165648,NA,iucn,Chaetodon decussatus,TRUE,Actinopterygii
BUTTERFLYFISH,165649,NA,iucn,Chaetodon gardineri,TRUE,Actinopterygii
BUTTERFLYFISH,165650,NA,iucn,Heniochus monoceros,TRUE,Actinopterygii
