sciname,iucn_sid,iucn_category,popn_trend,parent_sid,subpop_sid
Gobiosoma chancei,185976,LC,Unknown,NA,NA
Elacatinus colini,195873,LC,Unknown,NA,NA
Elacatinus digueti,183458,LC,Unknown,NA,NA
Gobiosoma digueti,183458,LC,Unknown,NA,NA
Elacatinus evelynae,185988,LC,Unknown,NA,NA
Gobiosoma evelynae,185988,LC,Unknown,NA,NA
Elacatinus gemmatum,185904,LC,Unknown,NA,NA
Garmannia gemmata,185904,LC,Unknown,NA,NA
Gobiosoma gemmata,185904,LC,Unknown,NA,NA
Gobiosoma gemmatum,185904,LC,Unknown,NA,NA
Tigrigobius gemmatus,185904,LC,Unknown,NA,NA
Elacatinus genie,185978,LC,Unknown,NA,NA
Gobiosoma genie,185978,LC,Unknown,NA,NA
Elacatinus horsti,185975,LC,Unknown,NA,NA
Gobiosoma horsti,185975,LC,Unknown,NA,NA
Elacatinus illecebrosum,185984,LC,Unknown,NA,NA
Elacatinus illecebrosus,185984,LC,Unknown,NA,NA
Gobiosoma illecebrosum,185984,LC,Unknown,NA,NA
Elacatinus inornatus,183673,LC,Unknown,NA,NA
Elacatinus janssi,183573,LC,Unknown,NA,NA
Elacatinus jarocho,185979,EN,Unknown,NA,NA
Elacatinus limbaughi,183589,DD,Unknown,NA,NA
Elacatinus lobeli,195874,NT,Unknown,NA,NA
Elacatinus lori,185973,LC,Unknown,NA,NA
Elacatinus louisae,185985,LC,Unknown,NA,NA
Gobiosoma louisae,185985,LC,Unknown,NA,NA
Elacatinus macrodon,185982,LC,Unknown,NA,NA
Garmannia macrodon,185982,LC,Unknown,NA,NA
Gobiosoma macrodon,185982,LC,Unknown,NA,NA
Tigrigobius macrodon,185982,LC,Unknown,NA,NA
Elacatinus multifasciatum,185981,LC,Unknown,NA,NA
Elacatinus multifasciatus,185981,LC,Unknown,NA,NA
Gobiosoma multifasciatum,185981,LC,Unknown,NA,NA
Tigrigobius multifasciatus,185981,LC,Unknown,NA,NA
Elacatinus nesiotes,183307,VU,Unknown,NA,NA
Elacatinus oceanops,185986,LC,Unknown,NA,NA
Gobiosoma oceanops,185986,LC,Unknown,NA,NA
Elacatinus panamensis,47143643,DD,Unknown,NA,NA
Elacatinus prochilos,185980,VU,Unknown,NA,NA
Gobiosoma prochilos,185980,VU,Unknown,NA,NA
Elacatinus puncticulatus,183517,LC,Unknown,NA,NA
Elacatinus punticulatus,183517,LC,Unknown,NA,NA
Gobiosoma puncticulatum,183517,LC,Unknown,NA,NA
Elacatinus randalli,185987,LC,Unknown,NA,NA
Gobiosoma randalli,185987,LC,Unknown,NA,NA
Elacatinus redimiculus,185905,VU,Unknown,NA,NA
Tigrigobius redimiculus,185905,VU,Unknown,NA,NA
Elacatinus rubrigenis,47143570,DD,Unknown,NA,NA
Elacatinus saucrus,185983,LC,Unknown,NA,NA
Garmannia saucra,185983,LC,Unknown,NA,NA
Gobiosoma saucrum,185983,LC,Unknown,NA,NA
Tigrigobius saucrus,185983,LC,Unknown,NA,NA
Elacatinus serranilla,195875,LC,Unknown,NA,NA
Elacatinus tenox,190964,LC,Unknown,NA,NA
Gobiosoma tenox,190964,LC,Unknown,NA,NA
Elacatinus xanthiprora,185974,LC,Unknown,NA,NA
Gobiosoma xanthiprora,185974,LC,Unknown,NA,NA
Elacatinus zebrella,185902,LC,Unknown,NA,NA
Garmannia zebrella,185902,LC,Unknown,NA,NA
Gobiosoma zebrella,185902,LC,Unknown,NA,NA
Elagatis bipinnulata,16440027,LC,Stable,NA,NA
Seriola bipinnulata,16440027,LC,Stable,NA,NA
Elanura forficata,154790,LC,Unknown,NA,NA
Triglops forficata,154790,LC,Unknown,NA,NA
Triglops forficatus,154790,LC,Unknown,NA,NA
Elanus leucurus,22695036,LC,Increasing,NA,NA
Elattarchus archidium,183580,LC,Unknown,NA,NA
Odontoscion archidium,183580,LC,Unknown,NA,NA
Odontoscion australis,183580,LC,Unknown,NA,NA
Lagenorhynchus electra,16564,LC,Unknown,NA,NA
Peponocephala electra,16564,LC,Unknown,NA,NA
Electrolux addisoni,161428,CR,Unknown,NA,NA
Electrona risso,198615,LC,Unknown,NA,NA
Myctophum risso,198615,LC,Unknown,NA,NA
Scopelus risso,198615,LC,Unknown,NA,NA
Eleotrica cableae,183407,VU,Unknown,NA,NA
Eleotris acanthopoma,196315,LC,Stable,NA,NA
Eleotris acanthopomus,196315,LC,Stable,NA,NA
Eleotris annobonensis,182712,DD,Unknown,NA,NA
Eleotris auratus,198657,LC,Stable,NA,NA
Gobius auratus,198657,LC,Stable,NA,NA
Gobius luteus,198657,LC,Stable,NA,NA
Gobius paganellus,198657,LC,Stable,NA,NA
Eleotris balearicus,194881,LC,Stable,NA,NA
Odondebuenia balearica,194881,LC,Stable,NA,NA
Eleotris buttikoferi,181577,LC,Unknown,NA,NA
Eleotris buettikoferi,181577,LC,Unknown,NA,NA
Eleotris senegalensis,181577,LC,Unknown,NA,NA
Eleotris cantherius,166171,LC,Unknown,NA,NA
Eleotris fortis,166171,LC,Unknown,NA,NA
Eleotris oxycephala,166171,LC,Unknown,NA,NA
Eleotris cantoris,188101,LC,Stable,NA,NA
Eleotris kuak,188101,LC,Stable,NA,NA
Eleotris limosus,188101,LC,Stable,NA,NA
Eleotris litoralis,188101,LC,Stable,NA,NA
Eleotris madagascariensis,188101,LC,Stable,NA,NA
Eleotris ophicephalus,188101,LC,Stable,NA,NA
Eleotris porocephala,188101,LC,Stable,NA,NA
Eleotris scintillans,188101,LC,Stable,NA,NA
Ophiocara ophicephalus,188101,LC,Stable,NA,NA
Ophiocara porocephala,188101,LC,Stable,NA,NA
Eleotris carvalhonis,185991,LC,Stable,NA,NA
Eleotris gyrinus,185991,LC,Stable,NA,NA
Eleotris pisonis,185991,LC,Stable,NA,NA
Gobius amorea,185991,LC,Stable,NA,NA
Gobius pisonis,185991,LC,Stable,NA,NA
Eleotris daganensis,182239,LC,Unknown,NA,NA
Eleotris dumerilii,183169,LC,Increasing,NA,NA
Eleotris maculata,183169,LC,Increasing,NA,NA
Eleotris monteiri,183169,LC,Increasing,NA,NA
Eleotris vittata,183169,LC,Increasing,NA,NA
Eleotris fusca,166077,LC,Stable,NA,NA
Poecilia fusca,166077,LC,Stable,NA,NA
Eleotris gobioides,197320,LC,Stable,NA,NA
Gobiomorphus gobioides,197320,LC,Stable,NA,NA
Eleotris guavina,186019,LC,Unknown,NA,NA
Guavina guavina,186019,LC,Unknown,NA,NA
Eleotris huttoni,197322,NT,Decreasing,NA,NA
Gobiomorphus huttoni,197322,NT,Decreasing,NA,NA
Gobiomorphus stokelli,197322,NT,Decreasing,NA,NA
Eleotris margaritacea,196317,LC,Stable,NA,NA
Giuris margaritacea,196317,LC,Stable,NA,NA
Eleotris picta,183340,LC,Unknown,NA,NA
Eleotris pictus,183340,LC,Unknown,NA,NA
Eleotris pruvoti,18161514,LC,Unknown,NA,NA
Vanneaugobius pruvoti,18161514,LC,Unknown,NA,NA
Eleotris sandwicensis,7134,DD,Unknown,NA,NA
Eleotris seminudus,183668,LC,Unknown,NA,NA
Gymneleotris seminudus,183668,LC,Unknown,NA,NA
Eleotris smaragdus,185992,LC,Unknown,NA,NA
Erotelis smaragdus,185992,LC,Unknown,NA,NA
Erotelis valenciennesi,185992,LC,Unknown,NA,NA
Eleutheronema tridactylum,155171,DD,Unknown,NA,NA
Polynemus tridactylus,155171,DD,Unknown,NA,NA
Ellobium chinense,189403,DD,Unknown,NA,NA
Ellobium chinensis,189403,DD,Unknown,NA,NA
Ellochelon luciae,12244,EN,NA,NA,NA
Liza luciae,12244,EN,NA,NA,NA
Elops affinis,184047,DD,Unknown,NA,NA
Elops congicus,182549,LC,Unknown,NA,NA
Elops lacerta,182549,LC,Unknown,NA,NA
Elops hawaiensis,194307,DD,Unknown,NA,NA
Elops senegalensis,194308,DD,Unknown,NA,NA
Elops smithi,194309,DD,Unknown,NA,NA
Emberiza yessoensis,22721016,NT,Decreasing,NA,NA
Emblemaria atlantica,46104133,LC,Unknown,NA,NA
Emblemaria markii,46104133,LC,Unknown,NA,NA
Emblemaria australis,185172,LC,Unknown,NA,NA
Emblemaria bicirrus,183479,LC,Unknown,NA,NA
Protemblemaria bicirris,183479,LC,Unknown,NA,NA
Protemblemaria bicirrus,183479,LC,Unknown,NA,NA
Emblemaria biocellata,47142915,LC,Unknown,NA,NA
Emblemaria caldwelli,47142918,LC,Unknown,NA,NA
Emblemaria caycedoi,47142927,LC,Unknown,NA,NA
Emblemaria culmenis,47142930,DD,Unknown,NA,NA
Emblemaria diphyodontis,47142939,LC,Unknown,NA,NA
Emblemaria guttata,183676,DD,Unknown,NA,NA
Emblemaria nivipes,183676,DD,Unknown,NA,NA
Emblemaria hudsoni,185189,LC,Unknown,NA,NA
Emblemaria hyltoni,47142944,DD,Unknown,NA,NA
Emblemaria hypacanthus,183699,LC,Unknown,NA,NA
Emblemaria oculocirris,183699,LC,Unknown,NA,NA
Psednoblennius hypacanthus,183699,LC,Unknown,NA,NA
Emblemaria pandionis,46104136,LC,Stable,NA,NA
Emblemaria piratica,183628,LC,Unknown,NA,NA
Emblemaria piratula,46104139,LC,Unknown,NA,NA
Emblemariopsis signifer,154775,LC,Stable,NA,NA
Emblemaria vitta,47142954,LC,Unknown,NA,NA
Emblemaria walkeri,184020,DD,Unknown,NA,NA
Emblemariopsis arawak,194085,DD,Unknown,NA,NA
Emblemariopsis bahamensis,46104142,LC,Unknown,NA,NA
Emblemariopsis bottomei,47143144,LC,Unknown,NA,NA
Emblemariopsis carib,194087,LC,Unknown,NA,NA
Emblemariopsis dianae,47143154,DD,Unknown,NA,NA
Emblemariopsis leptocirris,47143163,LC,Unknown,NA,NA
Emblemariopsis occidentalis,47143173,LC,Unknown,NA,NA
Emblemariopsis pricei,47143176,VU,Unknown,NA,NA
Emblemariopsis randalli,47143213,DD,Unknown,NA,NA
Emblemariopsis ruetzleri,47143216,LC,Unknown,NA,NA
Embolichthys sarisa,47139816,DD,Unknown,NA,NA
Protammodytes sarisa,47139816,DD,Unknown,NA,NA
Emmelichthyops atlanticus,190205,LC,Unknown,NA,NA
Emmelichthyops ruber,190148,LC,Unknown,NA,NA
Emmelichthys ruber,190148,LC,Unknown,NA,NA
Emydocephalus ijimae,176706,LC,Unknown,NA,NA
Enchelycore anatina,195688,LC,Unknown,NA,NA
Muraena anatina,195688,LC,Unknown,NA,NA
Muraena sanctaehelenae,195688,LC,Unknown,NA,NA
Enchelycore carychroa,195691,LC,Unknown,NA,NA
Enchelycore euryrhina,195694,LC,Unknown,NA,NA
Enchelycore nigricans,195694,LC,Unknown,NA,NA
Gymnothorax brunneus,195694,LC,Unknown,NA,NA
Gymnothorax nigrocastaneus,195694,LC,Unknown,NA,NA
Gymnothorax umbrosus,195694,LC,Unknown,NA,NA
Muraena anguina,195694,LC,Unknown,NA,NA
Muraena nigricans,195694,LC,Unknown,NA,NA
Enchelycore octaviana,183450,LC,Unknown,NA,NA
Enchelycore octavianus,183450,LC,Unknown,NA,NA
Gymnothorax octavianus,183450,LC,Unknown,NA,NA
Enchelycore schismatorhynchus,155091,LC,Unknown,NA,NA
Gymnothorax schismatorhynchus,155091,LC,Unknown,NA,NA
Muraena schismatorhynchus,155091,LC,Unknown,NA,NA
Enchelyopus cimbrius,15522054,LC,Unknown,NA,NA
Gadus cimbrius,15522054,LC,Unknown,NA,NA
Enchelyopus colias,154870,LC,Decreasing,NA,NA
Parapercis colias,154870,LC,Decreasing,NA,NA
Enchelyurus analis,48342433,LC,Stable,NA,NA
Enchelyurus kraussii,48342433,LC,Stable,NA,NA
Petroscirtes kraussii,48342433,LC,Stable,NA,NA
Enchelyurus ater,48342160,LC,Stable,NA,NA
Petroscirtes ater,48342160,LC,Stable,NA,NA
Enchelyurus flavipes,48342232,LC,Stable,NA,NA
Enchelyurus hepburni,154643,LC,Stable,NA,NA
Parenchelyurus hepburni,154643,LC,Stable,NA,NA
Enchelyurus petersi,48342320,LC,Stable,NA,NA
Petroscirtes petersi,48342320,LC,Stable,NA,NA
Endopsammia pourtalesi,63578,DD,Unknown,NA,NA
Engraulis albidus,18124888,DD,Unknown,NA,NA
Engraulis eurystole,16440016,LC,Unknown,NA,NA
Stolephorus eurystole,16440016,LC,Unknown,NA,NA
Engraulis poeyi,183379,LC,Unknown,NA,NA
Lycengraulis poeyi,183379,LC,Unknown,NA,NA
Engyophrys sanctilaurentia,183467,LC,Unknown,NA,NA
Engyophrys sanctilaurentii,183467,LC,Unknown,NA,NA
Engyophrys senta,16765190,LC,Unknown,NA,NA
Enhalus acoroides,173331,LC,Decreasing,NA,NA
Enhydra lutris,7750,EN,Decreasing,NA,NA
Enhydrina zweifeli,176716,DD,Unknown,NA,NA
Enhydris bennettii,176683,DD,Unknown,NA,NA
Hypsirhina bennettii,176683,DD,Unknown,NA,NA
Hypsirhina maculata,176683,DD,Unknown,NA,NA
Enhydris curtus,176746,LC,Unknown,NA,NA
Hydrophis hardwickii,176746,LC,Unknown,NA,NA
Hypsirhina hardwickii,176746,LC,Unknown,NA,NA
Lapemis curtus,176746,LC,Unknown,NA,NA
Lapemis hardwickii,176746,LC,Unknown,NA,NA
Enigmapercis acutirostris,154652,DD,Unknown,NA,NA
Enigmatiteuthis innominata,162918,DD,Unknown,NA,NA
Grimpoteuthis innominata,162918,DD,Unknown,NA,NA
Enigmatiteuthis pacifica,163121,DD,Unknown,NA,NA
Grimpoteuthis pacifica,163121,DD,Unknown,NA,NA
Enigmopora darveliensis,132912,DD,Decreasing,NA,NA
Enneanectes altivelis,178978,LC,Unknown,NA,NA
Enneanectes atrorus,178919,LC,Unknown,NA,NA
Enneanectes boehlkei,178910,LC,Unknown,NA,NA
Enneanectes deloachorum,49438012,LC,Unknown,NA,NA
Enneanectes jordani,179116,LC,Unknown,NA,NA
Gillias jordani,179116,LC,Unknown,NA,NA
Enneanectes matador,49437996,LC,Unknown,NA,NA
Enneanectes pectoralis,178898,LC,Unknown,NA,NA
Enneapterygius pectoralis,178898,LC,Unknown,NA,NA
Enneanectes reticulatus,183408,LC,Unknown,NA,NA
Enneanectes smithi,178938,VU,Unknown,NA,NA
Enneanectes wilki,49438010,DD,Unknown,NA,NA
Enneapterygius abeli,155237,LC,Unknown,NA,NA
Tripterygion abeli,155237,LC,Unknown,NA,NA
Enneapterygius altipinnis,178987,LC,Unknown,NA,NA
Enneapterygius annulatus,179006,LC,Unknown,NA,NA
Enneapterygius atrogulare,179006,LC,Unknown,NA,NA
Tripterygium annulatum,179006,LC,Unknown,NA,NA
Tripterygium atrogulare,179006,LC,Unknown,NA,NA
Enneapterygius atriceps,178920,LC,Unknown,NA,NA
Tripterygium atriceps,178920,LC,Unknown,NA,NA
Enneapterygius bahasa,178950,LC,Unknown,NA,NA
Enneapterygius bapturus,178924,LC,Unknown,NA,NA
Gracilopterygion bapturum,178924,LC,Unknown,NA,NA
Springerichthys bapturus,178924,LC,Unknown,NA,NA
Tripterygion bapturum,178924,LC,Unknown,NA,NA
Enneapterygius bichrous,178894,LC,Unknown,NA,NA
Enneapterygius flavoccipitis,178894,LC,Unknown,NA,NA
Enneapterygius cheni,178890,LC,Unknown,NA,NA
Enneapterygius clarkae,179080,LC,Unknown,NA,NA
Enneapterygius clea,178891,LC,Unknown,NA,NA
Enneapterygius corallicola,155156,VU,Stable,NA,NA
Lepidonectes corallicola,155156,VU,Stable,NA,NA
Enneapterygius destai,179071,LC,Unknown,NA,NA
Enneapterygius elaine,179013,LC,Unknown,NA,NA
Enneapterygius elegans,179102,LC,Unknown,NA,NA
Tripterygium elegans,179102,LC,Unknown,NA,NA
Enneapterygius erythrosoma,178895,LC,Unknown,NA,NA
Enneapterygius erythrosomus,178895,LC,Unknown,NA,NA
Enneapterygius rubicauda,178895,LC,Unknown,NA,NA
Enneapterygius etheostoma,179106,LC,Unknown,NA,NA
Enneapterygius etheostomus,179106,LC,Unknown,NA,NA
Rosenblatella etheostoma,179106,LC,Unknown,NA,NA
Tripterygium etheostoma,179106,LC,Unknown,NA,NA
Enneapterygius fasciatus,179002,LC,Unknown,NA,NA
Tripterygium fasciatum,179002,LC,Unknown,NA,NA
Enneapterygius fuscipectoris,178949,LC,Unknown,NA,NA
Helcogramma fuscipectoris,178949,LC,Unknown,NA,NA
Enneapterygius fuscoventer,178913,LC,Unknown,NA,NA
Enneapterygius genamaculatus,178982,LC,Unknown,NA,NA
Enneapterygius gracilis,179057,LC,Unknown,NA,NA
Enneapterygius gruschkai,179066,LC,Unknown,NA,NA
Enneapterygius hemimelas,179112,LC,Unknown,NA,NA
Enneapterygius macrobrachium,179112,LC,Unknown,NA,NA
Tripterygium hemimelas,179112,LC,Unknown,NA,NA
Enneapterygius hollemani,178940,LC,Unknown,NA,NA
Enneapterygius howensis,179107,LC,Unknown,NA,NA
Enneapterygius hsiojenae,189746,LC,Unknown,NA,NA
Enneapterygius hudsoni,178989,LC,Unknown,NA,NA
Helcogramma hudsoni,178989,LC,Unknown,NA,NA
Enneapterygius inclinatus,154834,LC,Stable,NA,NA
Helcogramma habena,154834,LC,Stable,NA,NA
Helcogramma inclinata,154834,LC,Stable,NA,NA
Helcogramma inclinatum,154834,LC,Stable,NA,NA
Enneapterygius kermadecensis,178934,LC,Unknown,NA,NA
Enneapterygius kosiensis,178893,LC,Unknown,NA,NA
Enneapterygius larsonae,179019,LC,Stable,NA,NA
Enneapterygius leucopunctatus,189747,NT,Unknown,NA,NA
Enneapterygius melanospilus,178959,LC,Unknown,NA,NA
Enneapterygius minutus,179074,LC,Stable,NA,NA
Tripterygium minutum,179074,LC,Stable,NA,NA
Enneapterygius mirabilis,179037,LC,Unknown,NA,NA
Enneapterygius miyakensis,179077,LC,Unknown,NA,NA
Enneapterygius mortenseni,179099,LC,Stable,NA,NA
Forsterygion capito,179099,LC,Stable,NA,NA
Grahamina capito,179099,LC,Stable,NA,NA
Tripterygion capito,179099,LC,Stable,NA,NA
Tripterygium jenningsi,179099,LC,Stable,NA,NA
Enneapterygius namarrgon,154700,EN,Unknown,NA,NA
Enneapterygius nanus,179001,LC,Unknown,NA,NA
Tripterygion nanus,179001,LC,Unknown,NA,NA
Enneapterygius nasimae,178958,LC,Stable,NA,NA
Enneapterygius ventermaculus,178958,LC,Stable,NA,NA
Enneapterygius niger,178937,LC,Unknown,NA,NA
Enneapterygius nigricauda,179062,LC,Unknown,NA,NA
Enneapterygius obscurus,178967,LC,Unknown,NA,NA
Enneapterygius ornatus,178908,LC,Unknown,NA,NA
Enneapterygius pallidoserialis,178985,LC,Unknown,NA,NA
Enneapterygius pallidus,189748,LC,Unknown,NA,NA
Enneapterygius paucifasciatus,178977,LC,Unknown,NA,NA
Enneapterygius philippinus,179085,LC,Unknown,NA,NA
Tripterygium philippinum,179085,LC,Unknown,NA,NA
Enneapterygius pusillus,179045,LC,Stable,NA,NA
Enneapterygius pyramis,178957,LC,Unknown,NA,NA
Enneapterygius qirmiz,48342435,LC,Unknown,NA,NA
Enneapterygius randalli,178911,LC,Unknown,NA,NA
Enneapterygius rhabdotus,178889,LC,Unknown,NA,NA
Enneapterygius rhothion,179017,LC,Unknown,NA,NA
Enneapterygius rufopileus,178986,LC,Unknown,NA,NA
Tripterygion rufopileum,178986,LC,Unknown,NA,NA
Vauclusella rufopilea,178986,LC,Unknown,NA,NA
Enneapterygius senoui,179072,LC,Unknown,NA,NA
Enneapterygius shaoi,179087,LC,Unknown,NA,NA
Enneapterygius sheni,178954,DD,Unknown,NA,NA
Enneapterygius signicauda,178928,LC,Unknown,NA,NA
Enneapterygius similis,178915,LC,Unknown,NA,NA
Enneapterygius triserialis,178963,LC,Stable,NA,NA
Enneapterygius trisignatus,179086,LC,Unknown,NA,NA
Enneapterygius tutuilae,178932,LC,Unknown,NA,NA
Enneapterygius unimaculatus,179093,LC,Unknown,NA,NA
Enneapterygius vexillarius,179068,LC,Unknown,NA,NA
Enneapterygius williamsi,178991,LC,Unknown,NA,NA
Enneapterygius ziegleri,179056,LC,Unknown,NA,NA
Enophrys taurina,155088,LC,Unknown,NA,NA
Enoplometopus antillensis,184993,LC,Unknown,NA,NA
Enoplometopus callistus,185030,DD,Unknown,NA,NA
Enoplometopus chacei,185011,DD,Unknown,NA,NA
Enoplometopus crosnieri,185051,DD,Unknown,NA,NA
Enoplometopus daumi,184985,DD,Unknown,NA,NA
Enoplometopus debelius,184998,DD,Unknown,NA,NA
Enoplometopus gracilipes,185005,DD,Unknown,NA,NA
Enoplometopus holthuisi,185024,DD,Unknown,NA,NA
Hoplometopus holthuisi,185024,DD,Unknown,NA,NA
Enoplometopus macrodontus,185047,DD,Unknown,NA,NA
Enoplometopus occidentalis,185060,LC,Unknown,NA,NA
Enoplometopus pictus,185053,DD,Unknown,NA,NA
Enoplometopus voigtmanni,185052,DD,Unknown,NA,NA
Enoploteuthis anapsis,162968,LC,Unknown,NA,NA
Enoploteuthis chunii,163187,DD,Unknown,NA,NA
Enoploteuthis galaxias,163019,DD,Unknown,NA,NA
Enoploteuthis higginsi,162904,LC,Unknown,NA,NA
Enoploteuthis jonesi,163096,LC,Unknown,NA,NA
Enoploteuthis leptura,176068,LC,Unknown,NA,NA
Enoploteuthis magnoceani,176069,DD,Unknown,NA,NA
Enoploteuthis obliqua,162905,LC,Unknown,NA,NA
Enoploteuthis octolineata,163110,DD,Unknown,NA,NA
Enoploteuthis reticulata,163255,LC,Unknown,NA,NA
Enoploteuthis semilineata,162964,DD,Unknown,NA,NA
Entelurus aequoreus,18258072,LC,Stable,NA,NA
Syngnathus aequoreus,18258072,LC,Stable,NA,NA
Entomacrodus cadenati,7778,LC,Stable,NA,NA
Entomacrodus caudofasciatus,48342521,LC,Stable,NA,NA
Salarias caudofasciatus,48342521,LC,Stable,NA,NA
Salarias rarotongensis,48342521,LC,Stable,NA,NA
Entomacrodus chapmani,48342534,VU,Stable,NA,NA
Entomacrodus chiostictus,183886,LC,Unknown,NA,NA
Entomacrodus cruentatus,183886,LC,Unknown,NA,NA
Salarias chiostictus,183886,LC,Unknown,NA,NA
Entomacrodus corneliae,48342228,LC,Stable,NA,NA
Giffordella corneliae,48342228,LC,Stable,NA,NA
Entomacrodus cymatobiotus,48342260,LC,Stable,NA,NA
Entomacrodus decussatus,48342389,LC,Stable,NA,NA
Salarias decussatus,48342389,LC,Stable,NA,NA
Entomacrodus epalzeocheilos,48342383,LC,Stable,NA,NA
Salarias epalzeocheilos,48342383,LC,Stable,NA,NA
Entomacrodus lemuria,48342356,LC,Stable,NA,NA
Entomacrodus lighti,48342100,LC,Unknown,NA,NA
Salarias lighti,48342100,LC,Unknown,NA,NA
Entomacrodus longicirrus,48342511,LC,Unknown,NA,NA
Entomacrodus thalassinus,48342511,LC,Unknown,NA,NA
Entomacrodus macrospilus,154927,LC,Stable,NA,NA
Entomacrodus nigricans,46104049,LC,Stable,NA,NA
Entomacrodus niuafoouensis,48342201,LC,Stable,NA,NA
Salarias niuafoouensis,48342201,LC,Stable,NA,NA
Entomacrodus randalli,48342129,LC,Stable,NA,NA
Entomacrodus rofeni,48342176,LC,Stable,NA,NA
Entomacrodus sealei,48342326,LC,Stable,NA,NA
Entomacrodus solus,48342221,EN,Unknown,NA,NA
Entomacrodus stellifer,155270,LC,Stable,NA,NA
Scartichthys stellifer,155270,LC,Stable,NA,NA
Entomacrodus strasburgi,48342144,LC,Stable,NA,NA
Entomacrodus striatus,48342213,LC,Stable,NA,NA
Salarias striatus,48342213,LC,Stable,NA,NA
Entomacrodus textilis,48342414,LC,Unknown,NA,NA
Salarias textilis,48342414,LC,Unknown,NA,NA
Entomacrodus vermiculatus,172447,LC,Stable,NA,NA
Salarias reticulatus,172447,LC,Stable,NA,NA
Salarias reuteri,172447,LC,Stable,NA,NA
Salarias vermiculatus,172447,LC,Stable,NA,NA
Entomacrodus vomerinus,185176,LC,Stable,NA,NA
Salarias vomerinus,185176,LC,Stable,NA,NA
Entomacrodus williamsi,48342518,LC,Stable,NA,NA
Enypnias aceras,183415,DD,Unknown,NA,NA
Enypnias seminudus,183540,LC,Unknown,NA,NA
Gobius seminudus,183540,LC,Unknown,NA,NA
Eogonatus tinro,163162,DD,Unknown,NA,NA
Gonatopsis okutanii,163162,DD,Unknown,NA,NA
Gonatus tinro,163162,DD,Unknown,NA,NA
Eopsetia jordani,154977,LC,Stable,NA,NA
Eopsetta jordani,154977,LC,Stable,NA,NA
Hippoglossoides jordani,154977,LC,Stable,NA,NA
Eopsetta exilis,154845,LC,Stable,NA,NA
Hippoglossoides exilis,154845,LC,Stable,NA,NA
Lyopsetta exilis,154845,LC,Stable,NA,NA
Eostichopus arnesoni,180225,DD,Unknown,NA,NA
Parastichopus regalis,180298,LC,Unknown,NA,NA
Stichopus regalis,180298,LC,Unknown,NA,NA
Eperlanus chinensis,180684,DD,Unknown,NA,NA
Protosalanx chinensis,180684,DD,Unknown,NA,NA
Ephalophis greyae,176755,LC,Unknown,NA,NA
Ephalophis greyi,176755,LC,Unknown,NA,NA
Ephinephelus macrospilus,132766,LC,Unknown,NA,NA
Epinephelus macrospilos,132766,LC,Unknown,NA,NA
Epinephelus macrospilus,132766,LC,Unknown,NA,NA
Serranus cylindricus,132766,LC,Unknown,NA,NA
Serranus macrospilos,132766,LC,Unknown,NA,NA
Ephinephelus sexfasciatus,132780,DD,Unknown,NA,NA
Epinephelus sexfaciatus,132780,DD,Unknown,NA,NA
Epinephelus sexfasciatus,132780,DD,Unknown,NA,NA
Serranus sexfasciatus,132780,DD,Unknown,NA,NA
Ephippion guttifer,193758,LC,Unknown,NA,NA
Ephippion guttiferum,193758,LC,Unknown,NA,NA
Ephippion maculatum,193758,LC,Unknown,NA,NA
Hemiconiatus guttifer,193758,LC,Unknown,NA,NA
Tetraodon guttifer,193758,LC,Unknown,NA,NA
Tetrodon guttifer,193758,LC,Unknown,NA,NA
Ephippiorhynchus asiaticus,22697702,NT,Decreasing,NA,NA
Epibulis insidiator,187722,LC,Unknown,NA,NA
Epibulus insidiator,187722,LC,Unknown,NA,NA
Sparus insidiator,187722,LC,Unknown,NA,NA
Epibulus brevis,187622,LC,Unknown,NA,NA
Epigonus affinis,60470376,LC,Unknown,NA,NA
Epigonus constanciae,198555,LC,Unknown,NA,NA
Epigonus trewavasae,198555,LC,Unknown,NA,NA
Pomatomichthys constanciae,198555,LC,Unknown,NA,NA
Epigonus denticulatus,198652,LC,Unknown,NA,NA
Epigonus macrophthalmus,198653,LC,Unknown,NA,NA
Epigonus telescopus,198653,LC,Unknown,NA,NA
Pomatomus cuvieri,198653,LC,Unknown,NA,NA
Pomatomus cuvierii,198653,LC,Unknown,NA,NA
Pomatomus telescopium,198653,LC,Unknown,NA,NA
Pomatomus telescopus,198653,LC,Unknown,NA,NA
Epinephalus hexagonatus,132778,LC,Stable,NA,NA
Epinephelus hexagonathus,132778,LC,Stable,NA,NA
Epinephelus hexagonatus,132778,LC,Stable,NA,NA
Epinephelus merra,132778,LC,Stable,NA,NA
Epinephelus stellans,132778,LC,Stable,NA,NA
Holocentrus hexagonatus,132778,LC,Stable,NA,NA
Serranus hexagonatus,132778,LC,Stable,NA,NA
Serranus parkinsonii,132778,LC,Stable,NA,NA
Serranus stellans,132778,LC,Stable,NA,NA
Epinephalus kohleri,132815,LC,Unknown,NA,NA
Epinephelus cyanopodus,132815,LC,Unknown,NA,NA
Epinephelus hoedti,132815,LC,Unknown,NA,NA
Epinephelus hoedtii,132815,LC,Unknown,NA,NA
Epinephelus kohleri,132815,LC,Unknown,NA,NA
Epinephelus suitonis,132815,LC,Unknown,NA,NA
Serranus cyanopodus,132815,LC,Unknown,NA,NA
Serranus hoedtii,132815,LC,Unknown,NA,NA
Serranus punctatissimus,132815,LC,Unknown,NA,NA
