"","am_sid","iucn_sid","sciname","parent_sid","subpop_sid","spp_group","category","trend","am_area","iucn_area"
"411","URM-Cn-5520",133155,"Diploria strigosa",NA,NA,"CORAL1","LC","Stable",2139052.28904038,3575645.43052294
"412","URM-Cn-5524",132987,"Echinopora gemmacea",NA,NA,"CORAL1","LC","Decreasing",9449053.72365919,25671451.0963497
"413","URM-Cn-5525",133188,"Echinopora hirsutissima",NA,NA,"CORAL1","LC","Decreasing",6546288.93839661,22312887.0372165
"414","URM-Cn-5526",133429,"Echinopora horrida",NA,NA,"CORAL1","NT","Decreasing",6348768.05958829,16634437.3352591
"415","URM-Cn-5528",133088,"Echinopora lamellosa",NA,NA,"CORAL1","LC","Decreasing",9575930.70448699,27729112.9673575
"416","URM-Cn-4788",133315,"Acropora monticulosa",NA,NA,"CORAL1","NT","Decreasing",11168872.9518893,23832388.7955627
"417","URM-Cn-5537",133426,"Favia danae",NA,NA,"CORAL1","LC","Decreasing",4951641.8907166,16688345.2428058
"418","URM-Cn-5538",133569,"Favia favus",NA,NA,"CORAL1","LC","Decreasing",13544473.830484,28647998.4767253
"419","URM-Cn-5539",133594,"Favia fragum",NA,NA,"CORAL1","LC","Stable",3452854.28346559,5428879.58800352
"420","URM-Cn-5541",133601,"Favia helianthoides",NA,NA,"CORAL1","NT","Decreasing",12794646.4568753,23179669.955352
"421","URM-Cn-5543",133392,"Favia laxa",NA,NA,"CORAL1","NT","Decreasing",10844146.0806492,19307368.3429006
"422","URM-Cn-5545",133510,"Favia lizardensis",NA,NA,"CORAL1","NT","Decreasing",4026525.36972817,21936882.4177102
"423","URM-Cn-5546",133638,"Favia maritima",NA,NA,"CORAL1","NT","Decreasing",5842516.29728448,20028148.1754862
"424","URM-Cn-5548",133616,"Favia matthaii",NA,NA,"CORAL1","NT","Decreasing",12963875.4703626,27287130.7673798
"425","URM-Cn-4790",132990,"Acropora multiacuta",NA,NA,"CORAL1","VU","Decreasing",7518421.77959094,10436740.6056666
"426","URM-Cn-5549",132878,"Favia maxima",NA,NA,"CORAL1","NT","Decreasing",5266018.20501676,18107163.3867799
"427","URM-Cn-5551",132899,"Favia rosaria",NA,NA,"CORAL1","VU","Decreasing",3736977.04909913,4507083.33899225
"428","URM-Cn-5553",133307,"Favia rotundata",NA,NA,"CORAL1","NT","Decreasing",9478872.34707246,19855315.7780212
"429","URM-Cn-5554",133210,"Favia speciosa",NA,NA,"CORAL1","LC","Decreasing",13471723.2200403,27691280.998043
"430","URM-Cn-5555",133593,"Favia stelligera",NA,NA,"CORAL1","NT","Decreasing",14201583.6333731,27099088.5611338
"431","URM-Cn-5556",133516,"Favia truncatus",NA,NA,"CORAL1","LC","Decreasing",10521023.4825718,17413458.176282
"432","URM-Cn-5557",132894,"Favia veroni",NA,NA,"CORAL1","NT","Decreasing",7930177.83893814,19838832.2800501
"433","URM-Cn-4791",133698,"Acropora nana",NA,NA,"CORAL1","NT","Decreasing",11422106.950725,20241904.2792149
"434","URM-Cn-5560",133290,"Favites abdita",NA,NA,"CORAL1","NT","Decreasing",6319842.77858474,27716162.2690447
"435","URM-Cn-5561",133654,"Favites chinensis",NA,NA,"CORAL1","NT","Decreasing",7968624.22810016,23172440.6566602
"436","URM-Cn-5562",132979,"Favites complanata",NA,NA,"CORAL1","NT","Decreasing",6221558.90676507,26966875.732241
"437","URM-Cn-5563",133244,"Favites flexuosa",NA,NA,"CORAL1","NT","Decreasing",7071243.45530412,27342850.4764804
"438","URM-Cn-5564",133055,"Favites halicora",NA,NA,"CORAL1","NT","Decreasing",6828065.25945923,23786751.045018
"439","URM-Cn-5567",133209,"Favites pentagona",NA,NA,"CORAL1","LC","Decreasing",9140160.89777058,25615727.2190812
"440","URM-Cn-4792",133239,"Acropora nasuta",NA,NA,"CORAL1","NT","Decreasing",13227738.914524,27636935.4089048
"441","URM-Cn-5569",133343,"Favites russelli",NA,NA,"CORAL1","NT","Decreasing",4586561.72274586,25851044.6884408
"442","URM-Cn-5571",133452,"Goniastrea aspera",NA,NA,"CORAL1","LC","Decreasing",7009857.43281599,26478953.5893089
"443","URM-Cn-5572",132883,"Goniastrea australensis",NA,NA,"CORAL1","LC","Decreasing",6249456.93410879,25769925.5942281
"444","URM-Cn-5574",133365,"Goniastrea edwardsi",NA,NA,"CORAL1","LC","Decreasing",6483094.65412007,25492102.3812735
"445","URM-Cn-5575",133060,"Goniastrea favulus",NA,NA,"CORAL1","NT","Decreasing",6604462.95021587,20488994.5399724
"446","URM-Cn-5577",133560,"Goniastrea palauensis",NA,NA,"CORAL1","NT","Decreasing",5627804.31184642,22519016.3479288
"447","URM-Cn-5578",133414,"Goniastrea pectinata",NA,NA,"CORAL1","LC","Decreasing",6307436.15893513,27345834.4943847
"448","URM-Cn-5580",133634,"Goniastrea retiformis",NA,NA,"CORAL1","LC","Decreasing",7895752.9103003,25725771.7551306
"449","URM-Cn-5583",133003,"Leptastrea bewickensis",NA,NA,"CORAL1","NT","Decreasing",5564753.89218977,12308286.7776721
"450","URM-Cn-5584",132983,"Leptastrea bottae",NA,NA,"CORAL1","NT","Decreasing",10744202.7144752,17525483.7702964
"451","URM-Cn-5585",133424,"Leptastrea inaequalis",NA,NA,"CORAL1","NT","Decreasing",10380929.1510112,19506886.1534372
"452","URM-Cn-5586",133278,"Leptastrea pruinosa",NA,NA,"CORAL1","LC","Decreasing",7426670.02387028,22732873.5941849
"453","URM-Cn-5587",133090,"Leptastrea purpurea",NA,NA,"CORAL1","LC","Decreasing",10313735.4665668,29408665.0245157
"454","URM-Cn-5590",132980,"Leptoria phrygia",NA,NA,"CORAL1","NT","Decreasing",8051873.85877803,27308811.5023144
"455","URM-Cn-5614",133440,"Platygyra pini",NA,NA,"CORAL1","LC","Decreasing",6705244.57288878,25365757.5351231
"456","URM-Cn-5615",133493,"Platygyra ryukyuensis",NA,NA,"CORAL1","NT","Decreasing",6750324.67629341,21074682.9884127
"457","URM-Cn-5617",133059,"Platygyra verweyi",NA,NA,"CORAL1","NT","Decreasing",7313339.23797097,13341709.9121199
"458","SLB-184813",133139,"Isopora palifera",NA,NA,"CORAL1","NT","Decreasing",10948685.9972249,23681019.2459715
"459","URM-Cn-5620",133284,"Plesiastrea versipora",NA,NA,"CORAL1","LC","Decreasing",14915393.1686441,29447521.4859649
"460","URM-Cn-5621",133657,"Solenastrea bournoni",NA,NA,"CORAL1","LC","Stable",2586059.74995068,3275070.31159101
"461","URM-Cn-4798",133006,"Acropora palmata",NA,NA,"CORAL1","CR","Stable",1670250.10315551,3399459.30064335
"462","URM-Cn-4799",133531,"Acropora palmerae",NA,NA,"CORAL1","VU","Decreasing",9194676.81531633,19044545.5303797
"463","URM-Cn-4800",132972,"Acropora paniculata",NA,NA,"CORAL1","VU","Decreasing",8509595.95834013,17206762.3836568
"464","URM-Cn-4805",133247,"Acropora pharaonis",NA,NA,"CORAL1","VU","Decreasing",2990402.56998966,6388586.83495452
"465","Hol-208947",180518,"Actinopyga echinites",NA,NA,"SEACUCUMBERS","VU","Decreasing",13863964.2979834,20951886.4986198
"466","SLB-65995",180353,"Actinopyga agassizi",NA,NA,"SEACUCUMBERS","LC","Unknown",2045135.81466171,3988918.15235847
"467","Hol-149898",180298,"Parastichopus regalis",NA,NA,"SEACUCUMBERS","LC","Unknown",1524904.69744422,3750118.24611489
"468","Hol-125180",180492,"Holothuria mexicana",NA,NA,"SEACUCUMBERS","LC","Unknown",1890843.37790891,4133575.06679836
"469","Hol-148748",180421,"Holothuria atra",NA,NA,"SEACUCUMBERS","LC","Stable",13855878.2927368,29319220.1945662
"470","Hol-124525",180295,"Holothuria poli",NA,NA,"SEACUCUMBERS","LC","Unknown",1209358.34843446,2983555.55132433
"471","Hol-210813",180257,"Holothuria scabra",NA,NA,"SEACUCUMBERS","EN","Decreasing",10448685.3973577,23898549.4014773
"472","Hol-210835",180326,"Holothuria nobilis",NA,NA,"SEACUCUMBERS","EN",NA,14589104.1552297,30050200.7916861
"473","Hol-124501",180297,"Holothuria forskali",NA,NA,"SEACUCUMBERS","LC","Unknown",1231997.03833897,3778320.03572168
"474","Rep-3759",176750,"Laticauda colubrina",NA,NA,"non-homalopsids","LC","Stable",16515338.0540749,10052991.1243873
"475","Rep-110",176769,"Acrochordus granulatus",NA,NA,"non-homalopsids","LC","Stable",9065988.47795227,11083268.635132
"476","ITS-180498",23211,"Ziphius cavirostris",NA,16381144,"MAMMMARINE","LC","Unknown",326448508.084593,298929710.679927
"477","ITS-180505",10708,"Hyperoodon planifrons",NA,NA,"MAMMMARINE","LC","Unknown",147158578.22966,94040906.221821
"478","ITS-180630",2058,"Arctocephalus gazella",NA,NA,"MAMMMARINE","LC","Increasing",47717324.2298833,18273901.4606124
"479","ITS-180631",41664,"Arctocephalus forsteri",NA,NA,"MAMMMARINE","LC","Increasing",8952929.20016215,4904402.10690304
"480","ITS-180632",2062,"Arctocephalus tropicalis",NA,NA,"MAMMMARINE","LC","Increasing",39179861.5186529,14252439.1908727
"481","ITS-180633",2055,"Arctocephalus australis",NA,NA,"MAMMMARINE","LC","Increasing",2519332.59022449,2520738.29746289
"482","ITS-180636",2061,"Arctocephalus townsendi",NA,NA,"MAMMMARINE","NT","Increasing",4494989.5604609,1368747.93056019
"483","ITS-180649",17013,"Phoca vitulina",NA,NA,"MAMMMARINE","LC","Stable",9808748.77960201,10500888.3037511
"484","ITS-180653",9660,"Halichoerus grypus",NA,NA,"MAMMMARINE","LC","Increasing",5608869.47864645,3585704.71512394
"485","ITS-180657",6204,"Cystophora cristata",NA,NA,"MAMMMARINE","VU","Decreasing",12032115.2678331,8855611.62210297
"486","ITS-180521",8099,"Eschrichtius robustus",8097,NA,"MAMMMARINE","CR","Increasing",4648344.42609319,6648821.77324117
"487","ITS-180521",8097,"Eschrichtius robustus",NA,8099,"MAMMMARINE","LC","Stable",4648344.42609319,6648821.77324117
"488","ITS-180524",2474,"Balaenoptera acutorostrata",NA,NA,"MAMMMARINE","LC","Stable",363227433.897086,357102660.778467
"489","ITS-180526",2475,"Balaenoptera borealis",NA,NA,"MAMMMARINE","EN","Unknown",280060371.648719,324494117.390444
"490","ITS-180527",2478,"Balaenoptera physalus",NA,16208224,"MAMMMARINE","EN","Unknown",359010778.493093,358638150.396912
"491","ITS-180527",16208224,"Balaenoptera physalus",2478,NA,"MAMMMARINE","VU","Decreasing",359010778.493093,358638150.396912
"492","ITS-180528",2477,"Balaenoptera musculus",NA,2479,"MAMMMARINE","EN","Increasing",352510430.249929,352957239.912404
"493","ITS-180530",13006,"Megaptera novaeangliae",NA,132835,"MAMMMARINE","LC","Increasing",355701588.702372,355847381.564099
"494","ITS-180530",132832,"Megaptera novaeangliae",13006,NA,"MAMMMARINE","EN","Increasing",355701588.702372,355847381.564099
"495","ITS-180530",132835,"Megaptera novaeangliae",13006,NA,"MAMMMARINE","EN","Unknown",355701588.702372,355847381.564099
"496","ITS-180533",2472,"Balaena mysticetus",2467,NA,"MAMMMARINE","CR","Unknown",9559312.80208019,9717036.03138491
"497","ITS-180533",2468,"Balaena mysticetus",2467,NA,"MAMMMARINE","NT",NA,9559312.80208019,9717036.03138491
"498","ITS-180533",2469,"Balaena mysticetus",2467,NA,"MAMMMARINE","EN","Unknown",9559312.80208019,9717036.03138491
"499","ITS-180533",2467,"Balaena mysticetus",NA,2468,"MAMMMARINE","LC","Increasing",9559312.80208019,9717036.03138491
"500","ITS-180537",41712,"Eubalaena glacialis",NA,NA,"MAMMMARINE","EN","Unknown",9016642.20689619,13372151.0378087
"501","ITS-180547",7750,"Enhydra lutris",NA,NA,"MAMMTERR","EN","Decreasing",507595.095502715,2530328.47342489
"502","ITS-180411",41761,"Pontoporia blainvillei",17978,NA,"MAMMMARINE","VU","Decreasing",1790603.18177371,738927.067445746
"503","ITS-180411",17978,"Pontoporia blainvillei",NA,41761,"MAMMMARINE","VU","Decreasing",1790603.18177371,738927.067445746
"504","ITS-180417",20738,"Steno bredanensis",NA,NA,"MAMMMARINE","LC","Unknown",245133752.939838,216813114.927863
"505","ITS-180419",133710,"Sousa chinensis",20424,NA,"MAMMMARINE","CR","Decreasing",11789929.4624323,18240706.176743
"506","ITS-180419",20424,"Sousa chinensis",NA,133710,"MAMMMARINE","NT","Decreasing",11789929.4624323,18240706.176743
"507","ITS-180426",16369383,"Tursiops truncatus",22563,NA,"MAMMMARINE","VU","Decreasing",307555781.990697,259310978.960645
"508","ITS-180426",22563,"Tursiops truncatus",NA,194300,"MAMMMARINE","LC","Unknown",307555781.990697,259310978.960645
"509","ITS-180426",194300,"Tursiops truncatus",22563,NA,"MAMMMARINE","CR","Decreasing",307555781.990697,259310978.960645
"510","ITS-180430",20729,"Stenella attenuata",NA,NA,"MAMMMARINE","LC","Unknown",239936495.088282,218508498.307613
"511","ITS-180434",16674437,"Stenella coeruleoalba",20731,NA,"MAMMMARINE","VU","Unknown",274520794.233077,260249709.976973
"512","ITS-180434",20731,"Stenella coeruleoalba",NA,16674437,"MAMMMARINE","LC","Unknown",274520794.233077,260249709.976973
"513","ITS-180438",41762,"Delphinus delphis",6336,NA,"MAMMMARINE","EN","Decreasing",248377200.472065,90536746.317414
"514","ITS-180438",6336,"Delphinus delphis",NA,41762,"MAMMMARINE","LC","Unknown",248377200.472065,90536746.317414
"515","ITS-180440",11140,"Lagenodelphis hosei",NA,NA,"MAMMMARINE","LC","Unknown",236336608.340462,175183805.7835
"516","ITS-180442",11142,"Lagenorhynchus albirostris",NA,NA,"MAMMMARINE","LC","Unknown",12798366.6512078,12684567.5757934
"517","ITS-180443",11141,"Lagenorhynchus acutus",NA,NA,"MAMMMARINE","LC","Unknown",16408815.3322817,11420981.6437515
"518","ITS-180444",11145,"Lagenorhynchus obliquidens",NA,NA,"MAMMMARINE","LC","Unknown",29518604.5265149,16731335.650442
"519","ITS-180447",11144,"Lagenorhynchus cruciger",NA,NA,"MAMMMARINE","LC","Unknown",80663556.996889,64002396.7553957
"520","ITS-180454",12125,"Lissodelphis borealis",NA,NA,"MAMMMARINE","LC","Unknown",18904984.0944142,10609052.3427815
"521","ITS-180457",9461,"Grampus griseus",NA,16378423,"MAMMMARINE","LC","Unknown",294104294.441046,140867760.612474
"522","ITS-180459",16564,"Peponocephala electra",NA,NA,"MAMMMARINE","LC","Unknown",167452055.885862,182429755.973672
"523","ITS-180471",44187,"Orcaella brevirostris",15419,NA,"MAMMMARINE","CR","Decreasing",5962580.66599729,3715005.0488855
"524","ITS-180471",15419,"Orcaella brevirostris",NA,44556,"MAMMMARINE","VU","Decreasing",5962580.66599729,3715005.0488855
"525","ITS-180473",17031,"Phocoena phocoena",17027,NA,"MAMMMARINE","CR","Decreasing",16266546.9045975,14507217.7058441
"526","ITS-180473",17027,"Phocoena phocoena",NA,17031,"MAMMMARINE","LC","Unknown",16266546.9045975,14507217.7058441
"527","ITS-180480",17032,"Phocoenoides dalli",NA,NA,"MAMMMARINE","LC","Unknown",21004501.9974987,22433567.9074469
"528","ITS-180483",6335,"Delphinapterus leucas",NA,61442,"MAMMMARINE","NT","Unknown",32402211.6308138,12126628.9163283
"529","ITS-180483",61442,"Delphinapterus leucas",6335,NA,"MAMMMARINE","CR","Decreasing",32402211.6308138,12126628.9163283
"530","ITS-180485",13704,"Monodon monoceros",NA,NA,"MAMMMARINE","NT","Unknown",39073637.3752775,4454094.34221001
"531","ITS-180619",41665,"Otaria flavescens",NA,NA,"MAMMMARINE","LC","Stable",2032363.65565153,3160847.42693636
"532","ITS-180621",41666,"Zalophus californianus",NA,NA,"MAMMMARINE","LC","Increasing",3195811.42286108,1917660.12924575
"533","ITS-180623",14549,"Neophoca cinerea",NA,NA,"MAMMMARINE","EN","Decreasing",920056.570953509,1088826.89658278
"534","ITS-180625",8239,"Eumetopias jubatus",NA,17367725,"MAMMMARINE","NT","Increasing",5859674.33676078,7510519.02108651
"535","ITS-180627",3590,"Callorhinus ursinus",NA,NA,"MAMMMARINE","VU","Decreasing",20461295.6056109,18186815.2226552
"536","ITS-180665",15269,"Ommatophoca rossii",NA,NA,"MAMMMARINE","LC","Unknown",18750929.2949537,26143772.3976764
"537","ITS-180667",10340,"Hydrurga leptonyx",NA,NA,"MAMMMARINE","LC","Unknown",119046592.601377,43975541.5280938
"538","ITS-180669",11696,"Leptonychotes weddellii",NA,NA,"MAMMMARINE","LC","Unknown",18797341.6174793,29918463.0879597
"539","ITS-180672",13581,"Mirounga angustirostris",NA,NA,"MAMMMARINE","LC","Increasing",12616101.7379699,11053585.3996625
"540","ITS-180679",6909,"Dugong dugon",NA,NA,"MAMMMARINE","VU","Unknown",2757765.12680574,11544248.5080527
"541","ITS-180684",22103,"Trichechus manatus",NA,22106,"MAMMMARINE","VU","Decreasing",383672.694644924,3204337.81187233
"542","ITS-552771",133704,"Eubalaena australis",8153,NA,"MAMMMARINE","CR","Unknown",147518646.631504,84811722.8515089
"543","ITS-552771",8153,"Eubalaena australis",NA,133704,"MAMMMARINE","LC","Increasing",147518646.631504,84811722.8515089
"544","ITS-622014",41668,"Zalophus wollebaeki",NA,NA,"MAMMMARINE","EN","Decreasing",188278.294635521,303500.85660226
"545","ITS-622018",41672,"Pusa hispida",NA,NA,"MAMMMARINE","LC","Unknown",33948994.8983856,21294174.5508517
"546","ITS-622022",41671,"Pagophilus groenlandicus",NA,NA,"MAMMMARINE","LC","Increasing",5769901.11483798,11243042.819621
"547","ITS-622023",12246,"Lobodon carcinophaga",NA,NA,"MAMMMARINE","LC","Unknown",109538600.752791,26143772.3976764
"548","SLB-120063",192323,"Conus milneedwardsi",NA,NA,"CONUS","LC","Unknown",5624590.79325995,4224827.6769349
"549","SLB-120088",192380,"Conus floridulus",NA,NA,"CONUS","LC","Unknown",14170890.7864671,17425512.9517135
"550","SLB-120147",192408,"Conus monile",NA,NA,"CONUS","LC","Unknown",1707276.58699207,2050297.08648633
"551","SLB-120153",192276,"Conus praecellens",NA,NA,"CONUS","LC","Unknown",15440553.9846691,15756888.9120757
"552","SLB-129356",192641,"Conus orbignyi",NA,NA,"CONUS","LC","Unknown",6947718.17193877,7656729.4857067
"553","Hol-208956",180337,"Actinopyga mauritiana",NA,NA,"SEACUCUMBERS","VU","Decreasing",14033540.724436,23367089.7352234
"554","Hol-208949",180265,"Actinopyga miliaris",NA,NA,"SEACUCUMBERS","VU","Decreasing",11945303.5461717,25304650.6200023
"555","Hol-210768",180541,"Bohadschia argus",NA,NA,"SEACUCUMBERS","LC","Stable",14399008.9953089,21441848.8029057
"556","Hol-241820",180395,"Holothuria coluber",NA,NA,"SEACUCUMBERS","LC","Unknown",8367107.46633924,17171512.7149152
"557","Hol-210882",180400,"Holothuria edulis",NA,NA,"SEACUCUMBERS","LC","Unknown",14014087.6277561,23358387.463382
"558","Hol-210874",180326,"Holothuria fuscogilva",NA,NA,"SEACUCUMBERS","EN",NA,13299237.2749924,2793145.75557991
"559","Hol-210874",200715,"Holothuria fuscogilva",NA,NA,"SEACUCUMBERS","VU","Decreasing",13299237.2749924,2793145.75557991
"560","SLB-88397",180414,"Holothuria fuscopunctata",NA,NA,"SEACUCUMBERS","LC","Unknown",13807670.4171684,14464693.7037777
"561","Hol-210772",180248,"Pearsonothuria graeffei",NA,NA,"SEACUCUMBERS","LC","Unknown",13512692.0502223,27308532.4796443
"562","Hol-149789",180477,"Stichopus chloronotus",NA,NA,"SEACUCUMBERS","LC","Stable",12905502.9995069,27541283.1814941
"563","Hol-210916",180481,"Thelenota ananas",NA,NA,"SEACUCUMBERS","EN","Decreasing",13546377.1057248,21909025.4589248
"564","Rep-34",176756,"Acalyptophis peronii",NA,NA,"non-homalopsids","LC","Stable",10595916.5658549,3154300.80409518
"565","Rep-205",176757,"Aipysurus eydouxii",NA,NA,"non-homalopsids","LC","Unknown",9394752.14239035,7213955.18833652
"566","Rep-208",176704,"Aipysurus laevis",NA,NA,"non-homalopsids","LC","Decreasing",9407973.82014051,2137654.25484038
"567","Rep-865",176708,"Astrotia stokesii",NA,NA,"non-homalopsids","LC","Unknown",12597230.5934508,9990079.69495193
"568","Rep-2758",176720,"Emydocephalus annulatus",NA,NA,"non-homalopsids","LC","Decreasing",8529939.24252963,1216229.20875844
"569","Rep-2769",176719,"Enhydrina schistosa",NA,NA,"non-homalopsids","LC","Stable",12379849.5804665,8753424.04962854
"570","Rep-3490",176734,"Hydrophis elegans",NA,NA,"non-homalopsids","LC","Stable",8893134.60649196,2966634.4652174
"571","Rep-3744",176746,"Lapemis curtus",NA,NA,"non-homalopsids","LC","Unknown",13776762.9972113,10460742.8267411
"572","Hol-367868",180519,"Isostichopus badionotus",NA,NA,"SEACUCUMBERS","LC","Unknown",2390236.2238193,5148035.1887742
"573","Hol-529402",180235,"Holothuria hilla",NA,NA,"SEACUCUMBERS","LC","Unknown",16500960.4173873,29497276.2284547
"574","Hol-210880",180443,"Holothuria rigida",NA,NA,"SEACUCUMBERS","LC","Unknown",10875893.8077557,25406770.2427473
"575","SLB-93391",133649,"Acropora abrotanoides",NA,NA,"CORAL1","LC","Decreasing",12436873.43354,26072067.3703203
"576","SLB-93466",133387,"Acropora globiceps",NA,NA,"CORAL1","VU","Decreasing",6824113.37748781,15869271.7127412
"577","SLB-93474",133115,"Acropora retusa",NA,NA,"CORAL1","VU","Decreasing",10819345.3899635,13693208.5914368
"578","SLB-93562",192719,"Conus litteratus",NA,NA,"CONUS","LC","Unknown",14105291.2967173,30101732.0925392
"579","SLB-93568",192812,"Conus quercinus",NA,NA,"CONUS","LC","Unknown",20046004.4311459,32617208.8931305
"580","SLB-93570",192614,"Conus suratensis",NA,NA,"CONUS","LC",NA,9371662.06619312,15901012.9205814
"581","SLB-93574",192298,"Conus betulinus",NA,NA,"CONUS","LC","Unknown",14848505.5766264,21735193.5838995
"582","SLB-93578",192636,"Conus coronatus",NA,NA,"CONUS","LC","Unknown",14608080.2096395,32975743.7694783
"583","SLB-93583",192562,"Conus flavidus",NA,NA,"CONUS","LC","Unknown",14140253.766774,32121239.3046393
"584","SLB-93586",192460,"Conus generalis",NA,NA,"CONUS","LC","Unknown",12405038.4253876,25343646.515068
"585","SLB-93588",192386,"Conus leopardus",NA,NA,"CONUS","LC","Unknown",14117286.0975622,16439715.4108664
"586","SLB-93588",192778,"Conus leopardus",NA,NA,"CONUS","LC","Unknown",14117286.0975622,16439715.4108664
"587","SLB-93593",133682,"Acropora subulata",NA,NA,"CORAL1","LC","Decreasing",9789288.42769356,20905539.0888832
"588","SLB-93594",192844,"Conus lividus",NA,NA,"CONUS","LC","Unknown",14816990.7466522,31568159.6816418
"589","SLB-93600",192701,"Conus marmoreus",NA,NA,"CONUS","LC","Unknown",14018091.0097971,21742186.8566802
"590","SLB-93607",192743,"Conus tessulatus",NA,NA,"CONUS","LC","Stable",14656658.3181694,33054705.7959693
"591","SLB-93610",192316,"Conus textile",NA,NA,"CONUS","LC",NA,14252928.4603187,32695096.8166795
"592","SLB-93690",133195,"Acropora appressa",NA,NA,"CORAL1","NT","Decreasing",1272851.51394033,3201237.0082753
"593","SLB-93747",133338,"Acropora speciosa",NA,NA,"CORAL1","VU","Decreasing",9275913.66760378,14994783.7676285
"594","SLB-93757",133227,"Astreopora expansa",NA,NA,"CORAL1","NT","Decreasing",11164108.7614754,21018746.4211837
"595","SLB-100581",192870,"Conus arenatus",NA,NA,"CONUS","LC","Unknown",6875752.31080446,NA
"596","SLB-100581",192786,"Conus arenatus",NA,NA,"CONUS","LC","Unknown",6875752.31080446,NA
"597","SLB-100585",192815,"Conus auricomus",NA,NA,"CONUS","LC","Unknown",7712650.28676013,28781796.4054715
"598","SLB-100589",192297,"Conus bullatus",NA,NA,"CONUS","LC","Unknown",10516393.4024343,27450357.8666645
"599","SLB-100590",192367,"Conus catus",NA,NA,"CONUS","LC","Unknown",7966775.88263657,32807389.3815753
"600","SLB-100596",192793,"Conus cylindraceus",NA,NA,"CONUS","LC","Unknown",7742623.52107794,19298133.5614184
"601","SLB-100599",192305,"Conus distans",NA,NA,"CONUS","LC","Unknown",8552925.6447381,30968820.888418
"602","SLB-100602",192611,"Conus ebraeus",NA,NA,"CONUS","LC","Unknown",10621636.1406185,31139274.694178
"603","SLB-100604",192700,"Conus eburneus",NA,NA,"CONUS","LC","Unknown",9541443.63702156,30995176.532668
"604","SLB-100609",192419,"Conus frigidus",NA,NA,"CONUS","LC","Unknown",6807935.59241567,22210916.272242
"605","SLB-100612",192789,"Conus tulipa",NA,NA,"CONUS","LC","Unknown",7447330.31786519,29775352.6690219
"606","SLB-100613",192586,"Conus terebra",NA,NA,"CONUS","LC","Unknown",7936211.81046563,31904838.5017337
"607","SLB-100614",192648,"Conus tenuistriatus",NA,NA,"CONUS","LC","Unknown",10056518.1202583,13901756.4684632
"608","SLB-100615",192321,"Conus striatus",NA,NA,"CONUS","LC","Stable",18147333.3940292,32901940.2055506
"609","SLB-100617",192296,"Conus sanguinolentus",NA,NA,"CONUS","LC","Unknown",7162123.75526679,1518798.22422166
"610","SLB-100617",192370,"Conus sanguinolentus",NA,NA,"CONUS","LC","Unknown",7162123.75526679,1518798.22422166
"611","SLB-100618",192428,"Conus rattus",NA,NA,"CONUS","LC","Unknown",10719285.4447487,32950464.061898
"612","SLB-100619",192506,"Conus pulicarius",NA,NA,"CONUS","LC",NA,7345563.44898412,22875721.4553939
"613","SLB-100620",192879,"Conus pertusus",NA,NA,"CONUS","LC","Unknown",9683082.30996086,30658133.4799606
"614","SLB-100621",192819,"Conus omaria",NA,NA,"CONUS","LC","Unknown",8707941.90169345,23962523.5572484
"615","SLB-100622",192318,"Conus nussatella",NA,NA,"CONUS","LC","Unknown",7916403.55027343,32883872.3773141
"616","SLB-100624",192356,"Conus mustelinus",NA,NA,"CONUS","LC","Unknown",7119021.84205803,20121957.3232858
"617","SLB-100625",192796,"Conus musicus",NA,NA,"CONUS","LC","Unknown",6772337.05331101,19961843.5121788
"618","SLB-100626",192327,"Conus muriculatus",NA,NA,"CONUS","LC","Unknown",8031834.06875533,22786043.5513981
"619","SLB-100627",192564,"Conus moreleti",NA,NA,"CONUS","LC","Unknown",6238686.98872911,29072724.6804547
"620","SLB-100628",192590,"Conus miliaris",NA,NA,"CONUS","LC","Unknown",8021815.36304491,32730982.9930251
"621","SLB-100629",192634,"Conus miles",NA,NA,"CONUS","LC","Unknown",8280044.29882875,32295361.5701923
"622","SLB-100630",192573,"Conus magnificus",NA,NA,"CONUS","LC","Unknown",8360495.13707837,7955434.06540665
"623","SLB-100632",192378,"Conus litoglyphus",NA,NA,"CONUS","LC","Unknown",7544991.82395747,32620328.124474
"624","SLB-100633",192843,"Conus legatus",NA,NA,"CONUS","LC","Unknown",9326437.32464415,21101981.8627677
"625","SLB-100635",192593,"Conus imperialis",NA,NA,"CONUS","LC","Unknown",11182741.6977015,29415404.0518762
"626","SLB-100637",192722,"Conus glans",NA,NA,"CONUS","LC","Unknown",6848583.70055148,29863101.4299474
"627","SLB-100638",192772,"Conus geographus",NA,NA,"CONUS","LC","Unknown",8094238.74918894,31545049.9440254
"628","SLB-100640",192342,"Conus emaciatus",NA,NA,"CONUS","LC","Unknown",9102857.57871127,27446361.0912788
"629","SLB-100643",192847,"Conus consors",NA,NA,"CONUS","LC","Unknown",6902700.78653901,22003061.9588636
"630","SLB-100646",192754,"Conus coffeae",NA,NA,"CONUS","LC","Unknown",6566213.60431383,21990213.9662641
"631","SLB-100647",192328,"Conus coelinae",NA,NA,"CONUS","LC","Unknown",3792431.84620494,3181483.13057968
"632","SLB-100649",192737,"Conus canonicus",NA,NA,"CONUS","LC","Unknown",6495552.58509596,31168033.0595873
"633","SLB-100652",192507,"Conus capitaneus",NA,NA,"CONUS","LC","Unknown",11264018.489158,25387577.4420364
