iucn_sid,am_sid,sciname,match
133497,SLB-62380,Caulastrea echinulata,id
133498,URM-Cn-5473,Turbinaria peltata,id
133500,URM-Cn-4771,Acropora kosurini,id
133502,URM-Cn-6142,Psammocora superficialis,id
133504,URM-Cn-6055,Porites furcata,id
133509,URM-Cn-5789,Podabacia motuporensis,id
133511,URM-Cn-5916,Oculina patagonica,id
133513,URM-Cn-4712,Acropora anthocercis,id
133516,URM-Cn-5556,Favia truncatus,id
133521,URM-Cn-5006,Stephanocoenia intersepta,id
133522,URM-Cn-4959,Helioseris cucullata,id
133525,URM-Cn-4920,Montipora monasteriata,id
133527,URM-Cn-5879,Mussismilia harttii,id
133528,URM-Cn-5859,Blastomussa merleti,id
133530,SLB-117551,Stylophora subseriata,id
133532,URM-Cn-4851,Acropora verweyi,id
133534,URM-Cn-5986,Pocillopora zelli,id
133535,URM-Cn-4950,Agaricia agaricites,id
133538,SLB-62658,Herpolitha limax,id
133543,SLB-158796,Porites brighami,id
133545,SLB-62704,Paraclavarina triangularis,id
133547,URM-Cn-4855,Acropora yongei,id
133548,URM-Cn-5007,Stylocoeniella armata,id
133551,URM-Cn-5865,Lobophyllia corymbosa,id
133556,URM-Cn-4935,Montipora spumosa,id
133557,SLB-158238,Acanthastrea brevis,id
133560,URM-Cn-5577,Goniastrea palauensis,id
133563,URM-Cn-4927,Montipora peltiformis,id
133564,URM-Cn-5863,Isophyllastrea rigida,id
133566,URM-Cn-5886,Scolymia australis,id
133569,URM-Cn-5538,Favia favus,id
133570,URM-Cn-6140,Psammocora profundacella,id
133571,URM-Cn-5609,Platygyra carnosus,id
133574,SLB-158797,Porites pukoensis,id
133575,SLB-61985,Cladocora arbuscula,id
133581,URM-Cn-4985,Pavona diffluens,id
133582,SLB-62826,Oxypora crassispinosa,id
133584,SLB-158799,Porites divaricata,id
133587,URM-Cn-5794,Sandalolitha dentata,id
133589,URM-Cn-6136,Psammocora explanulata,id
133590,URM-Cn-6147,Siderastrea savignyana,id
133591,URM-Cn-5864,Isophyllia sinuosa,id
133592,URM-Cn-4747,Acropora exquisita,id
133595,W-Hyd-210730,Millepora platyphylla,id
133597,URM-Cn-5746,Cantharellus doederleini,id
133599,URM-Cn-4944,Montipora undata,id
133604,URM-Cn-4713,Acropora arabensis,id
133606,URM-Cn-5895,Symphyllia recta,id
133607,URM-Cn-6020,Goniopora minor,id
133611,URM-Cn-5972,Madracis senaria,id
133613,URM-Cn-6077,Porites solida,id
133614,SLB-62852,Seriatopora guttatus,id
133619,URM-Cn-5868,Lobophyllia diminuta,id
133621,URM-Cn-4849,Acropora valenciennesi,id
133622,URM-Cn-4883,Montipora capitata,id
133631,URM-Cn-5534,Erythrastrea flabellata,id
133633,URM-Cn-5471,Turbinaria mesenterina,id
133634,URM-Cn-5580,Goniastrea retiformis,id
133636,URM-Cn-4964,Leptoseris gardineri,id
133637,URM-Cn-5980,Pocillopora indiania,id
133638,URM-Cn-5546,Favia maritima,id
133639,URM-Cn-4806,Acropora pichoni,id
133642,URM-Cn-5848,Acanthastrea hemprichii,id
133645,SLB-184819,Porites somaliensis,id
133646,URM-Cn-4947,Montipora verrucosa,id
133647,URM-Cn-4809,Acropora polystoma,id
133648,URM-Cn-5514,Cyphastrea microphthalma,id
133649,SLB-93391,Acropora abrotanoides,id
133651,URM-Cn-5613,Platygyra lamellina,id
133653,URM-Cn-4732,Isopora cylindrica,id
133654,URM-Cn-5561,Favites chinensis,id
133658,SLB-93454,Acropora bifurcata,id
133659,URM-Cn-5991,Stylophora kuehlmanni,id
133660,SLB-184810,Isopora cuneata,id
133662,URM-Cn-5905,Galaxea fascicularis,id
133665,URM-Cn-5581,Goniastrea thecata,id
133666,URM-Cn-4785,Acropora millepora,id
133668,URM-Cn-6030,Goniopora stokesi,id
133672,SLB-158629,Acropora efflorescens,id
133673,URM-Cn-5766,Fungia paumotensis,id
133674,URM-Cn-4919,Montipora mollis,id
133676,URM-Cn-6143,Psammocora vaughani,id
133679,URM-Cn-5428,Heteropsammia cochlea,id
133680,URM-Cn-6038,Porites astreoides,id
133682,SLB-93593,Acropora subulata,id
133685,URM-Cn-5995,Stylophora pistillata,id
133686,URM-Cn-4961,Leptoseris cailleti,id
133690,URM-Cn-5513,Cyphastrea japonica,id
133693,URM-Cn-5795,Sandalolitha robusta,id
133697,URM-Cn-5475,Turbinaria reniformis,id
133702,URM-Cn-4987,Pavona duerdeni,id
136315,ITS-Mam-771132,Orcaella heinsohni,id
154623,Fis-31462,Cheilinus trilobatus,id
154630,Fis-133923,Canthigaster inframacula,id
154643,Fis-25990,Parenchelyurus hepburni,id
154676,Fis-21841,Scarus prasiognathos,id
154677,Fis-31417,Scarus festivus,id
154680,Fis-32647,Dentex barnardi,id
154697,Fis-30092,Xyrichtys martinicensis,id
154701,Fis-28631,Pseudolabrus luculentus,id
154706,Fis-21839,Scarus dubius,id
154720,Fis-145572,Suezichthys bifurcatus,id
154734,Fis-26110,Pagrus auratus,id
154753,Fis-49046,Hypleurochilus bananensis,id
154760,Fis-31484,Chromis alpha,id
154780,Fis-28645,Siphonognathus beddomei,id
154788,Fis-31453,Hemitaurichthys thompsoni,id
154809,Fis-58059,Apolemichthys kingi,id
154812,Fis-31865,Amphiprion sandaracinos,id
154818,Fis-51787,Acanthurus gahhm,id
154829,Fis-128246,Parablennius yatabei,id
154831,Fis-24501,Chromis punctipinnis,id
154841,Fis-113731,Dotalabrus alleni,id
154856,Fis-35167,Chromis pembae,id
154891,Fis-35454,Cirrhilabrus lineatus,id
154904,Fis-26248,Halichoeres ornatissimus,id
154915,Fis-27908,Teixeirichthys jordani,id
154920,Fis-28282,Chrysiptera flavipinnis,id
154927,Fis-146748,Entomacrodus macrospilus,id
154946,Fis-29512,Scomberomorus queenslandicus,id
154947,Fis-35292,Ecsenius trilineatus,id
154954,Fis-28998,Thalassoma lucasanum,id
154960,Fis-31423,Scarus oviceps,id
154971,Fis-26763,Scarus viridifucatus,id
154972,Fis-59731,Parablennius zvonimiri,id
155006,Fis-26809,Coris caudimacula,id
155013,Fis-49130,Parablennius parvicornis,id
155017,Fis-32519,Labroides phthirophagus,id
155029,Fis-32512,Salarias ceramensis,id
155032,Fis-35462,Cirrhilabrus rubripinnis,id
155034,Fis-32415,Crossosalarias macrospilus,id
155076,Fis-26972,Halichoeres notospilus,id
155079,Fis-28707,Torquigener tuberculiferus,id
155083,Fis-27342,Centropyge acanthops,id
155096,Fis-22818,Sarda sarda,id
155098,Fis-28234,Chromis flavicauda,id
155099,Fis-28969,Omobranchus anolius,id
155108,Fis-138844,Omobranchus rotundiceps,id
155120,Fis-25960,Naso vlamingii,id
155146,Fis-31471,Anampses melanurus,id
155180,Fis-29746,Calamus cervigoni,id
155186,Fis-25099,Cirripectes filamentosus,id
155193,Fis-27747,Coradion melanopus,id
155194,Fis-144753,Cirripectes alleni,id
155220,Fis-22163,Chaetodon sedentarius,id
155221,Fis-138816,Halichoeres papilionaceus,id
155238,Fis-28627,Halichoeres binotopsis,id
155250,Fis-31047,Dentex congoensis,id
155252,Fis-140522,Pseudojuloides kaleidos,id
155276,Fis-22834,Thunnus atlanticus,id
155290,Fis-25406,Scarus schlegeli,id
155308,Fis-26704,Centropyge loricula,id
155313,Fis-31872,Canthigaster leoparda,id
155314,Fis-134684,Pseudocheilinus ocellatus,id
158632,Fis-35632,Salarias sinuosus,id
165607,Fis-32633,Chaetodon falcula,id
165608,Fis-35229,Heniochus pleurotaenia,id
165609,Fis-35091,Chaetodon larvatus,id
165610,Fis-32653,Chaetodon leucopleura,id
165611,Fis-22162,Chaetodon ocellatus,id
165612,Fis-59414,Chaetodon zanzibarensis,id
165613,Fis-148572,Prognathodes brasiliensis,id
165614,Fis-162910,Roa jayakari,id
165615,Fis-31436,Chaetodon mertensii,id
165616,Fis-31910,Chelmon marginalis,id
165618,Fis-58066,Chaetodon mesoleucos,id
165619,Fis-32530,Chaetodon guttatissimus,id
165620,Fis-31430,Chaetodon burgessi,id
165621,Fis-148569,Prognathodes aya,id
165622,Fis-31456,Heniochus singularius,id
165623,Fis-31439,Chaetodon octofasciatus,id
165624,Fis-32539,Chaetodon triangulum,id
165625,Fis-35094,Chaetodon paucifasciatus,id
165626,Fis-25701,Heniochus acuminatus,id
165627,Fis-148575,Prognathodes aculeatus,id
165628,Fis-31391,Chaetodon kleinii,id
165630,Fis-31451,Chaetodon vagabundus,id
165631,Fis-31427,Chaetodon auriga,id
165632,Fis-31440,Chaetodon punctatofasciatus,id
165633,Fis-28456,Johnrandallia nigrirostris,id
165634,Fis-31860,Chaetodon austriacus,id
165635,Fis-32747,Chaetodon humeralis,id
165636,Fis-35231,Chaetodon nippon,id
165637,Fis-22164,Chaetodon striatus,id
165638,Fis-31437,Chaetodon meyeri,id
165639,Fis-17443,Roa excelsa,id
165640,Fis-31454,Heniochus chrysostomus,id
165641,Fis-31874,Chaetodon ornatissimus,id
165642,Fis-32531,Chaetodon madagaskariensis,id
165643,Fis-31905,Chaetodon selene,id
165646,Fis-148570,Prognathodes guyanensis,id
165648,Fis-33881,Chaetodon decussatus,id
165649,Fis-58068,Chaetodon gardineri,id
165650,Fis-31455,Heniochus monoceros,id
165651,Fis-25697,Chaetodon lunula,id
165652,Fis-25702,Heniochus varius,id
165653,Fis-31893,Chaetodon pelewensis,id
165654,Fis-33074,Chaetodon dolosus,id
165655,Fis-32544,Chaetodon multicinctus,id
165656,Fis-31856,Chaetodon xanthurus,id
165657,Fis-31895,Chaetodon plebeius,id
165659,Fis-25650,Chelmon rostratus,id
165660,Fis-62923,Chelmon muelleri,id
165661,Fis-26749,Parachaetodon ocellatus,id
165662,Fis-32542,Chaetodon fremblii,id
165663,Fis-31915,Chaetodon argentatus,id
165664,Fis-31399,Chaetodon oxycephalus,id
165665,Fis-31449,Chaetodon ulietensis,id
165666,Fis-33082,Chaetodon mitratus,id
165667,Fis-25699,Forcipiger longirostris,id
165668,Fis-31431,Chaetodon citrinellus,id
165669,Fis-31434,Chaetodon lineolatus,id
165670,Fis-35096,Chaetodon semilarvatus,id
165671,Fis-32532,Chaetodon xanthocephalus,id
165672,Fis-25700,Hemitaurichthys polylepis,id
165673,Fis-31448,Chaetodon trifasciatus,id
165674,Fis-25458,Prognathodes marcellae,id
165675,Fis-35297,Chaetodon smithi,id
165676,Fis-31438,Chaetodon ocellicaudus,id
165677,Fis-34757,Roa modestus,id
165678,Fis-31441,Chaetodon quadrimaculatus,id
165679,Fis-35236,Chaetodon trichrous,id
165680,Fis-31442,Chaetodon rafflesii,id
165681,Fis-31432,Chaetodon ephippium,id
165682,Fis-28538,Amphichaetodon howensis,id
165683,Fis-32521,Heniochus diphreutes,id
165684,Fis-151993,Chaetodon interruptus,id
165685,Fis-31916,Chaetodon wiebeli,id
165686,Fis-31429,Chaetodon bennetti,id
165687,Fis-31906,Chaetodon tricinctus,id
165688,Fis-31867,Chaetodon flavirostris,id
165689,Fis-31435,Chaetodon melannotus,id
165691,Fis-35097,Heniochus intermedius,id
165692,Fis-31428,Chaetodon baronessa,id
165693,Fis-31908,Chaetodon auripes,id
165694,Fis-31445,Chaetodon speculum,id
165695,Fis-22160,Chaetodon capistratus,id
165696,Fis-35234,Chaetodon nigropunctatus,id
165697,Fis-34428,Coradion altivelis,id
165698,Fis-31446,Chaetodon tinkeri,id
165700,Fis-31212,Chaetodon hoefleri,id
165701,Fis-138631,Prognathodes falcifer,id
165702,Fis-25698,Coradion chrysozonus,id
165703,Fis-31859,Chaetodon aureofasciatus,id
165704,Fis-35803,Chaetodon lunulatus,id
165705,Fis-35089,Chaetodon fasciatus,id
165706,Fis-58081,Chelmonops curiosus,id
165707,Fis-142113,Chaetodon andamanensis,id
165709,Fis-32634,Chaetodon blackburnii,id
165710,Fis-31862,Chaetodon assarius,id
165711,Fis-31861,Chaetodon adiergastos,id
165712,Fis-31447,Chaetodon trifascialis,id
165713,Fis-31443,Chaetodon reticulatus,id
165714,Fis-31450,Chaetodon unimaculatus,id
165716,Fis-31452,Forcipiger flavissimus,id
165717,Fis-31904,Chaetodon rainfordi,id
165718,Fis-31868,Chaetodon guentheri,id
165719,Fis-26699,Hemitaurichthys zoster,id
165720,Fis-27746,Chelmonops truncatus,id
165721,Fis-31248,Chaetodon miliaris,id
165723,Fis-32538,Chaetodon collare,id
165724,Fis-35232,Chaetodon melapterus,id
165725,Fis-31444,Chaetodon semeion,id
165726,Fis-58083,Chaetodon dialeucos,id
165727,Fis-33857,Amphichaetodon melbae,id
165822,Fis-27169,Apolemichthys griffisi,id
165825,Fis-34365,Holacanthus africanus,id
165826,Fis-34344,Chaetodontoplus chrysocephalus,id
165828,Fis-26703,Centropyge fisheri,id
165829,Fis-25750,Pomacanthus xanthometopon,id
165830,Fis-34254,Centropyge hotumatua,id
165831,Fis-28090,Pomacanthus chrysurus,id
165832,Fis-30117,Holacanthus bermudensis,id
165833,Fis-26757,Pomacanthus maculosus,id
165834,Fis-17303,Apolemichthys arcuatus,id
165835,Fis-26169,Apolemichthys trimaculatus,id
165837,Fis-22168,Centropyge argi,id
165838,Fis-32986,Centropyge colini,id
165839,Fis-28087,Pomacanthus asfur,id
165840,Fis-26189,Pomacanthus sexstriatus,id
165841,Fis-34217,Apolemichthys xanthopunctatus,id
165842,Fis-58074,Pomacanthus rhomboides,id
165843,Fis-27124,Genicanthus melanospilos,id
165844,Fis-28015,Apolemichthys xanthurus,id
165845,Fis-28065,Genicanthus caudovittatus,id
165846,Fis-34362,Genicanthus spinus,id
165847,Fis-34196,Chaetodontoplus ballinae,id
165848,Fis-31480,Centropyge heraldi,id
165849,Fis-143219,Centropyge ferrugata,id
165850,Fis-27817,Chaetodontoplus melanosoma,id
165851,Fis-25751,Pomacanthus semicirculatus,id
165852,Fis-152142,Paracentropyge multifasciata,id
165853,Fis-28014,Apolemichthys xanthotis,id
165854,Fis-58055,Centropyge debelius,id
165855,Fis-34191,Centropyge eibli,id
165856,Fis-28077,Genicanthus semifasciatus,id
165857,Fis-27945,Chaetodontoplus duboulayi,id
165858,Fis-166181,Centropyge interruptus,id
165860,Fis-59453,Centropyge vrolikii,id
165862,Fis-26162,Pomacanthus imperator,id
165864,Fis-31481,Genicanthus bellus,id
165865,Fis-34233,Centropyge aurantonotus,id
165867,Fis-25749,Pomacanthus navarchus,id
165868,Fis-26239,Centropyge nox,id
165870,Fis-27944,Chaetodontoplus conspicillatus,id
165871,Fis-143216,Centropyge bispinosa,id
165872,Fis-27125,Genicanthus watanabei,id
165873,Fis-26756,Pomacanthus annularis,id
165874,Fis-32559,Genicanthus personatus,id
165876,Fis-26182,Centropyge multispinis,id
165878,Fis-143220,Centropyge flavissima,id
165879,Fis-24678,Holacanthus tricolor,id
165880,Fis-32755,Holacanthus passer,id
165881,Fis-27948,Chaetodontoplus personifer,id
165882,Fis-28063,Chaetodontoplus septentrionalis,id
165883,Fis-24677,Holacanthus ciliaris,id
165884,Fis-25748,Chaetodontoplus mesoleucus,id
165885,Fis-26195,Pygoplites diacanthus,id
165887,Fis-23732,Pomacanthus arcuatus,id
165888,Fis-26221,Genicanthus lamarck,id
165889,Fis-26971,Pomacanthus zonipectus,id
165890,Fis-34261,Centropyge joculator,id
165891,Fis-34182,Chaetodontoplus meredithi,id
165893,Fis-143215,Centropyge aurantia,id
165895,Fis-34246,Centropyge flavipectoralis,id
165896,Fis-34264,Centropyge multicolor,id
165897,Fis-143222,Centropyge nigriocellus,id
165898,Fis-23733,Pomacanthus paru,id
165899,Fis-32546,Centropyge potteri,id
165900,Fis-143223,Centropyge venusta,id
165901,Fis-26181,Centropyge tibicen,id
165902,Fis-25632,Centropyge bicolor,id
165910,Fis-24499,Chromis cyanea,id
166868,Fis-22902,Megalops cyprinoides,id
168374,Fis-164150,Chaetodontoplus poliourus,id
169679,Fis-161602,Centropyge abei,id
169948,ITS-552952,Jasus frontalis,id
169949,ITS-97666,Scyllarus arctus,id
169951,ITS-199949,Panulirus penicillatus,id
169954,ITS-199950,Scyllarides haanii,id
169955,ITS-97315,Homarus gammarus,id
169956,ITS-552946,Thymopides grobovi,id
169958,ITS-97309,Nephropsis aculeata,id
169960,ITS-553011,Ibacus brucei,id
169962,ITS-552914,Acanthacaris tenuimana,id
169963,ITS-552938,Metanephrops mozambicus,id
169964,ITS-552971,Panulirus echinatus,id
169965,ITS-552933,Metanephrops australiensis,id
169966,ITS-97650,Panulirus interruptus,id
169967,ITS-97317,Nephrops norvegicus,id
169968,ITS-552982,Panulirus versicolor,id
169969,ITS-553008,Evibacus princeps,id
169972,ITS-552935,Metanephrops challengeri,id
169973,ITS-97312,Nephropsis neglecta,id
169974,ITS-552922,Nephropsis stewarti,id
169976,ITS-97648,Panulirus argus,id
169978,Chn-b75cc929-1ac6-410b-888c-9ab8e709b6d0,Scammarctus batei,id
169979,ITS-553055,Thenus orientalis,id
169981,ITS-97321,Eunephrops manningi,id
169984,ITS-553014,Ibacus peronii,id
169985,ITS-552916,Nephropsis acanthura,id
169986,ITS-97311,Nephropsis rosea,id
169987,ITS-552977,Panulirus ornatus,id
169988,ITS-97651,Panulirus guttatus,id
169989,SLB-165892,Petrarctus brevicornis,id
169990,ITS-552979,Panulirus polyphagus,id
169991,ITS-553007,Scyllarides tridacnophaga,id
169995,ITS-553016,Parribacus holthuisi,id
169996,ITS-553015,Parribacus caledonicus,id
169999,ITS-552965,Palinurus gilchristi,id
170000,ITS-97319,Acanthacaris caeca,id
170002,ITS-553004,Scyllarides elisabethae,id
170004,Chn-b131aac2-f572-412d-992d-0a5de940cc27,Remiarctus bertholdii,id
170005,SLB-184639,Nupalirus japonicus,id
170006,ITS-552975,Panulirus japonicus,id
170007,ITS-552986,Puerulus carinatus,id
170008,ITS-660118,Scyllarides squammosus,id
170009,ITS-97314,Homarus americanus,id
170010,ITS-552964,Palinurus delagoae,id
170011,ITS-552987,Puerulus sewelli,id
170013,ITS-553017,Parribacus japonicus,id
170014,ITS-97652,Panulirus laevicauda,id
170015,ITS-97696,Palinurellus gundlachi,id
170016,ITS-552988,Puerulus velutinus,id
170017,NZ-7290,Sagmariasus verreauxi,id
170018,ITS-552921,Nephropsis occidentalis,id
170021,ITS-97323,Metanephrops binghami,id
170023,ITS-553013,Ibacus novemdentatus,id
170024,ITS-552926,Thymopsis nilenta,id
170025,ITS-660225,Jasus edwardsii,id
170026,ITS-553010,Ibacus brevipes,id
170028,ITS-553005,Scyllarides herklotsii,id
170029,ITS-97659,Palinustus truncatus,id
170030,ITS-553003,Scyllarides delfosi,id
170032,ITS-552923,Nephropsis suhmi,id
170033,ITS-553057,Palibythus magnificus,id
170034,ITS-552997,Arctides antipodarum,id
170035,ITS-552966,Palinurus mauritanicus,id
170036,ITS-552937,Metanephrops japonicus,id
170037,Chn-08d9eb73-87c3-4b8a-8861-baf5b2862d8c,Eduarctus martensii,id
170038,ITS-552925,Thymops birsteini,id
170039,ITS-552936,Metanephrops formosanus,id
170041,ITS-552981,Panulirus stimpsoni,id
170042,ITS-552984,Projasus parkeri,id
170044,ITS-552917,Nephropsis atlantica,id
170047,ITS-552967,Palinustus mossamicus,id
170048,ITS-552969,Palinustus waguensis,id
170049,ITS-553058,Palinurellus wieneckii,id
170050,ITS-552934,Metanephrops boschmai,id
170051,ITS-552983,Projasus bahamondei,id
170052,ITS-552998,Arctides guineensis,id
170053,ITS-552942,Metanephrops sibogae,id
170054,ITS-552962,Linuparus trigonus,id
170055,SLB-184955,Petrarctus rugosus,id
170056,ITS-553024,Scyllarus pygmaeus,id
170059,ITS-553019,Parribacus scarlatinus,id
170060,ITS-552915,Nephropides caribaeus,id
170061,ITS-552972,Panulirus gracilis,id
170062,ITS-552973,Panulirus homarus,id
170063,ITS-552999,Arctides regalis,id
170064,ITS-552945,Metanephrops velutinus,id
170065,ITS-552960,Linuparus somniosus,id
170066,ITS-552976,Panulirus longipes,id
170068,ITS-552906,Neoglyphea inopinata,id
170070,ITS-552961,Linuparus sordidus,id
170071,ITS-97682,Parribacus antarcticus,id
170072,ITS-552953,Jasus lalandii,id
170073,ITS-552970,Panulirus cygnus,id
170075,ITS-97676,Scyllarides aequinoctialis,id
170079,ITS-552944,Metanephrops thomsoni,id
170080,ITS-552985,Puerulus angulatus,id
170081,ITS-553012,Ibacus ciliatus,id
170082,ITS-97310,Nephropsis agassizii,id
170085,ITS-552927,Eunephrops bairdii,id
170086,ITS-552919,Nephropsis ensirostris,id
170087,SLB-184952,Ibacus alticrenatus,id
170088,ITS-97673,Scyllarides nodifer,id
170089,ITS-552939,Metanephrops neptunus,id
170092,ITS-552924,Nephropsis sulcata,id
170093,ITS-552928,Eunephrops cadenasi,id
170094,ITS-552980,Panulirus regius,id
170095,ITS-553065,Thaumastocheles zaleucus,id
170096,ITS-553064,Thaumastocheles japonicus,id
170097,SLB-190081,Justitia longimanus,id
170306,Fis-29507,Scomber japonicus,id
170308,Fis-21661,Grammatorcynus bicarinatus,id
170309,Fis-163398,Kajikia audax,id
170310,Fis-22777,Katsuwonus pelamis,id
170311,Fis-22822,Scomberomorus guttatus,id
170312,Fis-164254,Istiompax indica,id
170313,Fis-22817,Sarda orientalis,id
170314,Fis-29447,Makaira nigricans,id
170315,Fis-30712,Tetrapturus angustirostris,id
170316,Fis-22820,Scomberomorus commerson,id
170318,Fis-22812,Rastrelliger brachysoma,id
170319,Fis-22805,Orcynopsis unicolor,id
170320,Fis-29391,Euthynnus lineatus,id
170321,Fis-22754,Cybiosarda elegans,id
170322,Fis-164253,Kajikia albida,id
170323,Fis-22825,Scomberomorus maculatus,id
170324,Fis-29499,Rastrelliger faughni,id
170325,Fis-29513,Scomberomorus sierra,id
170326,Fis-22830,Scomberomorus tritor,id
170327,Fis-22827,Scomberomorus regalis,id
170328,Fis-22813,Rastrelliger kanagurta,id
170329,Fis-29506,Scomber australasicus,id
170330,Fis-29510,Scomberomorus munroi,id
170331,Fis-22735,Acanthocybium solandri,id
170332,Fis-22815,Sarda australis,id
170333,Fis-8203,Tetrapturus georgii,id
170334,Fis-30713,Tetrapturus belone,id
170335,Fis-29509,Scomberomorus brasiliensis,id
170336,Fis-22758,Euthynnus affinis,id
170337,Fis-22828,Scomberomorus semifasciatus,id
170338,Fis-22766,Istiophorus platypterus,id
170339,Fis-22819,Scomberomorus cavalla,id
170340,Fis-29402,Gasterochisma melampus,id
170341,Fis-123736,Thunnus orientalis,id
170342,Fis-22776,Gymnosarda unicolor,id
170343,Fis-22823,Scomberomorus koreanus,id
170344,Fis-22739,Auxis thazard,id
170345,Fis-22759,Euthynnus alletteratus,id
170346,Fis-22829,Scomberomorus sinensis,id
170348,Fis-29511,Scomberomorus plurilineatus,id
170349,Fis-29265,Allothunnus fallai,id
170351,Fis-22838,Thunnus tonggol,id
170352,Fis-21631,Sarda chiliensis,id
170353,Fis-22824,Scomberomorus lineolatus,id
170354,Fis-29508,Scomber scombrus,id
170355,Fis-22738,Auxis rochei,id
170356,Fis-22826,Scomberomorus niphonius,id
170357,Fis-133251,Scomber colias,id
170358,Fis-21662,Grammatorcynus bilineatus,id
176704,Rep-383,Aipysurus laevis,id
176708,SLB-88859,Astrotia stokesii,id
176715,Rep-6233,Hydrophis caerulescens,id
176717,Rep-6276,Hydrophis spiralis,id
176719,SLB-88877,Enhydrina schistosa,id
176720,Rep-4964,Emydocephalus annulatus,id
176726,Rep-6239,Hydrophis cyanocinctus,id
176729,SLB-88872,Hydrophis major,id
176730,Rep-6240,Hydrophis czeblukovi,id
176734,Rep-6242,Hydrophis elegans,id
176737,Rep-6263,Hydrophis ornatus,id
176738,SLB-184619,Pelamis platura,id
176743,Rep-6237,Hydrophis coggeri,id
176746,SLB-88920,Lapemis curtus,id
176748,Rep-379,Aipysurus duboisii,id
176750,Rep-6750,Laticauda colubrina,id
176756,SLB-88849,Acalyptophis peronii,id
176757,Rep-380,Aipysurus eydouxii,id
176769,Rep-196,Acrochordus granulatus,id
176771,Rep-6754,Laticauda laticaudata,id
177949,Fis-25954,Ctenochaetus strigosus,id
177950,Fis-23658,Naso lituratus,id
177951,Fis-146734,Naso tonganus,id
177952,Fis-121230,Prionurus scalprum,id
177953,Fis-29261,Acanthurus coeruleus,id
177954,Fis-142748,Naso reticulatus,id
177955,Fis-31620,Ctenochaetus binotatus,id
177957,Fis-25286,Acanthurus maculiceps,id
177958,Fis-145166,Ctenochaetus cyanocheilus,id
177959,Fis-31083,Acanthurus fowleri,id
177960,Fis-30911,Acanthurus achilles,id
177961,Fis-25281,Acanthurus nubilus,id
177962,Fis-32459,Naso fageni,id
177963,Fis-146732,Naso mcdadei,id
177964,Fis-25953,Ctenochaetus marginatus,id
177965,Fis-23321,Acanthurus triostegus,id
177967,Fis-29578,Acanthurus mata,id
177968,Fis-62061,Naso caeruleacauda,id
177969,Fis-25952,Acanthurus nigricans,id
177970,Fis-23659,Naso unicornis,id
177971,Fis-31087,Acanthurus blochii,id
177972,Fis-25955,Paracanthurus hepatus,id
177973,Fis-26618,Zebrasoma gemmatum,id
177974,Fis-31085,Acanthurus auranticavus,id
177975,Fis-26340,Naso minor,id
177976,Fis-143896,Acanthurus reversus,id
177977,Fis-53679,Acanthurus japonicus,id
177979,Fis-31623,Naso lopezi,id
177980,Fis-26339,Naso thynnoides,id
177981,Fis-29579,Acanthurus dussumieri,id
177982,Fis-22976,Acanthurus chirurgus,id
177983,Fis-25958,Naso brachycentron,id
177984,Fis-25280,Acanthurus polyzona,id
177985,Fis-29260,Acanthurus bahianus,id
177986,Fis-31622,Ctenochaetus tominiensis,id
177987,Fis-25285,Acanthurus sohal,id
177988,Fis-25957,Naso annulatus,id
177989,Fis-29584,Acanthurus xanthopterus,id
177990,Fis-25959,Naso brevirostris,id
177991,Fis-31082,Acanthurus olivaceus,id
177992,Fis-145167,Ctenochaetus truncatus,id
177993,Fis-23320,Acanthurus lineatus,id
177994,Fis-31080,Acanthurus leucocheilus,id
177995,Fis-31078,Acanthurus guttatus,id
177997,Fis-4576,Acanthurus tennentii,id
177998,Fis-35352,Acanthurus tristis,id
177999,Fis-31079,Acanthurus nigroris,id
178000,Fis-29580,Acanthurus leucosternon,id
178001,Fis-58814,Zebrasoma rostratum,id
178002,Fis-23657,Naso hexacanthus,id
178003,Fis-31624,Naso tuberosus,id
178004,Fis-146727,Naso elegans,id
178005,Fis-25907,Zebrasoma scopas,id
178006,Fis-31086,Acanthurus grammoptilus,id
178007,Fis-35635,Acanthurus albipectoralis,id
178008,Fis-25282,Acanthurus thompsoni,id
178009,Fis-28312,Zebrasoma xanthurum,id
178010,Fis-163883,Zebrasoma veliferum,id
178011,Fis-25283,Acanthurus leucopareius,id
178012,Fis-23451,Ctenochaetus striatus,id
178013,Fis-47651,Naso caesius,id
178014,Fis-31621,Ctenochaetus hawaiiensis,id
178015,Fis-25956,Zebrasoma flavescens,id
178016,Fis-35282,Prionurus microlepidotus,id
178017,Fis-31084,Acanthurus nigricauda,id
178018,Fis-140317,Ctenochaetus flavicauda,id
178019,Fis-25284,Acanthurus nigrofuscus,id
178020,Fis-32088,Naso maculatus,id
178021,Fis-25393,Prionurus biafraensis,id
178022,Fis-31081,Acanthurus pyroferus,id
178023,Fis-29581,Acanthurus monroviae,id
178024,Fis-143889,Zebrasoma desjardinii,id
178025,Fis-35281,Prionurus maculatus,id
180103,Fis-162908,Roa australis,id
180122,Fis-32480,Ecsenius dilemma,id
180123,Fis-32483,Ecsenius kurti,id
180125,Fis-61834,Istiblennius colei,id
180235,SLB-92916,Holothuria hilla,id
180246,W-Hol-732226,Holothuria difficilis,id
180248,W-Hol-210772,Pearsonothuria graeffei,id
180257,SLB-66022,Holothuria scabra,id
180265,SLB-88336,Actinopyga miliaris,id
180266,W-Hol-208952,Actinopyga lecanora,id
