iucn_sid,habitat,paired_map,max_depth,shallow_str,shallow
133086,"This species occurs in shallow, tropical reef environments on upper reef slopes. This species is found from 2-15 m.",FALSE,15,TRUE,TRUE
133087,"This species occurs in shallow, tropical reef environments. It is usually restricted to protected back reefs with clear water and soft substrates. This species is found from 5-25 m.",TRUE,25,TRUE,TRUE
133088,"This species occurs in shallow, tropical reef environments. It may be a dominant species in shallow water habitats with flat substrates. This species is found in the outer reef channel, on the back and foreslopes, in lagoons, and inter-reef soft substrate. This species is found to at least 40 m.",TRUE,40,TRUE,TRUE
133089,"This species occurs in shallow, tropical reef environments. It is found on vertical substrates with clear water at 10-40 m depth. Colonies are typically 50 cm or less (Fenner pers. comm.).",TRUE,40,TRUE,TRUE
133090,"This species occurs in a wide range of reef environments. It prefers tropical habitats. It is commonly found from 9-20 m, rarely from 1-5 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope, in lagoons, and on inter-tidal rubble substrate. This species is found to 30 m. <br/><br/>Species in this genus may be overlooked because of their low growth profile and the relatively small colony size (seldom exceeding 25 cm in diameter) (Wood 1983).",TRUE,30,FALSE,TRUE
133092,This species is found in shallow tropical reef environments and rocky foreshores. This species is found from 1-10 m.,TRUE,10,TRUE,TRUE
133093,"This species is found on protected upper reef slopes, and can be found to a depth of 30 m.",FALSE,30,FALSE,TRUE
133094,"This species is often found in reef habitats exposed to strong wave action, generally to depths of 30 m.",TRUE,30,FALSE,TRUE
133096,"This species is found in shallow reef environments, generally to depths of 15 m.",TRUE,15,TRUE,TRUE
133097,"This species occurs in shallow, tropical reef environments on partly protected reef slopes. The maximum size is over 1 m across. This species is found to 15 m. <br/><br/>Pocilloporid corals, presumably including <em>P. danae</em>, are generally amongst the strongest coral competitors with relatively high rates of calcification (Glynn 2001). However, coral species exhibiting high rates of calcification usually have relatively high mortality rates (Glynn 2000). Pocilloporid corals also usually predominate at shallow depths (1-15 m). Amongst the reef building corals in the Eastern Tropical Pacific region, pocilloporid species have the highest growth rates (Guzmán and Cortes 1993). They are the principal framework builders on Panamanian reefs (Glynn 2002).<br/><br/><em>Pocillopora</em> species are preyed on by at least nine groups of consumers. These vary in their consumption patterns, but include:<br/><br/>a) Species that bite off colony branch-tips: pufferfishes (<em>Arothron</em>), parrotfishes (<em>Scaridae</em>), filefishes (Monacanthidae) (Glynn 2002).<br/><br/>b) Species that scrape skeletal surface: hermit crabs (<em>Trizopagurus</em>, <em>Aniculus</em>, and <em>Calcinus</em>) (Glynn 2002).<br/><br/>c) Species that remove tissues but leave the skeleton intact: gastropods (<em>Jenneria pustulata</em> and <em>Quoyula</em> sp. (Glynn 2002)), buterflyfishes, angelfishes, damselfish (<em>Stegastes acapulcoensis</em>), and <em>Acanthaster planci</em> (Glynn 2002).<br/><br/>d) Species that abrade tissues and skeleton: <em>Eucidaris galapagensis</em> (Glynn 2001).<br/><br/><em>Jenneria</em> and <em>Acanthaster can kill whole, relatively large (approx. 30 cm in diameter) colonies of <em>Pocillopora</em> (Glynn 2002). Pocilloporid species can have crab (<em>Trapezia</em> sp.) and alpheid shrimp as mutualistic symbionts that protect the coral from the attack of the crown-of-thorns sea star <em>A. planci</em> (Glynn 2001).",TRUE,15,TRUE,TRUE
133099,"This species occurs in shallow reef environments. <em>Pocillopora elegans</em> occurs in all shallow water habitats on coral reefs and coral communities on rocky substrata (Guzmán <em>et al</em>. pers. comm.), to at least 20 m depth, but is most common between 1-10 m depth (Guzmán and Chiriboga pers. comm.). Maximum size is 25 cm.<br/><br/>In the Eastern Tropical Pacific region, <em>Pocillopora elegans</em> is one of the major reef building species (along with <em>P. damicornis</em>), forming intermeshing compact frameworks that can attain 2-3 m in relief (Guzmán and Cortes 1989, Glynn 2001).<br/><br/>Amongst the reef building corals in the Eastern Tropical Pacific region, pocilloporid species have the fastest growth rates (Guzmán and Cortés 1993). Reported growth rates of Pocillopora elegans vary little between locations in the Eastern Tropical Pacific, from 3.1 cm per year in Galápagos to 3.32 cm per year in Costa Rica (Guzmán and Cortés 1993). <br/><br/><em>P. elegans</em> is a broadcast spawner (Glynn <em>et al</em>. 1991), with the capacity to function as a simultaneous hermaphrodite (Glynn <em>et al</em>. 1991). According to Glynn <em>et al</em>. (1991), larval settlement in the Galápagos Islands presumably has been the predominant mode of recruitment, and the only observed form of recruitment in areas that experienced high mortality (97-100%) in 1983. Asexual reproduction by fragmentation has been reported as an important mechanism for reef recovery in Panama (Glynn <em>et al</em>. 1991). <em>P. elegans</em>, like other pocilloporid species in the eastern Pacific, has low rates of recruitment (Glynn <em>et al</em>. 1991). Histological evidence indicates that spawning is likely to occur during a few days around the new moon (Glynn <em>et al</em>. 1991). Reproductive activity in the eastern Pacific its related to local thermal regimes, with a generally higher incidence of gravid corals at sites with stable, warm water conditions, or during warming periods in areas that experience significant seasonal variation (Glynn <em>et al</em>. 1991). Glynn <em>et al</em>. (1991) conclude that moderate El Nino warming can stimulate gametogenesis in Galápagos pocilloporid corals.<br/><br/>Pocilloporid corals, presumably including <em>P. elegans</em>, are generally amongst the strongest coral competitors with relatively high rates of calcification (Glynn 2001). However, coral species exhibiting high rates of calcification usually have relatively high mortality rates (Glynn 2000). Pocilloporid corals also usually predominate at shallow depths (1-15 m). Amongst the reef building corals in the Eastern Tropical Pacific region, pocilloporid species have the highest growth rates (Guzmán and Cortes 1993). They are the principal framework builders on Panamanian reefs (Glynn 2002).<br/><br/><em>Pocillopora</em> species are preyed on by at least nine groups of consumers. These vary in their consumption patterns, but include:<br/><br/>a) Species that bite off colony branch-tips: pufferfishes (<em>Arothron</em>), parrotfishes (<em>Scaridae</em>), filefishes (Monacanthidae) (Glynn 2002).<br/><br/>b) Species that scrape skeletal surface: hermit crabs (<em>Trizopagurus</em>, <em>Aniculus</em>, and <em>Calcinus</em>) (Glynn 2002).<br/><br/>c) Species that remove tissues but leave the skeleton intact: gastropods (<em>Jenneria pustulata</em> and <em>Quoyula</em> sp. (Glynn 2002)), buterflyfishes, angelfishes, damselfish (<em>Stegastes acapulcoensis</em>), and <em>Acanthaster planci</em> (Glynn 2002).<br/><br/>d) Species that abrade tissues and skeleton: <em>Eucidaris galapagensis</em> (Glynn 2001).<br/><br/><em>Jenneria</em> and <em>Acanthaster can kill whole, relatively large (approx. 30 cm in diameter) colonies of <em>Pocillopora</em> (Glynn 2002). Pocilloporid species can have crab (<em>Trapezia</em> sp.) and alpheid shrimp as mutualistic symbionts that protect the coral from the attack of the crown-of-thorns sea star <em>A. planci</em> (Glynn 2001).",TRUE,20,TRUE,TRUE
133100,"This species is found in the fore reef, deep water habitats below 20 m. Recorded to depths of 80 m (Reed 1985).",TRUE,80,FALSE,TRUE
133102,"This species is found in back and fore reef environments, rocky reefs, lagoon habitats, spur and groove formations, channels, and sometimes at the base of the reef, from 2-72 m. Hemispherical heads are more abundant on shallow exposed reefs from 5-20 m (Goreau and Wells, 1967; E. Weil. pers. comm.).",TRUE,72,TRUE,TRUE
133103,"This species occurs in shallow, tropical reef environments. It is found on reef flats exposed to strong wave action and in lagoons, intertidal or just subtidal on shallow reef tops and edges (Wallace 1999). This species is found from 0.5-20 m. <br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",FALSE,20,TRUE,TRUE
133104,"This species occurs in shallow, tropical, fringing reefs. This species is found from 2-20 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",FALSE,20,TRUE,TRUE
133105,"This species is found in shallow, clear water, especially reef flats, generally only to depths of 5 m.",FALSE,5,TRUE,TRUE
133106,"This species is found in a wide range of reef environments, and does well in sedimented and turbid waters. This species is found to 20 m.",TRUE,20,FALSE,TRUE
133107,"This species is found in shallow, protected reef environments, generally to depths of 20 m.",FALSE,20,TRUE,TRUE
133109,This species is usually found in reef slopes. The maximum size is 50 cm. Branches can break off easily and regenerate as a form of asexual reproduction. This species is found from 3-15 m.,TRUE,15,FALSE,TRUE
133110,This species is found on reef slopes in water depths of 3-25 m. (Hoeksema 1990). This is a free-living species and the maximum size is 48 cm. The generation length for this species is at least 10 years. This species is found from 3-25 m.,TRUE,25,FALSE,TRUE
133111,This species is found in shallow reef environments. It prefers tropical reef environments. This species is found to at least 8 m.,TRUE,8,TRUE,TRUE
133112,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes. This species occurs subtidally on slopes, ledges on walls and submerged reefs (Wallace 1999). This species is found from 5-25 m.",TRUE,25,TRUE,TRUE
133113,"This species occurs in shallow, tropical reef environments. It is found in sheltered environments, especially sheltered lagoons with turbid water and soft substrates. This species is found from 2 m to at least 20 m.",TRUE,20,TRUE,TRUE
133115,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes and in tidal pools. <em>Acropora retusa</em> likely spawns annually in September and October in French Polynesia (Carroll <em>et al</em>. 2006). This species is found from 1-5 m.",TRUE,5,TRUE,TRUE
133120,"This species occurs in shallow, tropical reefs in a wide range of environments, especially shallow turbid water. It occurs subtidally on reef slopes, walls, and submerged reefs (Wallace 1999). This species is found from 3-20 m.",TRUE,20,TRUE,TRUE
133121,"The known colonies of <em>S. glynni</em> were reported to be unattached and occur along the upper sand-coral rubble reef slope at a depth of 7 to 8.5 m (Budd and Guzmán 1994). Its current habitat is restricted to the aquarium of the Smithsonian Tropical Research Institute (Fenner 2001, Glynn 2001, Maté 2003).<br/><br/>The genus <em>Siderastrea</em> contains only five extant species (Van-Oppen <em>et al</em>. 2006). Budd and Guzmán (1994) hypothesized that <em>S. glynni</em> originated from a rare dispersal event from the central Pacific. However, new studies conducted by Forsman <em>et al</em>. (2005) have revealed that it is more likely that S. glynni originated by a breach of the Panama Isthmus, or by a contemporary introduction by ship. <br/><br/>Glynn (1997) suggested that <em>S. glynni</em> could be an ENSO immigrant, and that colonies perhaps settled and started growing sometime between 1982 and 1985. Glynn (1994) agued that this could be possible if there is a source population located in the Gulf of Panama or elsewhere in the equatorial eastern Pacific (Glynn 1997).",TRUE,8,FALSE,TRUE
133122,"This species occurs in shallow reef environments. This species is found from 2-10 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,10,TRUE,TRUE
133123,"This species is found in shallow, protected reef environments, generally to depths of 20 m.",FALSE,20,TRUE,TRUE
133124,"Colonies are found on flat or gently sloping back reef and fore reef environments from 1-25 m depth, most commonly from 5-15 m (Goreau and Wells, 1967; E. Weil and A. Bruckner pers. comm.). Colonies do not occur in extremely exposed locations. This colony is resistant to heavy wave surge; however, colonies will occasionally topple due to bioerosion at the bases. Upper portions of the colonies generally survive, and the colony produces multiple new pillars which continue to grow upward (A. Bruckner pers. comm.).",TRUE,25,FALSE,TRUE
133125,"This species occurs in shallow reef environments protected from strong wave action. <em>Acropora fenneri</em>, <em>A. derawanensis</em> and <em>A. filiformis</em> may occur together in the same habitat.",TRUE,NA,TRUE,TRUE
133127,This species is found on reef slopes and rocky areas. This species is found to 40 m.,TRUE,40,FALSE,TRUE
133128,"This species occurs in shallow, tropical reef environments. It is found on rocky foreshores in shallow turbid water. This species is found from 2-20 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,20,TRUE,TRUE
133129,"This species is found in shallow, tropical reef environments. This species is found from 5-20 m.",TRUE,20,TRUE,TRUE
133131,"This species occurs in shallow, tropical reef environments in turbid waters and in lagoons. It also occurs in clear-water habitats. This species is found to at least 20 m.",TRUE,20,TRUE,TRUE
133132,"This species occurs on shallow reef flats. It occurs on reef flats and shallow lagoons, also exposed upper reef slopes and deep water. It is found from 0-5 m. <br/><br/>Where zoning can be detected on reef flats, <em>Acropora aspera</em> tends to occur between the ranges of <em>A. millepora</em> (outer flat) and <em>A. pulchra</em> (inner flat) and overlapping with each species at the edges of its range. It can be confused with either species, but especially with <em>A. pulchra</em>, with which it can occur in dense stands (Wallace 1999).<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,5,TRUE,TRUE
133133,"This species is found on shallow reefs. It is also found in lagoons or reef slopes protected from strong wave action. This species is restricted to enclosed lagoons and protected reef slope habitats and thus may be missed on many reefs (Wallace 1999). This species is found from 2-18 m (Fenner and Richards pers. comm.).<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,18,TRUE,TRUE
133134,"This is a common species. <em>M. annularis</em> is found from 0.5-82 m (Reed 1985), and is often the most abundant coral from 1-10 m, especially in semi-protected reef environments; it is frequently a dominant species of lagoons and upper reef slopes.",TRUE,82,FALSE,TRUE
133136,This species occurs in shallow reef environments. This species is found on the back and foreslope of the reef and in lagoons.,FALSE,NA,TRUE,TRUE
133138,"This species occurs in shallow, tropical reef environments on upper reef slopes. This species is found from 5-20 m. <br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",FALSE,20,TRUE,TRUE
133139,"This species occurs in all shallow, tropical reef environments. It is found subtidally on deeper parts of reef flat and reef edge, reef slopes and walls, and submerged reefs (Wallace 1999). <em>A. palifera</em> is commonly found from 3-11 m, rarely from 12-15 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is considered to be a main reef-framework builder and is found at 0-4 m of Chagos and 0-5 m off the north Great Barrier Reef (Sheppard 1982). This species can be found from 2-20 m.",TRUE,20,TRUE,TRUE
133140,"This species is most abundant in shallow reef habitat at depths of less than 15 m.<br/><br/>Millepora species are generally found in inshore areas characterized by turbidity, and exhibit a tolerance for siltation. They often occur in clear offshore sites (Lovell pers. comm.)",FALSE,15,TRUE,TRUE
133142,"<p><em>Cladocora caespitosa</em> occurs on a wide range of substratum, a range of depths (commonly from 5 to 40 m depth), and hydrodynamic conditions (Zibrowius 1980). In Cyprus, the species occurs in the first meters of depth (1-5 m) (Hadjioannou pers. comm. 2015), whilst in several western Mediterranean locations, such as Medes Islands and Cap de Creus, the species is commonly found below 20 m depth in dim light conditions (Kersting 2013). The capacity of the species to tolerate a range of environments and to withstand seasonal abiotic factors such as temperature and light, typical of temperate seas as the <a>Mediterranean,</a><span class=""MsoCommentReference"">&#160;is probably related to the ability of this species to regulate autotrophy and heterotrophy depending on the environmental light conditions, as suggested by Hoogenboom <em>et al</em>. (2010).</p><p><em>Cladocora caespitosa</em> may occur in a wide range of habitats, from shallow photophilic communities to circalitoral assemblages, however, the equilibrium between hydrodynamic protection and high water exchange through strong currents seems to enhance the development of extensive <em>C. caespitosa</em> populations, as occurs in the Mjlet National Park and Columbretes Islands (Kružić and Benkovic 2008, Kesting and Linares 2012).</p><p>The high prevalence of macroalgae has been considered a limiting factor in the development of this coral (e.g., Peirano <em>et al. </em>1998, Rodolfo-Metalpa <em>et al</em>. 1999). However, the coral has been shown to be able to successfully compete with those algae in some localities, as happens in the Illa Grossa Bay where algal cover is high and most of the coral colonies and banks occur within the infralitoral photophilic algal community (Kersting and Linares 2012, Kersting 2013); whilst in other localities such the&#160;Adriatic and Marmara seas, the presence of algae (mainly <em>C. racemosa</em>) has been observed to impact the growth of the species&#160;(B. Özalp pers. comm. 2014,&#160;Kružić and <span lang=""EN-US"">Požar-Domac 2007).</span></p>  <p>The sexual reproduction of the species has been recorded<em> in situ </em>in the Adriatic Sea (Kružic <em>et al</em>. 2008), where the coral has been described as hermaphroditic at colony and polyp levels. Spawning has been observed to occur coinciding with increasing Summer water temperature and correlated with the lunar cycle. Eggs are released by the polyps in a mucus coating as clumps of eggs, that binds them together, while sperm are freely released (Kružic <em>et al</em>. 2008). In the western Mediterranean, histological analyses have shown that the coral is gonochoric (Kersting <em>et al</em>. 2013c). Spawning time has been observed to differ significantly between the Adriatic Sea and the western Mediterranean; in the former, spawning was observed at the beginning of Summer, coinciding with rising sea water temperatures (Kružic <em>et al</em>. 2008), whilst in the western Mediterranean spawning seems to occur at the end of the Summer coinciding with the cooling of sea water temperature (Kersting <em>et al</em>. 2013c). <a></a><a>These notable differences on reproductive biology between these two regions should be further investigated.</a></p>  <p><a><span style="""">Based on average sizes and growth rates of the species, we assume </span>that average generation length is 30 years<span style="""">.&#160;Average&#160;longevity is not known, but likely to be more than 100 </span></a><a>years.</a>&#160;In the Adriatic Sea and Columbretes Islands, colonies of already 300 years have been described.</p>",TRUE,40,TRUE,TRUE
133143,"This shallow water species is often found on reef crest to depths of approximately 10 m. <em>Millepora</em> species are generally found in inshore areas characterized by turbidity, and exhibit a tolerance for siltation. They often occur in clear offshore sites (Lovell, pers. comm.).",FALSE,10,TRUE,TRUE
133144,"This species is the only Caribbean fire coral that commonly can be found deeper than 10 m, and is relatively uncommon in shallow surge zones (Humann and DeLoach 2006). <br/><br/><em>Millepora</em> species are generally found in inshore areas characterized by turbidity, and exhibit a tolerance for siltation. They often occur in clear offshore sites (Lovell pers. comm.), commonly encrusting and overgrowing other species (Precht pers. comm.).",TRUE,10,TRUE,TRUE
133145,This species occurs in in shallow water from 2-10 m depth. It is found under overhangs and in crevices on the upper fore reef. This is an encrusting coral that forms colonies up to 10 cm in diameter.,TRUE,10,TRUE,TRUE
133148,This species is found on reef slopes and reef flats. The depth range is 1 m to 20 m (Hoeksema 1990). The maximum size is 44 cm in diameter and it is a free-living adult. It generally has a single mouth. These are among the largest single polyp animals.,TRUE,20,FALSE,TRUE
133149,"This species is found in shallow reef environments exposed to turbulence, generally to depths of 30 m.",FALSE,30,TRUE,TRUE
133150,"This species is found in shallow reef environments, generally to depths of 20 m.",FALSE,20,TRUE,TRUE
133151,"This species occurs in shallow, exposed and sheltered reef environments. This species is found in the outer reef channel, on the foreslope, and in lagoons. It can also be found on the back slope of the reef. This species is found from 1 m to at least 15 m.",TRUE,15,TRUE,TRUE
133152,This species can be found in most reef environments except high energy regions but is preferably found on protected upper reef slopes and lagoons. This species is found to 30 m.,TRUE,30,FALSE,TRUE
133154,"It is found in protected, turbid reef environments, especially on steeply sloping surfaces. This species is found from 5-40 m.",FALSE,40,FALSE,TRUE
133157,"It is found in most reef environments. Sparse colonies of <em>S. vitensis</em> were found from 12-15 m in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found to 50 m. <br/><br/>This genus is rounded, disk-like and attached to the substrate by a broad or narrow stem. It is fairly common on deep reefs (Wood 1983).",TRUE,50,FALSE,TRUE
133158,This species is found in reef slopes as an attached polyps with multiple mouths. The depth range is from 3-20 m (Hoeksema 1990). Maximum size is over 1 m in diameter.,TRUE,20,FALSE,TRUE
133159,This species occurs in shallow reef environments. This species may form large colonies several meters in diameter and occurs in a wide variety of reef habitats. It usually forms rounded colonies in exposed shallow areas. This species is found on the back and foreslope of the reef and in lagoons. This species is found to 20 m.,FALSE,20,TRUE,TRUE
133160,This species occurs subtidally in almost all reef locations (Wallace 1999). <em>Acropora austera</em> likely spawns annually in November in French Polynesia (Carroll <em>et al</em>. 2006). This species is found from 0.5-20 m depth.,TRUE,20,FALSE,TRUE
133161,"It is found on rocky foreshores or shallow reef environments. This species is found on subtidal rock and rocky reefs, on the back and foreslope of the reef, and in lagoons. This species is found to 20 m. <br/><br/><em>Platygyra</em> species occupy a variety of reef habitats. They may form colonies a metre or more in diameter (Wood 1983).",TRUE,20,TRUE,TRUE
133162,"This species is found in shallow environments, including reef flats and mid-depth slopes. It prefers tropical habitats. This species is found on the back and foreslope of the reef and in lagoons. This species is found to 20 m. <br/><br/>Species in this genus are usually most abundant at mid-depth. This genus is a common and extremely important reef-building coral in the western Atlantic (Wood 1983). It forms massive colonies that are usually rounded or lobed in shallow water and flattened or plate-like on deep reefs (Wood 1983).",FALSE,20,TRUE,TRUE
133163,It is found on rocky foreshores and southwestern Australian reefs. It is not known to which depth this species occurs.,FALSE,NA,FALSE,NA
133165,"Colonies are found to depths of 152 m depth on limestone rubble, low-relief limestone outcrops, high-relief, steeply sloping prominences, and soft-bottom sloping habitats. Colonies are semi-isolated, patchy and low-growing in shallow water, or they form larger, massive coalescing aggregates (thickets or coppices) with substantial topographic relief in 50-100 m depth. In shallow waters (2-30m) the form is zooxanthellate, inhabiting limestone ledges. In deeper waters, an azooxanthellate form is known from the shelf edge off eastern Florida, USA from Ft. Pierce to Daytona (Reed 1980, 1983, 2002; Brooke and Young 2003).<br/><br/>The arbuscula form is reported to be tolerant of a wide temperature range and varying light levels. It occurs both in well lit areas and darker crevices from shallow subtidal at least to 25 m depth, but most common from 5-6 m depth. In shallow water it is found on jetties, submerged ships, and other artificial substrates. It also occurs on vertical surfaces and under overhangs. High abundances of macroalgae in shallow water appear to limit its occurrence (Miller 1995).",TRUE,152,TRUE,TRUE
133169,It is found only on vertical surfaces of mid- to lower reef slopes. It forms crusts of up to approximately 25 cm across.,TRUE,NA,FALSE,NA
133172,"This species occurs in shallow, tropical reef environments. It is found in most reef environments, especially lower reef slopes, lagoons, and fringing reefs. In the Red Sea it is found in mid to deep (30-40 m) water (Sheppard and Sheppard, 1991).<br/><br/><em>Echinophyllia</em> is found in most fore reef areas, but has a preference for slightly shaded spots on the reef slopes (Wood 1983).",TRUE,40,TRUE,TRUE
133175,"This species occurs in shallow, tropical reef environments on upper reef slopes. This species is found to at least 20 m.",TRUE,20,TRUE,TRUE
133176,"This species occurs in most reef environments to depths of 35 m. It is found from 12-15 m, rarely from 9-11 m and 18-20 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002).",TRUE,35,FALSE,TRUE
133177,It is found on inshore reefs and shallow rocky foreshores of subtropical locations. They form plates of over 1 m in diameter. This species is found from 7-20 m.,TRUE,20,TRUE,TRUE
133178,This species is found in most reef environments. It prefers tropical habitats. It forms sub-massive to massive colonies. This species is found on the back and foreslope of the reef and in lagoons. This species is found to 20 m. <br/><br/>Species in this genus are usually most abundant at mid-depth. This genus is a common and extremely important reef-building coral in the western Atlantic (Wood 1983). It forms massive colonies that are usually rounded or lobed in shallow water and flattened or plate-like on deep reefs (Wood 1983).,TRUE,20,TRUE,TRUE
133182,"This species occurs on shallow reefs, especially exposed upper reef slopes and sand flats. This species is found on subtidal reef flats, reef edges and reef slopes to about 15 m depth (Wallace 1999). This is a brooder and therefore has a smaller sexual reproductive output and limited dispersal capacity.",TRUE,15,TRUE,TRUE
133183,This species is found on reef slopes as free-living single polyp. The depth range is from 2-33 m (Hoeksema 1990). Maximum size is 18.5 cm in diameter.,TRUE,33,FALSE,TRUE
133184,"This species is found in shallow water and is tolerant of turbid environments. <br/><br/>In Brazil, this species has been observed from very shallow waters (0.5 - 0.1 m above chart datum) to depths of 3.9 m. It was most abundant between 2.5-2.9 m. Observed colony size ranged from 1.3 - 65.3 cm. (Oigman-Pszczol and Creed 2004).",TRUE,3,TRUE,TRUE
133186,This species occurs in shallow and deeper tropical reef environments. It occurs especially on upper and mid reef slopes. This species is found to at least 30 m.,TRUE,30,TRUE,TRUE
133189,"This species occurs in shallow reef environments. It occurs on subtidal reef flats, reef edge, and reef slope from 3 m to about 15 m depth (Wallace 1999).<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",FALSE,15,TRUE,TRUE
133191,"This species occurs in shallow, tropical reef environments. It is found in shallow protected embayments, and also at mid depths. This species is found to at least 25 m.",FALSE,25,TRUE,TRUE
133192,"This species is found on shallow, protected reef slopes. This species is found from 3-40 m. <br/><br/>This genus is typically conspicuous (Veron 1995).",TRUE,40,TRUE,TRUE
133193,"This species occurs on shallow reef (generally less than 2 m), exposed reef locations, reef flats and intertidal zones (Richards, pers. comm.). Off the coast of Kenya, this species can occur in generally disturbed or marginal habitat (Hoeksma, pers. comm.).",TRUE,2,TRUE,TRUE
133194,This species occurs in shallow reef environments. It may be a dominant species of shallow mud reef flats. This species is found to at least 5 m.,TRUE,5,TRUE,TRUE
133195,"This species occurs on shallow rocky foreshores and reefs. This species is found from 1-15 m depth. <br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,15,TRUE,TRUE
133197,"This species occurs in shallow reef environments from exposed reef fronts to protected fringing reefs and coral communities on rocky substrata (Guzmán pers. comm.), at depths of 1 to 54 m (Reyes-Bonilla <em>et al</em>. 2005). <em>P. verrucosa</em> is commonly found from 1-15 m, rarely 18-20 m, in the South China Sea and the Gulf of Siam (Titlyanov and Titlyanova 2002). The maximum size is 30 cm across.<br/><br/>Pocilloporid corals, presumably including <em>P. verrucosa</em>, are generally amongst the strongest coral competitors with relatively high rates of calcification (Glynn 2001). However, coral species exhibiting high rates of calcification usually have relatively high mortality rates (Glynn 2000). Pocilloporid corals also usually predominate at shallow depths (1-15 m). Amongst the reef building corals in the Eastern Tropical Pacific region, pocilloporid species have the highest growth rates (Guzmán and Cortes 1993). They are the principal framework builders on Panamanian reefs (Glynn 2001).<br/><br/><em>Pocillopora</em> species are preyed on by at least nine groups of consumers. These vary in their consumption patterns, but include:<br/><br/>a) Species that bite off colony branch-tips: pufferfishes (<em>Arothron</em>), parrotfishes (<em>Scaridae</em>), filefishes (Monacanthidae) (Glynn 2002).<br/><br/>b) Species that scrape skeletal surface: hermit crabs (<em>Trizopagurus</em>, <em>Aniculus</em>, and <em>Calcinus</em>) (Glynn 2002).<br/><br/>c) Species that remove tissues but leave the skeleton intact: gastropods (<em>Jenneria pustulata</em> and <em>Quoyula</em> sp. (Glynn 2002)), buterflyfishes, angelfishes, damselfish (<em>Stegastes acapulcoensis</em>), and <em>Acanthaster planci</em> (Glynn 2002).<br/><br/>d) Species that abrade tissues and skeleton: <em>Eucidaris galapagensis</em> (Glynn 2001).<br/><br/><em>Jenneria</em> and <em>Acanthaster can kill whole, relatively large (approx. 30 cm in diameter) colonies of <em>Pocillopora</em> (Glynn 2002). Pocilloporid species can have crab (<em>Trapezia</em> sp.) and alpheid shrimp as mutualistic symbionts that protect the coral from the attack of the crown-of-thorns sea star <em>A. planci</em> (Glynn 2001).",TRUE,54,TRUE,TRUE
