am_sid,env_area,geom_area,reviewed,occurcells,sciname,geom_area_per_cells,env_area_per_cells,clipped
Fis-23616,4278907.5439,5088073.98,null,47,Lutjanus bengalensis,108256.89319148938,91040.58604042554,FALSE
Fis-23617,5046536.6071,6476733.11,null,69,Lutjanus biguttatus,93865.69724637682,73138.21169710145,FALSE
Fis-23618,1958953.1411,2767862.65,1,14,Lutjanus bitaeniatus,197704.475,139925.2243642857,FALSE
Fis-23619,11264536.1857,13963885.6,null,240,Lutjanus bohar,58182.85666666667,46935.567440416664,FALSE
Fis-23620,6461363.1218,7562420.29,1,46,Lutjanus boutton,164400.44108695653,140464.41569130434,FALSE
Fis-23621,2087651.1237,2754457.36,null,129,Lutjanus buccanella,21352.382635658912,16183.342044186047,FALSE
Fis-23622,1964542.2991,2487198.32,1,189,Lutjanus campechanus,13159.77947089947,10394.403698941798,FALSE
Fis-23623,6889432.3395,8371984.64,null,207,Lutjanus carponotatus,40444.37024154589,33282.281833333334,FALSE
Fis-23624,458283.2814,552354.31,null,16,Lutjanus coeruleolineatus,34522.144375,28642.7050875,FALSE
Fis-23625,1657560.9179,2188668.25,null,110,Lutjanus cyanopterus,19896.984090909093,15068.735617272727,FALSE
Fis-23626,4445094.715,5409348.28,1,78,Lutjanus decussatus,69350.61897435898,56988.39378205128,FALSE
Fis-23627,255827.8469,301389.29,null,62,Lutjanus dentatus,4861.117580645161,4126.25559516129,FALSE
Fis-23628,579398.6659,664191.58,1,100,Lutjanus fulgens,6641.9158,5793.986659,FALSE
Fis-23630,497116.7018,710876.92,1,83,Lutjanus goreensis,8564.7821686747,5989.357853012048,FALSE
Fis-23631,303228.80819999997,429312.61,null,7,Istigobius hoshinonis,61330.37285714286,43318.401171428566,FALSE
Fis-23632,2553298.8064,4743510.83,1,722,Macruronus novaezelandiae,6569.95959833795,3536.4249396121886,FALSE
Fis-23633,2545989.3796,5168451.16,1,1171,Melanogrammus aeglefinus,4413.707224594364,2174.20100734415,FALSE
Fis-23634,1746106.7309,3081654.36,1,277,Merluccius albidus,11125.105992779783,6303.634407581228,FALSE
Fis-23635,863623.9502,1268193.1,1,141,Microgadus proximus,8994.27730496454,6124.992554609928,FALSE
Fis-23636,1592283.3963,2249931.85,null,159,Microspathodon chrysurus,14150.514779874215,10014.360983018867,FALSE
Fis-23637,108172205.0447,159789748.49,null,132,Microstoma microstoma,1210528.3976515152,819486.4018537878,FALSE
Fis-23638,1322187.4904,2087776.69,null,713,Microstomus kitt,2928.1580504908834,1854.4004072931277,FALSE
Fis-23639,169483961.6573,296899052.56,1,1306,Mola mola,227334.6497396631,129773.32439303216,FALSE
Fis-23640,556921.0362,1100720.02,null,69,Molva macrophthalma,15952.464057971014,8071.319365217391,FALSE
Fis-23641,2907224.1743,6076980.6,null,181,Molva dypterygia,33574.478453038675,16062.012012707182,FALSE
Fis-23642,10729762.3683,13818174.24,1,280,Monotaxis grandoculis,49350.622285714286,38320.579886785716,FALSE
Fis-23643,50063374.0232,135034279.55,null,585,Mora moro,230827.82829059832,85578.4171336752,FALSE
Fis-23645,2541262.0034,3138020.02,null,124,Mulloidichthys martinicus,25306.61306451613,20494.048414516128,FALSE
Fis-23646,2647591.7312,3833529.72,null,124,Gymnothorax miliaris,30915.562258064518,21351.546219354837,FALSE
Fis-23648,2119517.1649,2740628.78,null,83,Mycteroperca interstitialis,33019.62385542168,25536.35138433735,FALSE
Fis-23649,1748604.5357000001,2827335.93,null,120,Mycteroperca microlepis,23561.13275,14571.704464166667,FALSE
Fis-23650,1678610.6403,2049616.92,null,93,Mycteroperca rubra,22038.891612903226,18049.576777419355,FALSE
Fis-23651,1915236.8089,2477758.14,null,102,Mycteroperca tigris,24291.746470588238,18776.83145980392,FALSE
Fis-23652,2001967.0516,2698440.92,null,103,Mycteroperca venenosa,26198.45553398058,19436.573316504855,FALSE
Fis-23653,4844019.3559,7767566.53,null,997,Myoxocephalus scorpius,7790.939348044133,4858.595141323972,FALSE
Fis-23655,8358646.6486,12761148.45,null,114,Nansenia groenlandica,111939.89868421052,73321.46182982456,FALSE
Fis-23656,2849570.5102,3747905.7,null,21,Nansenia oblita,178471.7,135693.8338190476,FALSE
Fis-23657,9172118.9495,11887908.43,null,140,Naso hexacanthus,84913.63164285714,65515.13535357143,FALSE
Fis-23658,7125461.2558,10181007.9,1,190,Naso lituratus,53584.25210526316,37502.42766210526,FALSE
Fis-23659,10219059.6659,14429779.76,null,238,Naso unicornis,60629.326722689075,42937.225486974785,FALSE
Fis-23662,2760262.9921,3608063.36,null,65,Nematalosa nasus,55508.66707692308,42465.58449384615,FALSE
Fis-23665,269132.7141,341042.53,null,21,Neoopisthopterus tropicus,16240.120476190477,12815.843528571428,FALSE
Fis-23666,1155051.0425,1583560.5,null,128,Nerophis ophidion,12371.56640625,9023.83626953125,FALSE
Fis-23669,1364119.6402,1637713.18,null,60,Odontoscion dentex,27295.219666666664,22735.327336666665,FALSE
Fis-23670,9218457.7826,10989344.16,1,153,Odonus niger,71825.77882352941,60251.35805620915,FALSE
Fis-23671,571872.9897,802835.8,null,79,Oligoplites altus,10162.478481012658,7238.898603797469,FALSE
Fis-23672,773313.3756,1086525.9,null,45,Oligoplites saliens,24145.019999999997,17184.74168,FALSE
Fis-23673,2213605.5318,3009448.08,1,279,Oligoplites saurus,10786.552258064516,7934.070006451613,FALSE
Fis-23676,2645373.7579,3257990.97,null,72,Ophichthus ophis,45249.87458333334,36741.302193055555,FALSE
Fis-23677,713352.3406,809370.31,null,52,Ophichthus rufus,15564.813653846155,13718.314242307692,FALSE
Fis-23679,9999712.1686,15561265.05,null,156,Ophisurus serpens,99751.69903846155,64100.71902948718,FALSE
Fis-23680,300413.4662,396278.64,null,24,Opisthonema bulleri,16511.61,12517.227758333334,FALSE
Fis-23683,317906.624,474114.52,null,56,Opisthopterus dovii,8466.330714285714,5676.904,FALSE
Fis-23686,2695721.4707,3240876.93,null,30,Opisthopterus tardoore,108029.231,89857.38235666667,FALSE
Fis-23704,2290578.2427,3045996.45,null,90,Orthopristis ruber,33844.405,25450.86936333333,FALSE
Fis-23706,4996931.3858,7378859.02,null,51,Osteogeneiosus militaris,144683.51019607842,97979.04678039216,FALSE
Fis-23707,4724089.7049,7011389.43,1,423,Pagrus pagrus,16575.388723404256,11168.060768085106,FALSE
Fis-23708,717647.2442,928534.65,null,74,Parablennius sanguinolentus,12547.76554054054,9697.935732432432,FALSE
Fis-23709,1128686.0747,1390743.24,null,72,Parablennius tentacularis,19315.878333333334,15676.195481944444,FALSE
Fis-23710,502193.5965,802489.67,null,186,Paralichthys dentatus,4314.460591397849,2699.965572580645,FALSE
Fis-23711,3307448.965,4639700.36,null,43,Paralichthys olivaceus,107900.00837209303,76917.41779069767,FALSE
Fis-23712,2326489.4826,3415015.64,null,92,Paralonchurus brasiliensis,37119.7352173913,25287.929158695653,FALSE
Fis-23713,2808047.9607,3413139.86,null,112,Paranthias furcifer,30474.463035714285,25071.85679196429,FALSE
Fis-23714,9316241.0223,12346025.87,1,239,Parastromateus niger,51657.0120083682,38980.087959414224,FALSE
Fis-23715,11584850.2954,15740649.74,null,558,Parexocoetus brachypterus,28209.049713261647,20761.38045770609,FALSE
Fis-23716,1003716.0495,1118526.73,null,39,Parophidion vassali,28680.172564102562,25736.30896153846,FALSE
Fis-23717,2724534.2307,4639884.13,null,243,Pegusa lascaris,19094.173374485596,11212.075023456791,FALSE
Fis-23719,674480.8686,1023192.07,null,54,Pellona harroweri,18948.001296296294,12490.386455555556,FALSE
Fis-23720,1847760.8234,3056911.36,null,171,Peristedion cataphractum,17876.67461988304,10805.618850292398,FALSE
Fis-23722,2969173.422,4820495.51,null,339,Phycis blennoides,14219.750766961652,8758.623663716813,FALSE
Fis-23723,1421720.4562,1941274.18,null,91,Phycis phycis,21332.683296703297,15623.301716483515,FALSE
Fis-23725,1548575.7531,3380573.47,1,660,Platichthys flesus,5122.081015151515,2346.3268986363637,FALSE
Fis-23726,1084619.9109,1482608.27,null,11,Platybelone argalus platyura,134782.57,98601.81008181818,FALSE
Fis-23727,289446.9193,808995.29,null,45,Pliosteostoma lutipinnis,17977.67311111111,6432.153762222222,FALSE
Fis-23728,2034070.1988,4072839.43,1,929,Pollachius virens,4384.111334768569,2189.526586437029,FALSE
Fis-23729,1049751.4904,1402621.22,null,104,Polydactylus octonemus,13486.7425,10093.76433076923,FALSE
Fis-23730,1289339.6003,1478726.26,null,21,Polydactylus oligodon,70415.5361904762,61397.123823809525,FALSE
Fis-23731,2201945.5535,2768423.42,1,137,Polydactylus virginicus,20207.470218978102,16072.595281021897,FALSE
Fis-23732,1936446.4784,2478790.56,null,199,Pomacanthus arcuatus,12456.233969849247,9730.886826130652,FALSE
Fis-23733,2392196.5682,3067332.09,null,208,Pomacanthus paru,14746.788894230769,11500.945039423077,FALSE
Fis-23734,2016797.5156,2783408.52,null,103,Pomadasys corvinaeformis,27023.383689320388,19580.558403883497,FALSE
Fis-23735,1817933.9062,2687703.48,null,106,Pomadasys crocro,25355.69320754717,17150.319869811323,FALSE
Fis-23736,712702.7088,1336207.53,null,239,Pomatoschistus microps,5590.826485355648,2982.0197020920505,FALSE
Fis-23737,1564855.9575,2749529.81,null,506,Pomatoschistus minutus,5433.85337944664,3092.600706521739,FALSE
Fis-23738,1114578.8359,1507372.33,null,42,Pomatoschistus norvegicus,35889.81738095238,26537.591330952382,FALSE
Fis-23739,795785.4366,1620758.43,1,195,Pomatoschistus pictus,8311.581692307693,4080.9509569230772,FALSE
Fis-23742,15113985.3685,20196724.78,null,490,Heteropriacanthus cruentatus,41217.80567346939,30844.86809897959,FALSE
Fis-23743,667223.8352,923042.47,null,194,Prionotus carolinus,4757.95087628866,3439.2981195876287,FALSE
Fis-23744,510988.1676,776334.88,null,132,Prionotus evolans,5881.324848484848,3871.1224818181818,FALSE
Fis-23745,2598526.2428,3517200.2,null,177,Prionotus punctatus,19871.18757062147,14680.939224858757,FALSE
Fis-23746,546872.1906,649113.55,null,48,Prognichthys gibbifrons,13523.198958333334,11393.1706375,FALSE
Fis-23749,5819158.265,15862401.73,null,479,Pseudocaranx dentex,33115.661231732774,12148.555876826722,FALSE
Fis-23750,366994.4743,635172.82,null,41,Pseudocaranx wrighti,15492.019999999999,8951.08473902439,FALSE
Fis-23751,11714390.916,15105646.7,null,259,Pseudorhombus arsius,58322.96023166023,45229.30855598456,FALSE
Fis-23752,5887418.1373,7788163.29,null,31,Pseudorhombus javanicus,251231.07387096775,189916.7141064516,FALSE
Fis-23753,6682149.1137,9418974.3,null,26,Pseudorhombus triocellatus,362268.24230769236,257005.73514230768,TRUE
Fis-23754,2341006.6308,2944612.62,null,254,Pseudupeneus maculatus,11592.963070866143,9216.561538582677,FALSE
Fis-23755,133266.6088,240992.07,null,4,Ramnogaster arcuata,60248.0175,33316.6522,FALSE
Fis-23757,715139.2564,1079832.05,null,103,Raniceps raninus,10483.806310679613,6943.099576699029,FALSE
Fis-23758,202577518.6334,293596512.27,1,130,Ranzania laevis,2258434.709769231,1558288.6048723077,FALSE
Fis-23759,18880020.29,27416673.11,null,553,Remora remora,49578.070723327306,34141.0855153707,FALSE
Fis-23764,3006842.0849,3722295.66,null,241,Rypticus saponaceus,15445.210207468881,12476.523173858921,FALSE
Fis-23765,2049981.7374,2701501.22,1,503,Sardina pilchardus,5370.777773359841,4075.5104123260435,FALSE
Fis-23766,8006271.9313,10225201.5,null,109,Sardinella albella,93809.1880733945,73452.03606697248,FALSE
Fis-23768,1819554.8016000001,2444318.71,null,53,Sardinella brasiliensis,46119.22094339623,34331.22267169812,FALSE
Fis-23769,276505.6168,607764.03,null,3,Sardinella fijiense,202588.01,92168.53893333334,FALSE
Fis-23770,4902053.2522,6234491.63,null,38,Sardinella fimbriata,164065.5692105263,129001.40137368422,FALSE
Fis-23771,6279491.4509,8424978.26,null,85,Sardinella gibbosa,99117.39129411764,73876.37001058823,FALSE
Fis-23772,153847.0018,241137.68,null,10,Sardinella hualiensis,24113.768,15384.70018,FALSE
Fis-23774,919391.1356,1775036.34,null,117,Sardinella maderensis,15171.25076923077,7858.043894017094,FALSE
Fis-23775,8299919.6441,9835925.19,null,71,Sardinella melanura,138534.1576056338,116900.27667746479,FALSE
Fis-23776,399547.7652,450860.1,null,78,Sardinella rouxi,5780.257692307692,5122.407246153846,FALSE
Fis-23777,695967.1354,817309.85,null,21,Sardinella sindensis,38919.51666666666,33141.29216190476,FALSE
Fis-23779,537163.399,666724.42,null,14,Sardinella zunasi,47623.17285714286,38368.81421428571,FALSE
Fis-23792,5624898.4981,8415359.96,1,329,Saurida undosquamis,25578.601702127664,17096.955921276596,FALSE
Fis-23796,984907.1845,1904479.89,null,118,Sciaenops ocellatus,16139.660084745761,8346.671055084746,FALSE
Fis-23798,9700811.7551,13014566.61,1,221,Scomberoides lysan,58889.441674208145,43895.07581493213,FALSE
Fis-23799,7396147.1208,9014967.44,null,68,Scomberoides tala,132573.0505882353,108766.86942352941,TRUE
Fis-23800,10148417.4915,13430949.53,null,143,Scomberoides tol,93922.72398601398,70967.95448601399,FALSE
Fis-23801,8278787.716,10890203.76,null,164,Selar boops,66403.68146341463,50480.41290243903,FALSE
Fis-23802,469887.08150000003,526079.74,1,75,Selene brevoortii,7014.3965333333335,6265.161086666667,FALSE
Fis-23805,2825555.0141,3753371.58,1,288,Selene vomer,13032.540208333334,9810.954910069444,FALSE
Fis-23806,18471362.6594,24349788.74,null,514,Seriola dumerili,47373.12984435797,35936.50322840467,FALSE
Fis-23807,2679501.979,3659383.25,null,102,Seriola fasciata,35876.30637254902,26269.627245098036,FALSE
Fis-23808,1927718.9893,2876030.74,null,141,Seriola zonata,20397.381134751773,13671.765881560284,FALSE
Fis-23809,10912351.529,15175344.16,null,303,Seriolina nigrofasciata,50083.64409240924,36014.36148184818,FALSE
Fis-23810,3094347.8209,4415230.94,null,283,Serranus cabrilla,15601.522756183747,10934.091239929328,FALSE
Fis-23811,1246069.4702,1778555.04,null,134,Serranus scriba,13272.79880597015,9299.025897014926,FALSE
Fis-23814,972936.473,1183186.49,null,138,Sparisoma chrysopterum,8573.815144927536,7050.264297101449,FALSE
Fis-23815,1004689.9199,1284449.98,null,144,Sparisoma rubripinne,8919.791527777777,6977.013332638889,FALSE
Fis-23816,1646863.8278,2278598.66,null,172,Sparisoma viride,13247.666627906978,9574.789696511629,FALSE
Fis-23817,643371.5251,882698.5599999999,null,168,Sphoeroides maculatus,5254.158095238095,3829.5924113095234,FALSE
Fis-23818,1634946.2827,2082345.84,null,126,Sphoeroides nephelus,16526.554285714286,12975.7641484127,FALSE
Fis-23819,2464028.8464,3337997.27,null,263,Sphoeroides spengleri,12692.004828897338,9368.930974904944,FALSE
Fis-23820,3154110.5241,4327970.68,null,185,Sphoeroides testudineus,23394.436108108108,17049.246076216215,FALSE
Fis-23821,13905032.0844,19630007.75,1,634,Sphyraena barracuda,30962.157334384858,21932.22726246057,FALSE
Fis-23823,2056445.5784,3398756.58,null,117,Sphyraena sphyraena,29049.20153846154,17576.457935042734,FALSE
Fis-23824,4677858.4708,5340890.68,null,110,Spicara smaris,48553.551636363634,42525.98609818182,FALSE
Fis-23825,622711.0349,902574.77,1,173,Spinachia spinachia,5217.1952023121385,3599.485750867052,FALSE
Fis-23826,3012805.8241,4281608.77,null,290,Spondyliosoma cantharus,14764.16817241379,10388.985600344828,FALSE
Fis-23827,9569453.049899999,12116149.3,null,249,Spratelloides delicatulus,48659.23413654619,38431.538353012045,FALSE
Fis-23830,143335.3769,208477.19,null,13,Sprattus antipodum,16036.706923076923,11025.798223076923,FALSE
Fis-23831,237777.7907,433599.43,null,37,Sprattus fuegensis,11718.903513513513,6426.426775675676,FALSE
Fis-23832,279810.4584,370838.17,null,31,Sprattus muelleri,11962.521612903225,9026.143819354838,FALSE
Fis-23833,58534.1616,96837.29,null,6,Sprattus novaehollandiae,16139.548333333332,9755.6936,FALSE
Fis-23834,2181256.4165,3121388.53,1,722,Sprattus sprattus,4323.252811634349,3021.130770775623,FALSE
Fis-23835,258007.0699,328279.05,null,74,Stellifer lanceolatus,4436.203378378378,3486.5820256756756,FALSE
Fis-23836,1261602.2558,2127358.99,null,75,Stellifer microps,28364.786533333336,16821.363410666665,FALSE
Fis-23837,1928057.7606,2732478.28,null,81,Stellifer rastrifer,33734.299753086416,23803.18222962963,FALSE
Fis-23838,4034320.1107,6396436.73,null,195,Stephanolepis setifer,32802.23964102564,20688.821080512822,FALSE
Fis-23839,95030074.85810001,123807407.72000001,1,459,Stomias boa boa,269732.914422658,207037.20012657956,FALSE
Fis-23841,5810147.8714,6461794.51,null,90,Strongylura leiura,71797.71677777778,64557.198571111105,TRUE
Fis-23842,6785602.5735,9102197.94,null,125,Strongylura strongylura,72817.58352,54284.820588,TRUE
Fis-23844,20435305.084,44327963.370000005,null,418,Symbolophorus veranyi,106047.75925837322,48888.28967464114,FALSE
Fis-23845,867824.8025,1050202.83,null,57,Symphodus cinereus,18424.61105263158,15224.99653508772,FALSE
Fis-23846,893318.217,1167131.97,null,79,Symphodus roissali,14773.82240506329,11307.825531645569,FALSE
Fis-23847,936568.7715,1098545.42,null,87,Symphodus tinca,12626.958850574712,10765.158293103448,FALSE
Fis-23848,2627469.9646,3436149.09,null,254,Symphurus diomedeanus,13528.146023622046,10344.369939370079,FALSE
Fis-23849,1223968.7812,1747816.44,null,212,Symphurus plagiusa,8244.41716981132,5773.4376471698115,FALSE
Fis-23850,1789725.7326,2684374.78,null,167,Synchiropus phaeton,16074.100479041916,10716.920554491018,FALSE
Fis-23853,1328340.588,2267476.47,null,329,Taurulus bubalis,6892.025744680852,4037.509386018237,FALSE
Fis-23854,1464395.7031,1686186.05,null,41,Tenualosa ilisha,41126.48902439025,35716.968368292684,FALSE
Fis-23855,720828.9034,860358.7,null,7,Tenualosa macrura,122908.3857142857,102975.55762857142,FALSE
Fis-23856,393772.5711,703062.33,null,9,Tenualosa reevesii,78118.03666666667,43752.5079,FALSE
Fis-23858,1988353.93,2443354.17,null,17,Tenualosa toli,143726.71588235293,116961.99588235293,FALSE
Fis-23861,7240596.0646,8165765.81,null,135,Trachinotus baillonii,60487.15414814815,53634.04492296297,FALSE
Fis-23862,8731990.6563,9955171.97,null,136,Trachinotus blochii,73199.79389705883,64205.81364926471,FALSE
Fis-23863,7828131.8274,11167009.49,null,42,Trachinotus botla,265881.17833333334,186384.09112857142,FALSE
Fis-23864,2219023.5417,2714686.79,1,203,Trachinotus falcatus,13372.841330049261,10931.150451724137,FALSE
Fis-23865,2361132.7266,3661491.2,null,215,Trachinotus ovatus,17030.191627906977,10982.012681860466,FALSE
Fis-23866,563004.0027,846277.51,null,112,Trachinotus rhodopus,7556.049196428571,5026.821452678571,FALSE
Fis-23867,428468.2384,590381.77,null,23,Trachinotus stilbe,25668.772608695654,18629.05384347826,FALSE
Fis-23868,80022364.2025,136577185.52,null,205,Trachipterus trachypterus,666230.1732682927,390352.9961097561,FALSE
Fis-23869,34361.5863,150645.4,null,9,Trachurus longimanus,16738.377777777776,3817.9540333333334,FALSE
Fis-23870,3197158.3024999998,4194372.11,null,163,Trachurus mediterraneus,25732.344233128835,19614.468113496932,FALSE
Fis-23871,8638137.5161,11731238.19,1,285,Trachurus novaezelandiae,41162.23926315789,30309.254442456142,FALSE
Fis-23872,1288237.3287,1710920.62,null,89,Trachurus picturatus,19223.827191011238,14474.576726966292,FALSE
Fis-23873,1810428.8917,4066282.38,1,909,Trachurus trachurus,4473.357953795379,1991.6709479647966,FALSE
Fis-23875,1029478.9433,1984355.39,null,586,Trisopterus esmarkii,3386.2719965870306,1756.7900056313995,FALSE
Fis-23876,948367.3624,1632393.14,null,470,Trisopterus luscus,3473.176893617021,2017.8028987234043,FALSE
Fis-23877,5934361.4089,6986029.16,null,38,Tylosurus acus melanotus,183842.87263157894,156167.40549736843,FALSE
Fis-23878,819438.123,1341723.47,null,35,Umbrina broussonnetii,38334.95628571429,23412.5178,FALSE
Fis-23879,1215291.9121,1415679.13,null,44,Umbrina cirrosa,32174.52568181818,27620.270729545457,FALSE
Fis-23881,7010984.4222,9739939.6,null,78,Uraspis helvola,124871.02051282051,89884.41566923077,FALSE
Fis-23882,124576613.1119,240767489.35999995,null,195,Uraspis secunda,1234705.0736410255,638854.4262148718,FALSE
Fis-23883,9307057.8698,12978211.41,1,107,Uraspis uraspis,121291.69542056075,86981.84925046729,TRUE
Fis-23884,2175843.806,3503684.96,null,168,Urophycis cirrata,20855.26761904762,12951.451226190475,FALSE
Fis-23885,93963.9221,115511.6,null,35,Urophycis earllii,3300.3314285714287,2684.6834885714284,FALSE
Fis-23886,646180.0143,910102.79,null,162,Urophycis floridana,5617.918456790124,3988.7655203703707,FALSE
Fis-23887,849521.0256,1644373.8,null,278,Urophycis regia,5915.013669064749,3055.83102733813,FALSE
Fis-23888,136832503.7753,232829935.83999997,null,872,Vinciguerria attenuata,267006.80715596327,156918.00891662843,FALSE
Fis-23889,137452495.9458,194624782.35999998,null,735,Vinciguerria poweriae,264795.6222585034,187010.1985657143,FALSE
Fis-23890,9450392.5893,11519417.9,null,56,Wattsia mossambica,205703.89107142857,168757.01052321427,FALSE
Fis-23892,558612.2417,697305.75,null,233,Zeugopterus punctatus,2992.728540772532,2397.4774321888412,FALSE
Fis-23893,181472751.7381,276715136.15999997,null,106,Zu cristatus,2610520.1524528298,1712007.0918688679,FALSE
Fis-23894,2769589.6179,3396150.41,null,62,Lethrinus mahsena,54776.61951612904,44670.800288709674,FALSE
Fis-23895,2281073.3137,3627216.21,null,182,Ahlia egmontis,19929.759395604397,12533.369855494504,FALSE
Fis-23897,83213.0027,92704.12,1,29,Allosmerus elongatus,3196.693793103448,2869.4138862068967,FALSE
Fis-23898,149702800.1965,207935217.7,1,364,Alopias superciliosus,571250.598076923,411271.4291112638,FALSE
Fis-23899,184765530.6457,289593137.88,1,747,Alopias vulpinus,387674.88337349397,247343.41451900938,FALSE
Fis-23903,2458196.8491,3327855.03,null,172,Anarchias similis,19347.994360465116,14291.842145930234,FALSE
Fis-23904,188546814.33269998,270606239.47999996,null,720,Anoplogaster cornuta,375841.99927777774,261870.5754620833,FALSE
Fis-23905,120919666.74790001,215339870.82,null,611,Antimora rostrata,352438.4137806874,197904.5282289689,FALSE
Fis-23911,1594937.6669,2176099.68,1,20,Apterichtus ansp,108804.98400000001,79746.88334500001,FALSE
Fis-23912,1456842.8864,2116371.21,null,45,Apterichtus kendalli,47030.471333333335,32374.286364444444,FALSE
Fis-23914,2343009.7646,4601050.55,null,579,Argentina silus,7946.546718480138,4046.648988946459,FALSE
Fis-23915,2134186.3,2939619.3,null,52,Ariosoma anale,56531.140384615384,41042.04423076923,FALSE
Fis-23917,973347.9632,1148444.33,null,51,Auchenoceros punctatus,22518.516274509806,19085.254180392156,FALSE
Fis-23924,6093235.6013,8933901.26,1,139,Balistoides conspicillum,64272.670935251794,43836.22734748202,FALSE
Fis-23927,374704.1312,444316.28,null,21,Bascanichthys bascanium,21157.918095238096,17843.053866666665,FALSE
Fis-23929,8542762.527,15720419.32,null,109,Benthalbella dentata,144224.0304587156,78373.96813761469,FALSE
Fis-23938,1526615.5519,2081978.67,null,25,Callechelys guineensis,83279.1468,61064.622076,FALSE
Fis-23939,482522.8236,1414086.49,null,3,Callechelys springeri,471362.16333333333,160840.9412,FALSE
Fis-23950,125265358.9947,179960030.23,null,291,Ceratoscopelus townsendi,618419.3478694158,430465.1511845361,FALSE
Fis-23954,1630499.2299,2453538.73,null,220,Chelon labrosus,11152.448772727274,7411.360135909091,FALSE
Fis-23993,4311307.6463,5941786.58,null,284,Dasyatis centroura,20921.783732394368,15180.66072640845,FALSE
Fis-23994,1215080.0354,2022786.63,null,60,Dasyatis dipterura,33713.110499999995,20251.33392333333,FALSE
Fis-23995,2545838.4151,3381227.08,1,153,Dasyatis pastinaca,22099.52339869281,16639.466765359477,FALSE
Fis-23996,605817.5234000001,849597.68,1,125,Dasyatis sabina,6796.781440000001,4846.5401872,FALSE
Fis-24003,35108891.352,71173720.3,null,286,Diogenichthys laternatus,248859.16188811188,122758.36137062937,FALSE
Fis-24005,1797088.7624000001,2629576.08,null,88,Echidna catenata,29881.546363636364,20421.46320909091,FALSE
Fis-24006,1876718.1752,2589749.86,null,77,Echiophis intertinctus,33633.11506493506,24372.963314285713,FALSE
Fis-24007,2335769.8854,2883187.28,null,54,Echiophis punctifer,53392.357037037036,43254.99787777778,FALSE
Fis-24012,1815398.0312,2684365.01,null,110,Epigonus constanciae,24403.318272727272,16503.618465454547,FALSE
Fis-24013,9073710.1099,16018912.52,null,327,Epigonus telescopus,48987.50006116208,27748.348959938838,FALSE
Fis-24017,734633.9232,2173375.24,null,55,Eptatretus deani,39515.91345454546,13356.980421818182,FALSE
Fis-24018,566938.2681,1331047.8,null,63,Eptatretus stoutii,21127.742857142857,8999.020128571428,FALSE
Fis-24028,3281171.1623,4245065.68,null,140,Gadella imberbis,30321.89771428571,23436.936873571427,FALSE
Fis-24029,1350745.3945,1681482.91,null,55,Gadella maraldi,30572.416545454544,24559.00717272727,FALSE
Fis-24039,2856293.1433,4814203.69,1,269,Ginglymostoma cirratum,17896.667992565057,10618.190123791823,FALSE
Fis-24042,82734.3077,104604.05,null,13,Gymnothorax mordax,8046.465384615385,6364.177515384616,FALSE
Fis-24043,741668.7851,813188.89,null,29,Gymnothorax nigromarginatus,28040.99620689655,25574.785693103448,FALSE
Fis-24044,3807353.3896,5525252.13,null,170,Gymnura altavela,32501.483117647058,22396.196409411765,FALSE
Fis-24045,864293.9357,1696955.35,null,49,Gymnura marmorata,34631.7418367347,17638.65174897959,FALSE
Fis-24046,2774492.9709,4681235.89,null,216,Gymnura micrura,21672.38837962963,12844.874865277778,FALSE
Fis-24054,195760.3785,314166.43,null,6,Huso huso,52361.07166666666,32626.72975,FALSE
Fis-24068,574715.4699,1079212.16,null,181,Hydrolagus colliei,5962.498121546961,3175.223590607735,FALSE
Fis-24071,1660881.5956000001,2079892.26,null,37,Ichthyapus ophioneus,56213.30432432432,44888.691772972976,FALSE
Fis-24077,7518130.152,11328402.56,null,167,Kaupichthys hyoproroides,67834.74586826348,45018.743425149696,FALSE
Fis-24078,2939600.4291,4109541.09,null,134,Kyphosus sectatrix,30668.21708955224,21937.316635074625,FALSE
Fis-24086,4746753.7334,7132080.15,null,18,Lepidion ensiferus,396226.67500000005,263708.5407444445,FALSE
Fis-24087,1828847.0796,3774262.86,1,99,Lepidion eques,38123.86727272727,18473.202824242424,FALSE
Fis-24088,553666.9516,600003.35,null,23,Lepidion lepidion,26087.10217391304,24072.47615652174,FALSE
Fis-24089,487060.9855,654001.45,null,86,Leptocharias smithii,7604.668023255814,5663.499831395349,FALSE
Fis-24098,15551248.9761,19117473.04,null,219,Manta birostris,87294.39744292237,71010.26929726027,FALSE
Fis-24125,3090495.5814,3771260.62,null,21,Mobula hypostoma,179583.83904761905,147166.45625714285,FALSE
Fis-24127,93197808.6094,179288725.07,null,41,Mobula thurstoni,4372895.733414634,2273117.283156098,FALSE
Fis-24128,1850554.3714,2306157.97,null,138,Moringua edwardsi,16711.289637681162,13409.814285507247,FALSE
Fis-24132,3329770.6656,4170531.42,null,293,Mustelus canis,14233.895631399317,11364.40500204778,FALSE
Fis-24133,796962.0039,1042171.51,null,48,Mustelus henlei,21711.906458333335,16603.37508125,FALSE
Fis-24136,1637802.8833,1964092.8,null,70,Myrichthys breviceps,28058.468571428573,23397.18404714286,FALSE
Fis-24137,10982193.7442,14907298.2,null,181,Myrichthys maculosus,82360.7635359116,60675.103559116025,FALSE
Fis-24138,1453629.0395,1731738.32,null,81,Myrichthys ocellatus,21379.485432098765,17946.037524691357,FALSE
