iucn_sid,deep,deeparea,totarea,shallow_pct,habitat,paired_map,max_depth,shallow_str,shallow,am_sid,sciname,reviewed,popn_trend,popn_category,category_score,spp_group,id_no,spatial_source,name_verified,area_total,area_am,area_iucn,area_overlap,sm_perc,sm_range,area_ratio,lg_area_pct,spp_group_text,occurcells
133094,1,10987594.88,21666100.11,0.492866975403263,"This species is often found in reef habitats exposed to strong wave action, generally to depths of 30 m.",TRUE,30,FALSE,TRUE,URM-Cn-6138,Psammocora nierstraszi,NA,Stable,LC,0,CORALS_Part3,133094,iucn,TRUE,26049785.2,11110862.3,23674314,8735391.0610961,78.62,AM,46.932,6.39,Corals,61
133096,1,472751.93,1042361.93,0.546460863166789,"This species is found in shallow reef environments, generally to depths of 15 m.",TRUE,15,TRUE,TRUE,SLB-158798,Porites columnaris,NA,Unknown,LC,0,CORALS_Part3,133096,iucn,TRUE,2050067.5,1375484.3,1306199.7,631616.619395183,48.355,IUCN,94.963,0.371,Corals,6
133097,1,4314439.11,9491328.27,0.545433580288547,"This species occurs in shallow, tropical reef environments on partly protected reef slopes. The maximum size is over 1 m across. This species is found to 15 m. <br/><br/>Pocilloporid corals, presumably including <em>P. danae</em>, are generally amongst the strongest coral competitors with relatively high rates of calcification (Glynn 2001). However, coral species exhibiting high rates of calcification usually have relatively high mortality rates (Glynn 2000). Pocilloporid corals also usually predominate at shallow depths (1-15 m). Amongst the reef building corals in the Eastern Tropical Pacific region, pocilloporid species have the highest growth rates (Guzmán and Cortes 1993). They are the principal framework builders on Panamanian reefs (Glynn 2002).<br/><br/><em>Pocillopora</em> species are preyed on by at least nine groups of consumers. These vary in their consumption patterns, but include:<br/><br/>a) Species that bite off colony branch-tips: pufferfishes (<em>Arothron</em>), parrotfishes (<em>Scaridae</em>), filefishes (Monacanthidae) (Glynn 2002).<br/><br/>b) Species that scrape skeletal surface: hermit crabs (<em>Trizopagurus</em>, <em>Aniculus</em>, and <em>Calcinus</em>) (Glynn 2002).<br/><br/>c) Species that remove tissues but leave the skeleton intact: gastropods (<em>Jenneria pustulata</em> and <em>Quoyula</em> sp. (Glynn 2002)), buterflyfishes, angelfishes, damselfish (<em>Stegastes acapulcoensis</em>), and <em>Acanthaster planci</em> (Glynn 2002).<br/><br/>d) Species that abrade tissues and skeleton: <em>Eucidaris galapagensis</em> (Glynn 2001).<br/><br/><em>Jenneria</em> and <em>Acanthaster can kill whole, relatively large (approx. 30 cm in diameter) colonies of <em>Pocillopora</em> (Glynn 2002). Pocilloporid species can have crab (<em>Trapezia</em> sp.) and alpheid shrimp as mutualistic symbionts that protect the coral from the attack of the crown-of-thorns sea star <em>A. planci</em> (Glynn 2001).",TRUE,15,TRUE,TRUE,SLB-117490,Pocillopora danae,NA,Unknown,VU,0.4,CORALS_Part1,133097,iucn,TRUE,13272337,7533084.8,10681124.5,4941872.23604323,65.602,AM,70.527,2.883,Corals,10
133099,1,7502750.17,13020750.46,0.423785119525284,"This species occurs in shallow reef environments. <em>Pocillopora elegans</em> occurs in all shallow water habitats on coral reefs and coral communities on rocky substrata (Guzmán <em>et al</em>. pers. comm.), to at least 20 m depth, but is most common between 1-10 m depth (Guzmán and Chiriboga pers. comm.). Maximum size is 25 cm.<br/><br/>In the Eastern Tropical Pacific region, <em>Pocillopora elegans</em> is one of the major reef building species (along with <em>P. damicornis</em>), forming intermeshing compact frameworks that can attain 2-3 m in relief (Guzmán and Cortes 1989, Glynn 2001).<br/><br/>Amongst the reef building corals in the Eastern Tropical Pacific region, pocilloporid species have the fastest growth rates (Guzmán and Cortés 1993). Reported growth rates of Pocillopora elegans vary little between locations in the Eastern Tropical Pacific, from 3.1 cm per year in Galápagos to 3.32 cm per year in Costa Rica (Guzmán and Cortés 1993). <br/><br/><em>P. elegans</em> is a broadcast spawner (Glynn <em>et al</em>. 1991), with the capacity to function as a simultaneous hermaphrodite (Glynn <em>et al</em>. 1991). According to Glynn <em>et al</em>. (1991), larval settlement in the Galápagos Islands presumably has been the predominant mode of recruitment, and the only observed form of recruitment in areas that experienced high mortality (97-100%) in 1983. Asexual reproduction by fragmentation has been reported as an important mechanism for reef recovery in Panama (Glynn <em>et al</em>. 1991). <em>P. elegans</em>, like other pocilloporid species in the eastern Pacific, has low rates of recruitment (Glynn <em>et al</em>. 1991). Histological evidence indicates that spawning is likely to occur during a few days around the new moon (Glynn <em>et al</em>. 1991). Reproductive activity in the eastern Pacific its related to local thermal regimes, with a generally higher incidence of gravid corals at sites with stable, warm water conditions, or during warming periods in areas that experience significant seasonal variation (Glynn <em>et al</em>. 1991). Glynn <em>et al</em>. (1991) conclude that moderate El Nino warming can stimulate gametogenesis in Galápagos pocilloporid corals.<br/><br/>Pocilloporid corals, presumably including <em>P. elegans</em>, are generally amongst the strongest coral competitors with relatively high rates of calcification (Glynn 2001). However, coral species exhibiting high rates of calcification usually have relatively high mortality rates (Glynn 2000). Pocilloporid corals also usually predominate at shallow depths (1-15 m). Amongst the reef building corals in the Eastern Tropical Pacific region, pocilloporid species have the highest growth rates (Guzmán and Cortes 1993). They are the principal framework builders on Panamanian reefs (Glynn 2002).<br/><br/><em>Pocillopora</em> species are preyed on by at least nine groups of consumers. These vary in their consumption patterns, but include:<br/><br/>a) Species that bite off colony branch-tips: pufferfishes (<em>Arothron</em>), parrotfishes (<em>Scaridae</em>), filefishes (Monacanthidae) (Glynn 2002).<br/><br/>b) Species that scrape skeletal surface: hermit crabs (<em>Trizopagurus</em>, <em>Aniculus</em>, and <em>Calcinus</em>) (Glynn 2002).<br/><br/>c) Species that remove tissues but leave the skeleton intact: gastropods (<em>Jenneria pustulata</em> and <em>Quoyula</em> sp. (Glynn 2002)), buterflyfishes, angelfishes, damselfish (<em>Stegastes acapulcoensis</em>), and <em>Acanthaster planci</em> (Glynn 2002).<br/><br/>d) Species that abrade tissues and skeleton: <em>Eucidaris galapagensis</em> (Glynn 2001).<br/><br/><em>Jenneria</em> and <em>Acanthaster can kill whole, relatively large (approx. 30 cm in diameter) colonies of <em>Pocillopora</em> (Glynn 2002). Pocilloporid species can have crab (<em>Trapezia</em> sp.) and alpheid shrimp as mutualistic symbionts that protect the coral from the attack of the crown-of-thorns sea star <em>A. planci</em> (Glynn 2001).",TRUE,20,TRUE,TRUE,URM-Cn-5977,Pocillopora elegans,NA,Unknown,VU,0.4,CORALS_Part3,133099,iucn,TRUE,18406723.5,9261402.2,14110059.1,4964737.77415584,53.607,AM,65.637,3.809,Corals,27
133106,1,9582626.48,19943015.9,0.519499631948847,"This species is found in a wide range of reef environments, and does well in sedimented and turbid waters. This species is found to 20 m.",TRUE,20,FALSE,TRUE,URM-Cn-5849,Acanthastrea hillae,NA,Unknown,NT,0.2,CORALS_Part1,133106,iucn,TRUE,23172496.1,9418372.6,21960086.2,8205962.80298524,87.127,AM,42.889,5.928,Corals,44
133109,1,3553547.01,7191904.08,0.505896217403389,This species is usually found in reef slopes. The maximum size is 50 cm. Branches can break off easily and regenerate as a form of asexual reproduction. This species is found from 3-15 m.,TRUE,15,FALSE,TRUE,URM-Cn-5901,Galaxea acrhelia,NA,Unknown,VU,0.4,CORALS_Part3,133109,iucn,TRUE,9411136,3750825.2,8024262.9,2363952.05646671,63.025,AM,46.744,2.166,Corals,4
133110,1,8078420.74,17693855.51,0.543433553222228,This species is found on reef slopes in water depths of 3-25 m. (Hoeksema 1990). This is a free-living species and the maximum size is 48 cm. The generation length for this species is at least 10 years. This species is found from 3-25 m.,TRUE,25,FALSE,TRUE,URM-Cn-5750,Ctenactis crassa,NA,Unknown,LC,0,CORALS_Part1,133110,iucn,TRUE,20129257.7,6126103.2,19471233.5,5468079.09905391,89.259,AM,31.462,5.256,Corals,15
133111,1,137044.07,475518.34,0.711800663671563,This species is found in shallow reef environments. It prefers tropical reef environments. This species is found to at least 8 m.,TRUE,8,TRUE,TRUE,SLB-61810,Montipora saudii,NA,Decreasing,NT,0.2,CORALS_Part3,133111,iucn,TRUE,636752.9,286318.5,625245,274810.680508586,95.981,AM,45.793,0.169,Corals,4
133112,1,4318402.72,8869009.46,0.51309075275245,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes. This species occurs subtidally on slopes, ledges on walls and submerged reefs (Wallace 1999). This species is found from 5-25 m.",TRUE,25,TRUE,TRUE,URM-Cn-4724,Acropora caroliniana,NA,Decreasing,VU,0.4,CORALS_Part1,133112,iucn,TRUE,12841863.6,7030440.4,9844518.3,4033095.06912737,57.366,AM,71.415,2.657,Corals,14
133113,1,2724948.53,6718874.97,0.594433808908934,"This species occurs in shallow, tropical reef environments. It is found in sheltered environments, especially sheltered lagoons with turbid water and soft substrates. This species is found from 2 m to at least 20 m.",TRUE,20,TRUE,TRUE,URM-Cn-4880,Montipora cactus,NA,Decreasing,VU,0.4,CORALS_Part1,133113,iucn,TRUE,8741508.5,4123881,7649012.1,3031384.51743039,73.508,AM,53.914,2.065,Corals,10
133115,1,7104904.1,12472253.49,0.4303431929365,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes and in tidal pools. <em>Acropora retusa</em> likely spawns annually in September and October in French Polynesia (Carroll <em>et al</em>. 2006). This species is found from 1-5 m.",TRUE,5,TRUE,TRUE,SLB-93474,Acropora retusa,NA,Decreasing,VU,0.4,CORALS_Part1,133115,iucn,TRUE,18766535.3,10010561.6,13603677.4,4847703.69418169,48.426,AM,73.587,3.672,Corals,28
133120,1,12084481.29,23305577.14,0.48147684919336,"This species occurs in shallow, tropical reefs in a wide range of environments, especially shallow turbid water. It occurs subtidally on reef slopes, walls, and submerged reefs (Wallace 1999). This species is found from 3-20 m.",TRUE,20,TRUE,TRUE,SLB-61654,Acropora latistella,NA,Decreasing,LC,0,CORALS_Part1,133120,iucn,TRUE,28322317.6,12495180.5,25435654.4,9608517.23568188,76.898,AM,49.125,6.866,Corals,51
133124,1,1239465,2882010.96,0.569930504358665,"Colonies are found on flat or gently sloping back reef and fore reef environments from 1-25 m depth, most commonly from 5-15 m (Goreau and Wells, 1967; E. Weil and A. Bruckner pers. comm.). Colonies do not occur in extremely exposed locations. This colony is resistant to heavy wave surge; however, colonies will occasionally topple due to bioerosion at the bases. Upper portions of the colonies generally survive, and the colony produces multiple new pillars which continue to grow upward (A. Bruckner pers. comm.).",TRUE,25,FALSE,TRUE,SLB-158750,Dendrogyra cylindrus,NA,Stable,VU,0.4,CORALS_Part1,133124,iucn,TRUE,3694722.3,2359887.1,3211066.1,1876230.87446345,79.505,AM,73.492,0.867,Corals,4
133127,1,11196624.72,22655306.03,0.505783558819576,This species is found on reef slopes and rocky areas. This species is found to 40 m.,TRUE,40,FALSE,TRUE,URM-Cn-5896,Symphyllia valenciennesii,NA,Unknown,LC,0,CORALS_Part1,133127,iucn,TRUE,27311463.2,13677552,24959400.9,11325489.7092195,82.803,AM,54.799,6.737,Corals,53
133129,1,8693063.57,18384705.04,0.527157843920459,"This species is found in shallow, tropical reef environments. This species is found from 5-20 m.",TRUE,20,TRUE,TRUE,URM-Cn-4872,Astreopora ocellata,NA,Decreasing,LC,0,CORALS_Part1,133129,iucn,TRUE,22330583.9,10476922.3,20106843.7,8253182.07692296,78.775,AM,52.106,5.427,Corals,34
133131,1,4763704.62,10915259.28,0.563573846685573,"This species occurs in shallow, tropical reef environments in turbid waters and in lagoons. It also occurs in clear-water habitats. This species is found to at least 20 m.",TRUE,20,TRUE,TRUE,URM-Cn-4903,Montipora friabilis,NA,Decreasing,VU,0.4,CORALS_Part1,133131,iucn,TRUE,16056572.4,9091460.4,12242975.4,5277863.39828797,58.053,AM,74.259,3.305,Corals,26
133132,1,9097578.77,18330708.56,0.503697375351212,"This species occurs on shallow reef flats. It occurs on reef flats and shallow lagoons, also exposed upper reef slopes and deep water. It is found from 0-5 m. <br/><br/>Where zoning can be detected on reef flats, <em>Acropora aspera</em> tends to occur between the ranges of <em>A. millepora</em> (outer flat) and <em>A. pulchra</em> (inner flat) and overlapping with each species at the edges of its range. It can be confused with either species, but especially with <em>A. pulchra</em>, with which it can occur in dense stands (Wallace 1999).<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,5,TRUE,TRUE,URM-Cn-4714,Acropora aspera,NA,Decreasing,VU,0.4,CORALS_Part3,133132,iucn,TRUE,22346442.1,11995499.3,20046255.3,9695312.53997067,80.825,AM,59.839,5.411,Corals,116
133133,1,4490187.44,8841309.71,0.492135488148169,"This species is found on shallow reefs. It is also found in lagoons or reef slopes protected from strong wave action. This species is restricted to enclosed lagoons and protected reef slope habitats and thus may be missed on many reefs (Wallace 1999). This species is found from 2-18 m (Fenner and Richards pers. comm.).<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",TRUE,18,TRUE,TRUE,URM-Cn-4708,Acropora abrolhosensis,NA,Decreasing,VU,0.4,CORALS_Part1,133133,iucn,TRUE,13382799.3,7498361.8,9650161.9,3765724.36898717,50.221,AM,77.702,2.605,Corals,16
133134,1,1356723.02,3099917.85,0.562335814802318,"This is a common species. <em>M. annularis</em> is found from 0.5-82 m (Reed 1985), and is often the most abundant coral from 1-10 m, especially in semi-protected reef environments; it is frequently a dominant species of lagoons and upper reef slopes.",TRUE,82,FALSE,TRUE,URM-Cn-5592,Montastraea annularis,NA,Decreasing,EN,0.6,CORALS_Part3,133134,iucn,TRUE,4500257.4,3344431.7,3492335.2,2336509.57481222,69.863,AM,95.765,0.943,Corals,18
133139,1,10523467.65,21453243.06,0.50946961163083,"This species occurs in all shallow, tropical reef environments. It is found subtidally on deeper parts of reef flat and reef edge, reef slopes and walls, and submerged reefs (Wallace 1999). <em>A. palifera</em> is commonly found from 3-11 m, rarely from 12-15 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is considered to be a main reef-framework builder and is found at 0-4 m of Chagos and 0-5 m off the north Great Barrier Reef (Sheppard 1982). This species can be found from 2-20 m.",TRUE,20,TRUE,TRUE,SLB-184813,Isopora palifera,NA,Decreasing,NT,0.2,CORALS_Part3,133139,iucn,TRUE,25235893.6,11222369.6,23525889.9,9512365.84815596,84.763,AM,47.702,6.35,Corals,61
133142,1,116092.19,814433.86,0.857456577259693,"<p><em>Cladocora caespitosa</em> occurs on a wide range of substratum, a range of depths (commonly from 5 to 40 m depth), and hydrodynamic conditions (Zibrowius 1980). In Cyprus, the species occurs in the first meters of depth (1-5 m) (Hadjioannou pers. comm. 2015), whilst in several western Mediterranean locations, such as Medes Islands and Cap de Creus, the species is commonly found below 20 m depth in dim light conditions (Kersting 2013). The capacity of the species to tolerate a range of environments and to withstand seasonal abiotic factors such as temperature and light, typical of temperate seas as the <a>Mediterranean,</a><span class=""MsoCommentReference"">&#160;is probably related to the ability of this species to regulate autotrophy and heterotrophy depending on the environmental light conditions, as suggested by Hoogenboom <em>et al</em>. (2010).</p><p><em>Cladocora caespitosa</em> may occur in a wide range of habitats, from shallow photophilic communities to circalitoral assemblages, however, the equilibrium between hydrodynamic protection and high water exchange through strong currents seems to enhance the development of extensive <em>C. caespitosa</em> populations, as occurs in the Mjlet National Park and Columbretes Islands (Kružić and Benkovic 2008, Kesting and Linares 2012).</p><p>The high prevalence of macroalgae has been considered a limiting factor in the development of this coral (e.g., Peirano <em>et al. </em>1998, Rodolfo-Metalpa <em>et al</em>. 1999). However, the coral has been shown to be able to successfully compete with those algae in some localities, as happens in the Illa Grossa Bay where algal cover is high and most of the coral colonies and banks occur within the infralitoral photophilic algal community (Kersting and Linares 2012, Kersting 2013); whilst in other localities such the&#160;Adriatic and Marmara seas, the presence of algae (mainly <em>C. racemosa</em>) has been observed to impact the growth of the species&#160;(B. Özalp pers. comm. 2014,&#160;Kružić and <span lang=""EN-US"">Požar-Domac 2007).</span></p>  <p>The sexual reproduction of the species has been recorded<em> in situ </em>in the Adriatic Sea (Kružic <em>et al</em>. 2008), where the coral has been described as hermaphroditic at colony and polyp levels. Spawning has been observed to occur coinciding with increasing Summer water temperature and correlated with the lunar cycle. Eggs are released by the polyps in a mucus coating as clumps of eggs, that binds them together, while sperm are freely released (Kružic <em>et al</em>. 2008). In the western Mediterranean, histological analyses have shown that the coral is gonochoric (Kersting <em>et al</em>. 2013c). Spawning time has been observed to differ significantly between the Adriatic Sea and the western Mediterranean; in the former, spawning was observed at the beginning of Summer, coinciding with rising sea water temperatures (Kružic <em>et al</em>. 2008), whilst in the western Mediterranean spawning seems to occur at the end of the Summer coinciding with the cooling of sea water temperature (Kersting <em>et al</em>. 2013c). <a></a><a>These notable differences on reproductive biology between these two regions should be further investigated.</a></p>  <p><a><span style="""">Based on average sizes and growth rates of the species, we assume </span>that average generation length is 30 years<span style="""">.&#160;Average&#160;longevity is not known, but likely to be more than 100 </span></a><a>years.</a>&#160;In the Adriatic Sea and Columbretes Islands, colonies of already 300 years have been described.</p>",TRUE,40,TRUE,TRUE,URM-Cn-5096,Cladocora caespitosa,NA,Unknown,EN,0.6,CORALS_Part3,133142,iucn,TRUE,1613687.2,1333772.6,1148304.7,868390.097820743,75.624,IUCN,86.094,0.36,Corals,52
133144,1,1331693.26,2880029.28,0.537611207897164,"This species is the only Caribbean fire coral that commonly can be found deeper than 10 m, and is relatively uncommon in shallow surge zones (Humann and DeLoach 2006). <br/><br/><em>Millepora</em> species are generally found in inshore areas characterized by turbidity, and exhibit a tolerance for siltation. They often occur in clear offshore sites (Lovell pers. comm.), commonly encrusting and overgrowing other species (Precht pers. comm.).",TRUE,10,TRUE,TRUE,W-Hyd-210726,Millepora alcicornis,NA,Stable,LC,0,CORALS_Part1,133144,iucn,TRUE,5444211.4,3143987.4,3297740.4,997516.39017027,31.728,AM,95.338,0.89,Corals,10
133145,1,2497905.04,6225825.67,0.598783330532928,This species occurs in in shallow water from 2-10 m depth. It is found under overhangs and in crevices on the upper fore reef. This is an encrusting coral that forms colonies up to 10 cm in diameter.,TRUE,10,TRUE,TRUE,URM-Cn-5008,Stylocoeniella cocosensis,NA,Unknown,VU,0.4,CORALS_Part1,133145,iucn,TRUE,8855338.5,5428185,7087641,3660487.44915471,67.435,AM,76.587,1.913,Corals,7
133148,1,9612212.04,20185913.14,0.523815842596061,This species is found on reef slopes and reef flats. The depth range is 1 m to 20 m (Hoeksema 1990). The maximum size is 44 cm in diameter and it is a free-living adult. It generally has a single mouth. These are among the largest single polyp animals.,TRUE,20,FALSE,TRUE,URM-Cn-5751,Ctenactis echinata,NA,Unknown,LC,0,CORALS_Part3,133148,iucn,TRUE,23098560.9,10077614.7,22117827.2,9096880.95227143,90.268,AM,45.563,5.97,Corals,63
133151,1,332864.24,764795.72,0.564767125004308,"This species occurs in shallow, exposed and sheltered reef environments. This species is found in the outer reef channel, on the foreslope, and in lagoons. It can also be found on the back slope of the reef. This species is found from 1 m to at least 15 m.",TRUE,15,TRUE,TRUE,URM-Cn-5542,Favia lacuna,NA,Decreasing,NT,0.2,CORALS_Part1,133151,iucn,TRUE,963355.2,286202.2,954823.9,277670.821515498,97.019,AM,29.974,0.258,Corals,4
133152,1,7472233.13,16293671.85,0.541402748331402,This species can be found in most reef environments except high energy regions but is preferably found on protected upper reef slopes and lagoons. This species is found to 30 m.,TRUE,30,FALSE,TRUE,URM-Cn-5872,Lobophyllia pachysepta,NA,Unknown,NT,0.2,CORALS_Part1,133152,iucn,TRUE,19662166.5,9900375.7,17803623.4,8041832.66303889,81.228,AM,55.609,4.806,Corals,51
133157,1,11001803.22,19334067.84,0.430962831461752,"It is found in most reef environments. Sparse colonies of <em>S. vitensis</em> were found from 12-15 m in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found to 50 m. <br/><br/>This genus is rounded, disk-like and attached to the substrate by a broad or narrow stem. It is fairly common on deep reefs (Wood 1983).",TRUE,50,FALSE,TRUE,URM-Cn-5889,Scolymia vitiensis,NA,Unknown,NT,0.2,CORALS_Part3,133157,iucn,TRUE,24903941.3,12775297.6,20705941.6,8577297.98668202,67.14,AM,61.699,5.589,Corals,68
133158,1,9640403,20109351.13,0.520600991166839,This species is found in reef slopes as an attached polyps with multiple mouths. The depth range is from 3-20 m (Hoeksema 1990). Maximum size is over 1 m in diameter.,TRUE,20,FALSE,TRUE,URM-Cn-5787,Podabacia crustacea,NA,Unknown,LC,0,CORALS_Part3,133158,iucn,TRUE,23853086.9,10377509.3,22075359.1,8599781.54040139,82.869,AM,47.009,5.959,Corals,43
133160,1,11735669.25,22656746.49,0.482023190965227,This species occurs subtidally in almost all reef locations (Wallace 1999). <em>Acropora austera</em> likely spawns annually in November in French Polynesia (Carroll <em>et al</em>. 2006). This species is found from 0.5-20 m depth.,TRUE,20,FALSE,TRUE,URM-Cn-4715,Acropora austera,NA,Decreasing,NT,0.2,CORALS_Part1,133160,iucn,TRUE,27273874.3,11944364.2,24610911.5,9281401.32953837,77.705,AM,48.533,6.643,Corals,203
133161,1,7589822.63,14022242.28,0.458729746752029,"It is found on rocky foreshores or shallow reef environments. This species is found on subtidal rock and rocky reefs, on the back and foreslope of the reef, and in lagoons. This species is found to 20 m. <br/><br/><em>Platygyra</em> species occupy a variety of reef habitats. They may form colonies a metre or more in diameter (Wood 1983).",TRUE,20,TRUE,TRUE,URM-Cn-5610,Platygyra contorta,NA,Decreasing,LC,0,CORALS_Part1,133161,iucn,TRUE,16207728.8,3972423.8,15340360.4,3105055.34560484,78.165,AM,25.895,4.141,Corals,12
133165,1,1397697.02,3445015.41,0.594284247338098,"Colonies are found to depths of 152 m depth on limestone rubble, low-relief limestone outcrops, high-relief, steeply sloping prominences, and soft-bottom sloping habitats. Colonies are semi-isolated, patchy and low-growing in shallow water, or they form larger, massive coalescing aggregates (thickets or coppices) with substantial topographic relief in 50-100 m depth. In shallow waters (2-30m) the form is zooxanthellate, inhabiting limestone ledges. In deeper waters, an azooxanthellate form is known from the shelf edge off eastern Florida, USA from Ft. Pierce to Daytona (Reed 1980, 1983, 2002; Brooke and Young 2003).<br/><br/>The arbuscula form is reported to be tolerant of a wide temperature range and varying light levels. It occurs both in well lit areas and darker crevices from shallow subtidal at least to 25 m depth, but most common from 5-6 m depth. In shallow water it is found on jetties, submerged ships, and other artificial substrates. It also occurs on vertical surfaces and under overhangs. High abundances of macroalgae in shallow water appear to limit its occurrence (Miller 1995).",TRUE,152,TRUE,TRUE,URM-Cn-5921,Oculina varicosa,NA,Unknown,VU,0.4,CORALS_Part1,133165,iucn,TRUE,4034975.8,1657570.2,3898108,1520702.38958154,91.743,AM,42.522,1.052,Corals,18
133169,1,472751.93,1042361.93,0.546460863166789,It is found only on vertical surfaces of mid- to lower reef slopes. It forms crusts of up to approximately 25 cm across.,TRUE,NA,FALSE,NA,URM-Cn-5993,Stylophora mamillata,NA,Unknown,LC,0,CORALS_Part1,133169,iucn,TRUE,1522311.7,833725.5,1306199.7,617613.613975394,74.079,AM,63.828,0.353,Corals,7
133172,1,12572956.32,25038762.63,0.497860317389015,"This species occurs in shallow, tropical reef environments. It is found in most reef environments, especially lower reef slopes, lagoons, and fringing reefs. In the Red Sea it is found in mid to deep (30-40 m) water (Sheppard and Sheppard, 1991).<br/><br/><em>Echinophyllia</em> is found in most fore reef areas, but has a preference for slightly shaded spots on the reef slopes (Wood 1983).",TRUE,40,TRUE,TRUE,SLB-62815,Echinophyllia aspera,NA,Unknown,LC,0,CORALS_Part1,133172,iucn,TRUE,28388556,9456404.7,27548720.5,8616569.10259944,91.119,AM,34.326,7.436,Corals,52
133175,1,12006970.31,23452206.58,0.488023855280231,"This species occurs in shallow, tropical reef environments on upper reef slopes. This species is found to at least 20 m.",TRUE,20,TRUE,TRUE,URM-Cn-4896,Montipora efflorescens,NA,Decreasing,NT,0.2,CORALS_Part1,133175,iucn,TRUE,27895430.1,12778718.8,25603731.1,10487019.7563341,82.066,AM,49.91,6.911,Corals,72
133176,1,9358258.31,18391842.55,0.491173421882083,"This species occurs in most reef environments to depths of 35 m. It is found from 12-15 m, rarely from 9-11 m and 18-20 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002).",TRUE,35,FALSE,TRUE,SLB-117467,Coscinaraea exesa,NA,Stable,LC,0,CORALS_Part1,133176,iucn,TRUE,20925797.3,7189433.2,19894106.9,6157742.7470062,85.65,AM,36.139,5.37,Corals,12
133177,1,6777012.56,15400233.4,0.559940918817503,It is found on inshore reefs and shallow rocky foreshores of subtropical locations. They form plates of over 1 m in diameter. This species is found from 7-20 m.,TRUE,20,TRUE,TRUE,URM-Cn-5472,Turbinaria patula,1,Unknown,VU,0.4,CORALS_Part3,133177,iucn,TRUE,17529605.6,6419322,16962542,5852258.3237427,91.166,AM,37.844,4.579,Corals,49
133182,1,4907544.07,13215198.18,0.628643929273257,"This species occurs on shallow reefs, especially exposed upper reef slopes and sand flats. This species is found on subtidal reef flats, reef edges and reef slopes to about 15 m depth (Wallace 1999). This is a brooder and therefore has a smaller sexual reproductive output and limited dispersal capacity.",TRUE,15,TRUE,TRUE,SLB-184808,Isopora brueggemanni,NA,Decreasing,VU,0.4,CORALS_Part3,133182,iucn,TRUE,18681306.7,10294916.3,14914068.6,6527678.15738781,63.407,AM,69.028,4.026,Corals,135
133183,1,11894454.66,22743924.47,0.477027164960507,This species is found on reef slopes as free-living single polyp. The depth range is from 2-33 m (Hoeksema 1990). Maximum size is 18.5 cm in diameter.,TRUE,33,FALSE,TRUE,URM-Cn-5761,Fungia granulosa,NA,Unknown,LC,0,CORALS_Part3,133183,iucn,TRUE,25316992.9,5994876.8,24750091.5,5427975.42334193,90.544,AM,24.222,6.681,Corals,23
133186,1,10719357.51,20990210.97,0.489316352021401,This species occurs in shallow and deeper tropical reef environments. It occurs especially on upper and mid reef slopes. This species is found to at least 30 m.,TRUE,30,TRUE,TRUE,URM-Cn-4900,Montipora floweri,NA,Decreasing,LC,0,CORALS_Part3,133186,iucn,TRUE,25760892.4,12323396.1,22901342.5,9463846.19586616,76.796,AM,53.811,6.182,Corals,51
133192,1,5526616.63,13724918.49,0.597329730298457,"This species is found on shallow, protected reef slopes. This species is found from 3-40 m. <br/><br/>This genus is typically conspicuous (Veron 1995).",TRUE,40,TRUE,TRUE,URM-Cn-5947,Oxypora glabra,1,Unknown,LC,0,CORALS_Part3,133192,iucn,TRUE,15556507.6,2999712.1,15235692.5,2678897.06303809,89.305,AM,19.689,4.113,Corals,11
133193,1,11427349.81,23796643.88,0.51979153583064,"This species occurs on shallow reef (generally less than 2 m), exposed reef locations, reef flats and intertidal zones (Richards, pers. comm.). Off the coast of Kenya, this species can occur in generally disturbed or marginal habitat (Hoeksma, pers. comm.).",TRUE,2,TRUE,TRUE,W-Oct-210725,Heliopora coerulea,NA,Decreasing,VU,0.4,CORALS_Part3,133193,iucn,TRUE,28107308.3,8485223.6,26364351.4,6742266.67546585,79.459,AM,32.184,7.117,Corals,79
133194,1,9358785.9,19566293.58,0.521688363627221,This species occurs in shallow reef environments. It may be a dominant species of shallow mud reef flats. This species is found to at least 5 m.,TRUE,5,TRUE,TRUE,URM-Cn-4893,Montipora digitata,NA,Decreasing,LC,0,CORALS_Part1,133194,iucn,TRUE,23535670.1,11638431.6,21444512.7,9547274.18215302,82.032,AM,54.272,5.789,Corals,50
